"FileName","FilePath","Version"
"System.Security.AccessControl.dll","D:\inetpub\Employer Package\refs\System.Security.AccessControl.dll","8.0.724.31311"
"System.Security.Claims.dll","D:\inetpub\Employer Package\refs\System.Security.Claims.dll","8.0.724.31311"
"System.Security.Cryptography.Algorithms.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Algorithms.dll","8.0.724.31311"
"System.Security.Cryptography.Cng.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Cng.dll","8.0.724.31311"
"System.Security.Cryptography.Csp.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Csp.dll","8.0.724.31311"
"System.Security.Cryptography.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.dll","8.0.724.31311"
"System.Security.Cryptography.Encoding.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Encoding.dll","8.0.724.31311"
"System.Security.Cryptography.OpenSsl.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.OpenSsl.dll","8.0.724.31311"
"System.Security.Cryptography.Pkcs.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Pkcs.dll","8.0.23.53103"
"System.Security.Cryptography.Primitives.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Primitives.dll","8.0.724.31311"
"System.Security.Cryptography.X509Certificates.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.X509Certificates.dll","8.0.724.31311"
"System.Security.Cryptography.Xml.dll","D:\inetpub\Employer Package\refs\System.Security.Cryptography.Xml.dll","8.0.724.31311"
"System.Security.dll","D:\inetpub\Employer Package\refs\System.Security.dll","8.0.724.31311"
"System.Security.Principal.dll","D:\inetpub\Employer Package\refs\System.Security.Principal.dll","8.0.724.31311"
"System.Security.Principal.Windows.dll","D:\inetpub\Employer Package\refs\System.Security.Principal.Windows.dll","8.0.724.31311"
"System.Security.SecureString.dll","D:\inetpub\Employer Package\refs\System.Security.SecureString.dll","8.0.724.31311"
"System.ServiceModel.Web.dll","D:\inetpub\Employer Package\refs\System.ServiceModel.Web.dll","8.0.724.31311"
"System.ServiceProcess.dll","D:\inetpub\Employer Package\refs\System.ServiceProcess.dll","8.0.724.31311"
"System.Text.Encoding.CodePages.dll","D:\inetpub\Employer Package\refs\System.Text.Encoding.CodePages.dll","8.0.724.31311"
"System.Text.Encoding.dll","D:\inetpub\Employer Package\refs\System.Text.Encoding.dll","8.0.724.31311"
"System.Text.Encoding.Extensions.dll","D:\inetpub\Employer Package\refs\System.Text.Encoding.Extensions.dll","8.0.724.31311"
"System.Text.Encodings.Web.dll","D:\inetpub\Employer Package\refs\System.Text.Encodings.Web.dll","8.0.724.31311"
"System.Text.Json.dll","D:\inetpub\Employer Package\refs\System.Text.Json.dll","8.0.724.31311"
"System.Text.RegularExpressions.dll","D:\inetpub\Employer Package\refs\System.Text.RegularExpressions.dll","8.0.724.31311"
"System.Threading.Channels.dll","D:\inetpub\Employer Package\refs\System.Threading.Channels.dll","8.0.724.31311"
"System.Threading.dll","D:\inetpub\Employer Package\refs\System.Threading.dll","8.0.724.31311"
"System.Threading.Overlapped.dll","D:\inetpub\Employer Package\refs\System.Threading.Overlapped.dll","8.0.724.31311"
"System.Threading.RateLimiting.dll","D:\inetpub\Employer Package\refs\System.Threading.RateLimiting.dll","8.0.724.31311"
"System.Threading.Tasks.Dataflow.dll","D:\inetpub\Employer Package\refs\System.Threading.Tasks.Dataflow.dll","8.0.724.31311"
"System.Threading.Tasks.dll","D:\inetpub\Employer Package\refs\System.Threading.Tasks.dll","8.0.724.31311"
"System.Threading.Tasks.Extensions.dll","D:\inetpub\Employer Package\refs\System.Threading.Tasks.Extensions.dll","8.0.724.31311"
"System.Threading.Tasks.Parallel.dll","D:\inetpub\Employer Package\refs\System.Threading.Tasks.Parallel.dll","8.0.724.31311"
"System.Threading.Thread.dll","D:\inetpub\Employer Package\refs\System.Threading.Thread.dll","8.0.724.31311"
"System.Threading.ThreadPool.dll","D:\inetpub\Employer Package\refs\System.Threading.ThreadPool.dll","8.0.724.31311"
"System.Threading.Timer.dll","D:\inetpub\Employer Package\refs\System.Threading.Timer.dll","8.0.724.31311"
"System.Transactions.dll","D:\inetpub\Employer Package\refs\System.Transactions.dll","8.0.724.31311"
"System.Transactions.Local.dll","D:\inetpub\Employer Package\refs\System.Transactions.Local.dll","8.0.724.31311"
"System.ValueTuple.dll","D:\inetpub\Employer Package\refs\System.ValueTuple.dll","8.0.724.31311"
"System.Web.dll","D:\inetpub\Employer Package\refs\System.Web.dll","8.0.724.31311"
"System.Web.HttpUtility.dll","D:\inetpub\Employer Package\refs\System.Web.HttpUtility.dll","8.0.724.31311"
"System.Windows.dll","D:\inetpub\Employer Package\refs\System.Windows.dll","8.0.724.31311"
"System.Xml.dll","D:\inetpub\Employer Package\refs\System.Xml.dll","8.0.724.31311"
"System.Xml.Linq.dll","D:\inetpub\Employer Package\refs\System.Xml.Linq.dll","8.0.724.31311"
"System.Xml.ReaderWriter.dll","D:\inetpub\Employer Package\refs\System.Xml.ReaderWriter.dll","8.0.724.31311"
"System.Xml.Serialization.dll","D:\inetpub\Employer Package\refs\System.Xml.Serialization.dll","8.0.724.31311"
"System.Xml.XDocument.dll","D:\inetpub\Employer Package\refs\System.Xml.XDocument.dll","8.0.724.31311"
"System.Xml.XmlDocument.dll","D:\inetpub\Employer Package\refs\System.Xml.XmlDocument.dll","8.0.724.31311"
"System.Xml.XmlSerializer.dll","D:\inetpub\Employer Package\refs\System.Xml.XmlSerializer.dll","8.0.724.31311"
"System.Xml.XPath.dll","D:\inetpub\Employer Package\refs\System.Xml.XPath.dll","8.0.724.31311"
"System.Xml.XPath.XDocument.dll","D:\inetpub\Employer Package\refs\System.Xml.XPath.XDocument.dll","8.0.724.31311"
"WindowsBase.dll","D:\inetpub\Employer Package\refs\WindowsBase.dll","8.0.724.31311"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\Employer Package\ru\Microsoft.CodeAnalysis.CSharp.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\Employer Package\ru\Microsoft.CodeAnalysis.resources.dll","4.500.23.10905"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\linux\lib\net7.0\System.DirectoryServices.Protocols.dll","7.0.723.27404"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\linux\lib\net8.0\System.DirectoryServices.Protocols.dll","8.0.23.53103"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\osx\lib\net7.0\System.DirectoryServices.Protocols.dll","7.0.723.27404"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\osx\lib\net8.0\System.DirectoryServices.Protocols.dll","8.0.23.53103"
"Microsoft.Data.SqlClient.dll","D:\inetpub\Employer Package\runtimes\unix\lib\net6.0\Microsoft.Data.SqlClient.dll","5.0.0.0"
"System.Drawing.Common.dll","D:\inetpub\Employer Package\runtimes\unix\lib\net6.0\System.Drawing.Common.dll","6.0.21.52210"
"Microsoft.Data.SqlClient.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\Microsoft.Data.SqlClient.dll","5.0.0.0"
"Microsoft.Win32.SystemEvents.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\Microsoft.Win32.SystemEvents.dll","6.0.21.52210"
"System.Drawing.Common.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\System.Drawing.Common.dll","6.0.21.52210"
"System.Runtime.Caching.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\System.Runtime.Caching.dll","6.0.21.52210"
"System.Security.Cryptography.ProtectedData.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\System.Security.Cryptography.ProtectedData.dll","6.0.21.52210"
"System.Windows.Extensions.dll","D:\inetpub\Employer Package\runtimes\win\lib\net6.0\System.Windows.Extensions.dll","6.0.21.52210"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\win\lib\net7.0\System.DirectoryServices.Protocols.dll","7.0.723.27404"
"System.Security.Cryptography.Pkcs.dll","D:\inetpub\Employer Package\runtimes\win\lib\net7.0\System.Security.Cryptography.Pkcs.dll","7.0.823.31807"
"System.DirectoryServices.Protocols.dll","D:\inetpub\Employer Package\runtimes\win\lib\net8.0\System.DirectoryServices.Protocols.dll","8.0.23.53103"
"Microsoft.Data.SqlClient.SNI.dll","D:\inetpub\Employer Package\runtimes\win-arm\native\Microsoft.Data.SqlClient.SNI.dll","5.1.0.0"
"Microsoft.Data.SqlClient.SNI.dll","D:\inetpub\Employer Package\runtimes\win-arm64\native\Microsoft.Data.SqlClient.SNI.dll","5.1.0.0"
"Microsoft.Data.SqlClient.SNI.dll","D:\inetpub\Employer Package\runtimes\win-x64\native\Microsoft.Data.SqlClient.SNI.dll","5.1.0.0"
"Microsoft.Data.SqlClient.SNI.dll","D:\inetpub\Employer Package\runtimes\win-x86\native\Microsoft.Data.SqlClient.SNI.dll","5.1.0.0"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\Employer Package\tr\Microsoft.CodeAnalysis.CSharp.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\Employer Package\tr\Microsoft.CodeAnalysis.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\Employer Package\zh-Hans\Microsoft.CodeAnalysis.CSharp.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\Employer Package\zh-Hans\Microsoft.CodeAnalysis.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\Employer Package\zh-Hant\Microsoft.CodeAnalysis.CSharp.resources.dll","4.500.23.10905"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\Employer Package\zh-Hant\Microsoft.CodeAnalysis.resources.dll","4.500.23.10905"
"Azure.Core.dll","D:\inetpub\EnrollmentPhoneApp\Azure.Core.dll","1.3500.23.45706"
"Azure.Identity.dll","D:\inetpub\EnrollmentPhoneApp\Azure.Identity.dll","1.1000.323.51804"
"dotnet-aspnet-codegenerator-design.dll","D:\inetpub\EnrollmentPhoneApp\dotnet-aspnet-codegenerator-design.dll","8.0.23.56405"
"Enrollment Phone Application.dll","D:\inetpub\EnrollmentPhoneApp\Enrollment Phone Application.dll","1.0.0.0"
"EnrollmentPhoneApplication.Core.dll","D:\inetpub\EnrollmentPhoneApp\EnrollmentPhoneApplication.Core.dll","1.0.0.0"
"EnrollmentPhoneApplication.Data.dll","D:\inetpub\EnrollmentPhoneApp\EnrollmentPhoneApplication.Data.dll","1.0.0.0"
"Humanizer.dll","D:\inetpub\EnrollmentPhoneApp\Humanizer.dll","2.14.1.48190"
"MessagePack.Annotations.dll","D:\inetpub\EnrollmentPhoneApp\MessagePack.Annotations.dll","2.1.152.29568"
"MessagePack.dll","D:\inetpub\EnrollmentPhoneApp\MessagePack.dll","2.1.152.29568"
"Microsoft.AspNetCore.Authentication.Negotiate.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.AspNetCore.Authentication.Negotiate.dll","8.0.123.58008"
"Microsoft.AspNetCore.Connections.Abstractions.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.AspNetCore.Connections.Abstractions.dll","8.0.123.58008"
"Microsoft.AspNetCore.Razor.Language.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.AspNetCore.Razor.Language.dll","6.0.2423.51812"
"Microsoft.Bcl.AsyncInterfaces.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Bcl.AsyncInterfaces.dll","7.0.22.51805"
"Microsoft.Build.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Build.dll","17.7.2.37605"
"Microsoft.Build.Framework.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Build.Framework.dll","17.7.2.37605"
"Microsoft.Build.Locator.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Build.Locator.dll","1.4.1.10311"
"Microsoft.CodeAnalysis.AnalyzerUtilities.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.AnalyzerUtilities.dll","3.3.2.30504"
"Microsoft.CodeAnalysis.CSharp.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.CSharp.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.Features.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.CSharp.Features.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.Scripting.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.CSharp.Scripting.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.CSharp.Workspaces.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.CSharp.Workspaces.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Elfie.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Elfie.dll","1.0.0.16"
"Microsoft.CodeAnalysis.Features.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Features.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Razor.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Razor.dll","6.0.2423.51812"
"Microsoft.CodeAnalysis.Scripting.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Scripting.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.VisualBasic.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.VisualBasic.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.Features.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.VisualBasic.Features.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.Workspaces.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.VisualBasic.Workspaces.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.Workspaces.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Workspaces.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Workspaces.MSBuild.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.CodeAnalysis.Workspaces.MSBuild.dll","4.0.21.51404"
"Microsoft.Data.SqlClient.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Data.SqlClient.dll","5.15.24027.2"
"Microsoft.DiaSymReader.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.DiaSymReader.dll","2.0.23.22804"
"Microsoft.DotNet.Scaffolding.Shared.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.DotNet.Scaffolding.Shared.dll","8.0.23.56405"
"Microsoft.EntityFrameworkCore.Abstractions.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.EntityFrameworkCore.Abstractions.dll","8.0.123.58002"
"Microsoft.EntityFrameworkCore.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.EntityFrameworkCore.dll","8.0.123.58002"
"Microsoft.EntityFrameworkCore.Relational.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.EntityFrameworkCore.Relational.dll","8.0.123.58002"
"Microsoft.EntityFrameworkCore.SqlServer.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.EntityFrameworkCore.SqlServer.dll","8.0.123.58002"
"Microsoft.Extensions.Caching.Memory.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Extensions.Caching.Memory.dll","6.0.222.6406"
"Microsoft.Extensions.Configuration.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Extensions.Configuration.dll","6.0.322.12309"
"Microsoft.Extensions.DependencyModel.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Extensions.DependencyModel.dll","8.0.23.53103"
"Microsoft.Extensions.Features.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Extensions.Features.dll","8.0.123.58008"
"Microsoft.Identity.Client.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Identity.Client.dll","4.56.0.0"
"Microsoft.Identity.Client.Extensions.Msal.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Identity.Client.Extensions.Msal.dll","4.56.0.0"
"Microsoft.IdentityModel.Abstractions.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.Abstractions.dll","6.35.0.41201"
"Microsoft.IdentityModel.JsonWebTokens.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.JsonWebTokens.dll","6.35.0.41201"
"Microsoft.IdentityModel.Logging.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.Logging.dll","6.35.0.41201"
"Microsoft.IdentityModel.Protocols.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.Protocols.dll","6.35.0.41201"
"Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","6.35.0.41201"
"Microsoft.IdentityModel.Tokens.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.IdentityModel.Tokens.dll","6.35.0.41201"
"Microsoft.NET.StringTools.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.NET.StringTools.dll","17.7.2.37605"
"Microsoft.SqlServer.Server.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.SqlServer.Server.dll","1.0.0.0"
"Microsoft.VisualStudio.Debugger.Contracts.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Debugger.Contracts.dll","17.200.21.51202"
"Microsoft.VisualStudio.Web.CodeGeneration.Core.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGeneration.Core.dll","8.0.23.56405"
"Microsoft.VisualStudio.Web.CodeGeneration.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGeneration.dll","8.0.23.56405"
"Microsoft.VisualStudio.Web.CodeGeneration.EntityFrameworkCore.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGeneration.EntityFrameworkCore.dll","8.0.23.56405"
"Microsoft.VisualStudio.Web.CodeGeneration.Templating.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGeneration.Templating.dll","8.0.23.56405"
"Microsoft.VisualStudio.Web.CodeGeneration.Utils.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGeneration.Utils.dll","8.0.23.56405"
"Microsoft.VisualStudio.Web.CodeGenerators.Mvc.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.VisualStudio.Web.CodeGenerators.Mvc.dll","8.0.23.56405"
"Microsoft.Win32.SystemEvents.dll","D:\inetpub\EnrollmentPhoneApp\Microsoft.Win32.SystemEvents.dll","7.0.22.51805"
"Mono.TextTemplating.dll","D:\inetpub\EnrollmentPhoneApp\Mono.TextTemplating.dll","2.3.1.1"
"Newtonsoft.Json.dll","D:\inetpub\EnrollmentPhoneApp\Newtonsoft.Json.dll","13.0.3.27908"
"NuGet.Common.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Common.dll","6.3.1.1"
"NuGet.Configuration.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Configuration.dll","6.3.1.1"
"NuGet.DependencyResolver.Core.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.DependencyResolver.Core.dll","6.3.1.1"
"NuGet.Frameworks.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Frameworks.dll","6.3.1.1"
"NuGet.LibraryModel.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.LibraryModel.dll","6.3.1.1"
"NuGet.Packaging.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Packaging.dll","6.3.1.1"
"NuGet.ProjectModel.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.ProjectModel.dll","6.3.1.1"
"NuGet.Protocol.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Protocol.dll","6.3.1.1"
"NuGet.Versioning.dll","D:\inetpub\EnrollmentPhoneApp\NuGet.Versioning.dll","6.3.1.1"
"System.CodeDom.dll","D:\inetpub\EnrollmentPhoneApp\System.CodeDom.dll","5.0.20.51904"
"System.Composition.AttributedModel.dll","D:\inetpub\EnrollmentPhoneApp\System.Composition.AttributedModel.dll","7.0.22.51805"
"System.Composition.Convention.dll","D:\inetpub\EnrollmentPhoneApp\System.Composition.Convention.dll","7.0.22.51805"
"System.Composition.Hosting.dll","D:\inetpub\EnrollmentPhoneApp\System.Composition.Hosting.dll","7.0.22.51805"
"System.Composition.Runtime.dll","D:\inetpub\EnrollmentPhoneApp\System.Composition.Runtime.dll","7.0.22.51805"
"System.Composition.TypedParts.dll","D:\inetpub\EnrollmentPhoneApp\System.Composition.TypedParts.dll","7.0.22.51805"
"System.Configuration.ConfigurationManager.dll","D:\inetpub\EnrollmentPhoneApp\System.Configuration.ConfigurationManager.dll","7.0.22.51805"
"System.DirectoryServices.Protocols.dll","D:\inetpub\EnrollmentPhoneApp\System.DirectoryServices.Protocols.dll","8.0.23.53103"
"System.Drawing.Common.dll","D:\inetpub\EnrollmentPhoneApp\System.Drawing.Common.dll","7.0.22.51805"
"System.IdentityModel.Tokens.Jwt.dll","D:\inetpub\EnrollmentPhoneApp\System.IdentityModel.Tokens.Jwt.dll","6.35.0.41201"
"System.IO.Pipelines.dll","D:\inetpub\EnrollmentPhoneApp\System.IO.Pipelines.dll","6.0.522.21309"
"System.Memory.Data.dll","D:\inetpub\EnrollmentPhoneApp\System.Memory.Data.dll","1.0.221.20802"
"System.Reflection.MetadataLoadContext.dll","D:\inetpub\EnrollmentPhoneApp\System.Reflection.MetadataLoadContext.dll","7.0.22.51805"
"System.Runtime.Caching.dll","D:\inetpub\EnrollmentPhoneApp\System.Runtime.Caching.dll","6.0.21.52210"
"System.Security.Cryptography.ProtectedData.dll","D:\inetpub\EnrollmentPhoneApp\System.Security.Cryptography.ProtectedData.dll","7.0.22.51805"
"System.Security.Permissions.dll","D:\inetpub\EnrollmentPhoneApp\System.Security.Permissions.dll","7.0.22.51805"
"System.Windows.Extensions.dll","D:\inetpub\EnrollmentPhoneApp\System.Windows.Extensions.dll","7.0.22.51805"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\af\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\ar\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\az\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\bg\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\bn-BD\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Humanizer.resources.dll","2.14.1.48190"
"Microsoft.CodeAnalysis.CSharp.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.CSharp.Features.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.CSharp.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.Scripting.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.CSharp.Scripting.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.Features.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Scripting.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.Scripting.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.VisualBasic.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.VisualBasic.Features.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.VisualBasic.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.VisualBasic.Workspaces.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.Workspaces.MSBuild.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.Workspaces.MSBuild.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\cs\Microsoft.CodeAnalysis.Workspaces.resources.dll","4.800.23.50404"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\da\Humanizer.resources.dll","2.14.1.48190"
"Humanizer.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Humanizer.resources.dll","2.14.1.48190"
"Microsoft.CodeAnalysis.CSharp.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.CSharp.Features.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.CSharp.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.CSharp.Scripting.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.CSharp.Scripting.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.Features.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.Scripting.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.Scripting.resources.dll","4.800.23.50404"
"Microsoft.CodeAnalysis.VisualBasic.Features.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.VisualBasic.Features.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.VisualBasic.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.VisualBasic.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.VisualBasic.Workspaces.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.Workspaces.MSBuild.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.Workspaces.MSBuild.resources.dll","4.0.21.51404"
"Microsoft.CodeAnalysis.Workspaces.resources.dll","D:\inetpub\EnrollmentPhoneApp\de\Microsoft.CodeAnalysis.Workspaces.resources.dll","4.800.23.50404"
