"User","Source","Time","EventType","Controller"
"mmorris","Unlocked By: moconner","1/22/2018 7:50:52 AM","Unlock","LASDC01"
"bawada","DPC-20719","1/22/2018 7:52:17 AM","Lockout","LASDC02"
"MBrown","DPC-20842","1/22/2018 7:53:31 AM","Lockout","LASDC02"
"bawada","Unlocked By: shinds","1/22/2018 7:54:22 AM","Unlock","LASDC02"
"MBrown","DPC-20842","1/22/2018 7:54:24 AM","Lockout","LASDC01"
