#TYPE Selected.System.String
"SAM","DN","MemberOf","pwdAge","disabled","pWDneverExpires"
"singhg","CN=singhg,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"smithl","CN=smithl,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","84","FALSE","FALSE"
"sommerj","CN=sommerj,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","34","FALSE","FALSE"
"SVCsqluser","CN=SQL Service,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","FALSE"
"ssuvvari.advisor","CN=SSuvvari Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","77","FALSE","FALSE"
"svc_multiux","CN=svc MultiUX,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","50","FALSE","TRUE"
"report_svc","CN=svc Reporting Orion,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","198","FALSE","TRUE"
"svc_webchat","CN=svc webchat,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_BMC","CN=svc_BMC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","511","FALSE","TRUE"
"svc_C1B-Apps-Prod","CN=svc_C1B-Apps-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Apps-Test","CN=svc_C1B-Apps-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Infra-Prod","CN=svc_C1B-Infra-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Infra-Test","CN=svc_C1B-Infra-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_c1blogtest","CN=svc_c1blogtest,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-Processing-P","CN=svc_C1B-Processing-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","14","FALSE","TRUE"
"svc_C1B-Processing-T","CN=svc_C1B-Processing-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","14","FALSE","TRUE"
"svc_C1B-TF-Prod","CN=svc_C1B-TF-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-TF-Test","CN=svc_C1B-TF-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_C1B-Web-Prod","CN=svc_C1B-Web-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_C1B-Web-Test","CN=svc_C1B-Web-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1259","FALSE","FALSE"
"svc_fleetadmin_ldap","CN=svc_fleetadmin_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","774","FALSE","TRUE"
"SVC_MQTEST","CN=SVC_MQTEST,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","836","FALSE","TRUE"
"svc_rsa","CN=svc_rsa,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASAdmin","CN=svc_SASAdmin,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASBackupCV","CN=svc_SASBackupCV,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SASdemo","CN=svc_SASdemo,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","78","TRUE","TRUE"
"svc_SASsrv","CN=svc_SASsrv,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_scrutinizer_ldap","CN=svc_scrutinizer_ldap,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_secsvr","CN=svc_secsvr,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","903","FALSE","TRUE"
"svc_securid_ldap","CN=svc_securid_ldap,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","106","FALSE","TRUE"
"SVC_SPAdmin-EntTest","CN=SVC_SPAdmin-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPApp-Ent","CN=SVC_SPApp-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","381","FALSE","TRUE"
"svc_spfarm","CN=svc_spfarm,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_spfarm_test","CN=svc_spfarm_test,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SPFarm-Ent","CN=SVC_SPFarm-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","381","FALSE","TRUE"
"SVC_SPFarm-EntTest","CN=SVC_SPFarm-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPPWA-ENT","CN=SVC_SPPWA-ENT,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","381","FALSE","TRUE"
"svc_spreporting","CN=svc_SPReporting,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","2614","FALSE","TRUE"
"svc_SPSearch","CN=svc_SPSearch,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SPSearch-EntTest","CN=SVC_SPSearch-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPServices-Ent","CN=SVC_SPServices-Ent,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","381","FALSE","TRUE"
"SVC_SPUserProfiles-E","CN=SVC_SPUserProfiles-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","552","FALSE","TRUE"
"SVC_SPWebApp-EntTest","CN=SVC_SPWebApp-EntTest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","552","FALSE","TRUE"
"svc_sqldm","CN=svc_sqldm,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_SQLReplAgentProd","CN=svc_SQLReplAgentProd,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","11","FALSE","TRUE"
"svc_SQLServer","CN=svc_SQLServer,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"Svc_SQLServer_test","CN=Svc_SQLServer_test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_sqluser_test","CN=svc_sqluser_test,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_SS-Test","CN=SVC_SS-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1340","TRUE","FALSE"
"SVC_SSTEST01","CN=SVC_SSTEST01,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1342","FALSE","FALSE"
"SVC_SSTEST02","CN=SVC_SSTEST02,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1333","FALSE","FALSE"
"svc_Tableau-Prod","CN=svc_Tableau-Prod,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","50","FALSE","TRUE"
"svc_Tableau-Test","CN=svc_Tableau-Test,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_triton","CN=svc_triton,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","319","FALSE","TRUE"
"svc_uniflow","CN=svc_uniflow,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_visix","CN=svc_visix,OU=New Service Account Model,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","991","FALSE","TRUE"
"svcETLAdmin","CN=svcETLAdmin,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","50","FALSE","TRUE"
"svcfilewatcher","CN=svcFile Watcher,OU=UserAccounts,OU=Disabled,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","1984","TRUE","FALSE"
"tarantom","CN=tarantom,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","71","FALSE","FALSE"
"tejidoa","CN=tejidoa,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","97","FALSE","FALSE"
"thomasg","CN=thomasg,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"thotaa","CN=thotaa,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","6","FALSE","FALSE"
"timer","CN=timer,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","2397","FALSE","FALSE"
"tiwsmgr","CN=Track-It! Workstation manager,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","106","FALSE","TRUE"
"vanderbeekj","CN=vanderbeekj,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","18","FALSE","FALSE"
"Vbell.Advisor","CN=Vbell Advisor,OU=Specialty_Apps,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","74","FALSE","FALSE"
"vigos","CN=vigos,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"Vratrey.Advisor","CN=Vratrey Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","42","FALSE","FALSE"
"wahlenj","CN=wahlenj,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","25","FALSE","FALSE"
"websense","CN=Websense,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","2372","FALSE","TRUE"
"wimberleym","CN=wimberleym,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","11","FALSE","FALSE"
"winservices","CN=winservices,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","31","FALSE","FALSE"
"WLSAdmin","CN=WLSAdmin,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","3104","FALSE","TRUE"
"wrighta","CN=wrighta,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","59","FALSE","FALSE"
"wschindele.advisor","CN=WSchindele Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"yalemu.Advisor","CN=YAlemu Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","88","FALSE","FALSE"
"YVargas.Advisor","CN=YVargas Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=fnbm,DC=corp","14","FALSE","FALSE"
"BI.Templateadvisor","CN=_BI Template Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"DBA.Templateadvisor","CN=_DBA Templateadvisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"dthd.templateadvisor","CN=_Desktop_HD Template Advisor,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","830","TRUE","FALSE"
"DTHDTemplate","CN=_Desktop_HD Template,OU=Support Services,OU=IT Infrastructure,OU=Users,OU=IT,OU=Las_Vegas,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","832","TRUE","FALSE"
"MT.Templateadvisor","CN=_MiddleTier Templateadvisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"Nnetwork.Tempadvisor","CN=_Network Template Advisor,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1096","TRUE","TRUE"
"NeTTemplate","CN=_Network Template,OU=Technical Services,OU=IT Infrastructure,OU=Users,OU=IT,OU=Las_Vegas,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","TRUE","FALSE"
"Nnoc.Templateadvisor","CN=_NOC Template Advisor,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1096","TRUE","TRUE"
"QA.Templateadvisor","CN=_QA Templateadvisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"Telecom.Templateadvi","CN=_Telecom Templateadvisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"Unix.Templateadvisor","CN=_Unix Templateadvisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","282","FALSE","TRUE"
"Wwinsys.Advisor","CN=_WinSys Template Advisor,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1018","FALSE","TRUE"
"adkinsj","CN=adkinsj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","52","FALSE","FALSE"
"advent.svc","CN=Advent Svc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"SVC_AirWatch","CN=Air Watch,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","146","FALSE","TRUE"
"db_airwatch","CN=Airwatch DB,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","221","FALSE","TRUE"
"svc_AirwatchESC","CN=Airwatch ESC Service Account,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","195","FALSE","TRUE"
"svc_AirwatchIDM","CN=Airwatch IDM Svc,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","146","FALSE","TRUE"
"aeufemio.dr","CN=Alan Eufemio DR,OU=Network Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","61","FALSE","FALSE"
"atoral.dr","CN=Ali Toral DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","816","FALSE","FALSE"
"agilbert.dr","CN=Ami Gilbert DR,OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","977","FALSE","FALSE"
"aortega.dr","CN=Anabel Ortega DR,OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"anandj","CN=anandj,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"svc_scheduler","CN=Argent Scheduler,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","2526","FALSE","TRUE"
"aasokan.dr","CN=Arun Asokan DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","53","FALSE","FALSE"
"asokana","CN=asokana,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","61","FALSE","FALSE"
"balb","CN=balb,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","12","FALSE","FALSE"
"barnesc","CN=barnesc,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","55","FALSE","FALSE"
"batltrsvc","CN=batltrsvc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"battistaj","CN=battistaj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","28","FALSE","FALSE"
"baumannf","CN=baumannf,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","14","FALSE","FALSE"
"bialekd","CN=bialekd,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"bjperna.dr","CN=BJ Perna DR,OU=Presentation,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","27","FALSE","FALSE"
"blatnikj","CN=blatnikj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","5","FALSE","FALSE"
"bonars","CN=bonars,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","78","FALSE","FALSE"
"bourlandj","CN=bourlandj,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","40","FALSE","FALSE"
"svc_ofac_v45","CN=Bridger v4.5 PROD Service Account,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"capssvc","CN=capssvc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"capsys","CN=capsys,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"capsystest","CN=capsystest,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"castroc","CN=castroc,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","95","FALSE","FALSE"
"cbrown","CN=cbrown,CN=Users,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","67","FALSE","FALSE"
"cinquej","CN=cinquej,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"clinej","CN=clinej,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","34","FALSE","FALSE"
"Cyberfusion","CN=Cyberfusion,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4315","FALSE","TRUE"
"dcatto.dr","CN=Daranda Catto DR,OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","977","FALSE","FALSE"
"daved","CN=daved,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","75","FALSE","FALSE"
"davisc","CN=davisc,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","77","FALSE","FALSE"
"db_admin","CN=db_admin,OU=IT Test Accounts,OU=Users,OU=IT,OU=Las_Vegas,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4288","FALSE","FALSE"
"dba","CN=dba,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","3242","FALSE","FALSE"
