#TYPE Selected.System.String
"SAM","DN","MemberOf","pwdAge","disabled","pWDneverExpires"
"dmabiala.dr","CN=Donald Mabiabla DR,OU=Network Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","643","FALSE","FALSE"
"DowdR","CN=DowdR,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"DRFS_SVC","CN=DRFS_SVC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"drumj","CN=drumj,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","168","FALSE","FALSE"
"edwardsj","CN=edwardsj,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","55","FALSE","FALSE"
"elliots","CN=elliots,OU=FDR,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","223","FALSE","FALSE"
"epavon.dr","CN=Ernesto Pavon DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","115","FALSE","FALSE"
"svc_eset","CN=ESET Service Account,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"eufemioa","CN=eufemioa,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","13","FALSE","FALSE"
"fedein","CN=fedein,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","81","FALSE","FALSE"
"fretsp","CN=fretsp,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","78","FALSE","TRUE"
"galaxysvc","CN=galaxysvc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"gerenag","CN=gerenag,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","65","FALSE","FALSE"
"grippiv","CN=grippiv,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","96","FALSE","FALSE"
"grosmans","CN=grosmans,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","13","FALSE","FALSE"
"HarpW","CN=HarpW,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","83","FALSE","FALSE"
"haysd","CN=haysd,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","90","FALSE","FALSE"
"hindss","CN=hindss,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","0","FALSE","TRUE"
"holmesk","CN=holmesk,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","12","FALSE","FALSE"
"HugginsW","CN=hugginsw,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","28","FALSE","FALSE"
"ignacioe","CN=ignacioe,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","18","FALSE","FALSE"
"infra_svctest","CN=INFRA SVC TEST,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","2119","FALSE","TRUE"
"infra_svc","CN=INFRA SVC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"infra_svc","CN=infra_svc,OU=PHX_Service_Accounts,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","1935","FALSE","TRUE"
"isacoffd","CN=isacoffd,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","10","FALSE","FALSE"
"jakubowskij","CN=jakubowskij,OU=FDR,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"jadkins.advisor","CN=James Adkins DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","559","FALSE","TRUE"
"jmadan.dr","CN=Jasdeep Madan DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","377","FALSE","FALSE"
"jedwards.dr","CN=Jason Edwards DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","55","FALSE","FALSE"
"jeffriesd","CN=jeffriesd,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4","FALSE","FALSE"
"jjakubowski.dr","CN=Jennifer Jakubowski DR,OU=FDR,OU=IT_Shared_Services,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","972","FALSE","FALSE"
"jbattista.dr","CN=John Battista DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","264","FALSE","TRUE"
"jvanderbeek.dr","CN=John Vanderbeek DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"jblatnik.dr","CN=Joseph Blatnik,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"jznamen.advisor","CN=jznamen advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","173","TRUE","FALSE"
"KMartindale","CN=Kenneth Martindale,OU=Support Services,OU=IT Infrastructure,OU=Users,OU=IT,OU=Las_Vegas,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","35","FALSE","FALSE"
"kerrw","CN=kerrw,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","3","FALSE","FALSE"
"KKurgansky.advisor","CN=kkurgansky advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","18","FALSE","FALSE"
"kumblas.dr","CN=Kristian Umblas,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","859","FALSE","FALSE"
"kucerad","CN=kucerad,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","41","FALSE","FALSE"
"lanej","CN=lanej,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","40","FALSE","FALSE"
"lsmith.dr","CN=Larry Smith DR,OU=Support_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","60","FALSE","FALSE"
"LAstolfi.Advisor","CN=LAstolfi.Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","88","FALSE","FALSE"
"leavitts","CN=leavitts,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","46","FALSE","FALSE"
"listonw","CN=listonw,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","27","FALSE","FALSE"
"LKarmokar.Advisor","CN=LKarmokar Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","98","FALSE","FALSE"
"lpetitjean.advisor","CN=LPetitjean Advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","35","FALSE","FALSE"
"lsanders.advisor","CN=LSanders Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","26","FALSE","FALSE"
"lpetitjean.dr","CN=Luis Petitjean DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","55","FALSE","FALSE"
"mabialad","CN=mabialad,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","87","FALSE","FALSE"
"madanj","CN=madanj,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","69","FALSE","FALSE"
"mwroblewski.dr","CN=Mark Wroblewski DR,OU=Network Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","643","FALSE","FALSE"
"martindalek","CN=martindalek,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","33","FALSE","FALSE"
"martinezc","CN=martinezc,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","76","FALSE","FALSE"
"MBasha.Advisor","CN=MBasha Advisor,OU=Specialty_Apps,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","63","FALSE","FALSE"
"McAteeM","CN=McAteeM,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","26","FALSE","FALSE"
"MChang.Advisor","CN=MChang Advisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","70","FALSE","FALSE"
"mdammers.advisor","CN=MDammers Advisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","80","FALSE","FALSE"
"mknouse.DR","CN=Michael Knouse.DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"MMcAtee.DR","CN=Michael McAtee.DR,OU=Network Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"MKnouse.Advisor","CN=MKnouse Advisor,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","89","FALSE","FALSE"
"monarch_svc","CN=monarch_svc,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","650","FALSE","TRUE"
"monterovalsa","CN=monterovalsa,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","26","FALSE","FALSE"
"MPanza.Advisor","CN=MPanza Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","11","FALSE","FALSE"
"MTaranto.DR","CN=MTaranto.DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","53","FALSE","FALSE"
"munr","CN=munr,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","14","FALSE","FALSE"
"NakamaW","CN=NakamaW,OU=Technical_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","32","FALSE","FALSE"
"nas_svc","CN=nas_svc,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"navarrod","CN=navarrod,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4","FALSE","FALSE"
"NDipalma.Advisor","CN=NDipalma Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","11","FALSE","FALSE"
"nfedei.dr","CN=Nicholas Fedei DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","32","FALSE","FALSE"
"oconnerm","CN=oconnerm,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","66","FALSE","FALSE"
"svc_ofac_test01","CN=OFAC TEST USER ACCOUNT,OU=IT Test Accounts,OU=Users,OU=IT,OU=Las_Vegas,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"pamarthih","CN=pamarthih,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","70","FALSE","FALSE"
"pramadas.dr","CN=Pandiyaraj Ramadas DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"pardof","CN=pardof,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","88","FALSE","FALSE"
"pfrets.dr","CN=Paul Frets DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"pavone","CN=pavone,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","7","FALSE","FALSE"
"payned","CN=payned,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","41","FALSE","FALSE"
"pernabj","CN=pernabj,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","27","FALSE","FALSE"
"pjurisprudencia.dr","CN=Pierce Jurisprudencia DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","643","TRUE","FALSE"
"PLavalletto.Advisor","CN=PLavalletto Advisor,OU=Quality_Assurance,OU=IT_Shared_Services,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","68","FALSE","FALSE"
"PNicolary.Advisor","CN=PNicolary Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","0","FALSE","FALSE"
"prahmj","CN=prahmj,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","61","FALSE","FALSE"
"pramadas.advisor","CN=PRamadas Advisor,OU=Presentation,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","45","FALSE","FALSE"
"probstl","CN=probstl,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","76","FALSE","FALSE"
"PSimon.Advisor","CN=PSimon Advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","96","FALSE","FALSE"
"RFernandez.dr","CN=Rafael Fernandez DR,OU=Disabled,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","795","TRUE","FALSE"
"rajub","CN=rajub,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","69","FALSE","FALSE"
"rataycazkr","CN=rataycazkr,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","29","FALSE","TRUE"
"reportsvr","CN=Reporting Server,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4033","FALSE","FALSE"
"restrepod","CN=restrepod,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","6","FALSE","FALSE"
"Rsanders.dr","CN=Richard Sanders DR,OU=Disabled,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","830","TRUE","FALSE"
"RMiaco.Advisor","CN=RMiaco Advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","96","FALSE","FALSE"
"RDowd.dr","CN=Robert Dowd.DR,OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"rrodriguez.dr","CN=Rod Rodriguez DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","73","FALSE","FALSE"
"RRios.Advisor","CN=RRios Advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","13","FALSE","FALSE"
"rrodriguez.advisor","CN=RRodriguez Advisor,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","73","FALSE","FALSE"
"RMeine.dr","CN=Russell Meine,OU=Disabled,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","977","TRUE","FALSE"
"ryadav.Advisor","CN=ryadav Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","41","FALSE","FALSE"
"ssuvvari.dr","CN=Sanyasi Suvvari DR,OU=Task_Force,OU=IT_Systems_Development,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","54","FALSE","FALSE"
"scheduler","CN=scheduler,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","982","FALSE","TRUE"
"schiffa","CN=schiffa,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","81","FALSE","FALSE"
"sleavitt","CN=Sean Leavitt DR,OU=Technical_Services,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","38","FALSE","FALSE"
"svc_securid","CN=SecurID Service Account,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","868","FALSE","TRUE"
"Setemadi.Advisor","CN=Setemadi Advisor,OU=Presentation,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","4","FALSE","FALSE"
"sguvvala.Advisor","CN=sguvvala Advisor,OU=IT_Business_Intelligence,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","27","FALSE","FALSE"
"selliott.dr","CN=Shawn Elliott DR,OU=FDR,OU=IT_Shared_Services,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","977","FALSE","FALSE"
"shoverc","CN=shoverc,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","40","FALSE","FALSE"
"singhg","CN=singhg,OU=Database_Admin,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","<Not Set>","FALSE","FALSE"
"smithl","CN=smithl,OU=Support_Services,OU=IT_Infrastructure,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","84","FALSE","FALSE"
"sommerj","CN=sommerj,OU=Middle_Tier,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","34","FALSE","FALSE"
"SVCsqluser","CN=SQL Service,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","FALSE"
"ssadmnpri","CN=ssadmnpri,CN=Users,DC=phx,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","38","FALSE","FALSE"
"ssuvvari.advisor","CN=SSuvvari Advisor,OU=Task_Force,OU=IT_Systems_Development,OU=IT_Advisors,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","77","FALSE","FALSE"
"svc_multiux","CN=svc MultiUX,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","50","FALSE","TRUE"
"report_svc","CN=svc Reporting Orion,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","198","FALSE","TRUE"
"svc_webchat","CN=svc webchat,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","15","FALSE","TRUE"
"svc_BMC","CN=svc_BMC,OU=Users,OU=Service_Accounts,DC=fnbm,DC=corp","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","511","FALSE","TRUE"
