"Category","Name","NetBIOS","Functional Level","DomainSID ","Domain Controller -0","Domain Controller -1","Creation Date","RIDs Issued","RIDs Remaining"
"Value","corp.vegas.com","CORP","Windows2008R2Domain","S-1-5-21-4161308915-1479948474-249329165","vdcmaddc01.corp.vegas.com","vvcmaddc02.corp.vegas.com","5/18/2007 6:20:00 PM","16605","1073725218"
