"Category","Name","Functional Level","Domain Naming Master","Schema Master","RootDomain","Domain Count","Site Count","Global Catalog Count","Domain -0","Site -0","GlobalCatalog -0","GlobalCatalog -1","Recycle Bin Enabled","Tombstone Lifetime"
"Value","corp.vegas.com","Windows2008R2Forest","vdcmaddc01.corp.vegas.com","vdcmaddc01.corp.vegas.com","corp.vegas.com","1","1","2","corp.vegas.com","VegasCampus","vdcmaddc01.corp.vegas.com","vvcmaddc02.corp.vegas.com","True","180"
