"ZoneName","Name","RecordType","Data","TTL","Age","TimeStamp","UpdatedAtSerial","Created","Changed","showInAdvancedViewOnly","DistinguishedName"
"RootDNSServers","@","NS","l.root-servers.net.","0","0","[static]","0","5/18/2007 6:24:28 PM","6/12/2017 2:53:05 PM","True","DC=@,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=corp,DC=vegas,DC=com"
"RootDNSServers","j.root-servers.net","A","192.58.128.30","0","0","[static]","0","5/18/2007 6:24:28 PM","6/12/2017 2:53:05 PM","True","DC=j.root-servers.net,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","netbotz91F7E6","A","10.25.4.249","900","3642138","6/29/2016 6:00:00 PM","148752","6/29/2016 11:10:47 AM","6/12/2017 2:53:55 PM","True","DC=netbotz91F7E6,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","NPI03B7EF","A","10.25.4.250","900","3642151","6/30/2016 7:00:00 AM","148861","6/20/2016 5:00:33 PM","6/12/2017 2:53:55 PM","True","DC=NPI03B7EF,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP4A3B64","A","10.25.4.141","900","3642162","6/30/2016 6:00:00 PM","148954","11/28/2012 2:25:33 PM","6/12/2017 2:53:55 PM","True","DC=RNP4A3B64,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp","SRV","[0][100][389][vvcmaddc02.corp.vegas.com.]","600","3650493","6/12/2017 9:00:00 PM","357740","5/18/2007 6:27:34 PM","6/21/2017 6:35:06 PM","True","DC=_ldap._tcp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Vegas4045-m","UNKNOWN","v1D1gW1o1AE=","0","0","[static]","1306889","12/14/2017 11:20:18 AM","10/20/2018 5:07:59 AM","True","DC=Vegas4045-m,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP46BED1","A","10.25.4.138","900","3642173","7/1/2016 5:00:00 AM","149036","6/30/2016 10:44:25 AM","6/12/2017 2:53:55 PM","True","DC=RNP46BED1,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp.VegasCampus._sites","SRV","[0][100][389][vdcmaddc01.corp.vegas.com.]","600","3650660","6/19/2017 8:00:00 PM","357748","8/31/2007 10:10:49 AM","6/21/2017 6:35:06 PM","True","DC=_ldap._tcp.VegasCampus._sites,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP49CFED","A","10.25.4.169","900","3642174","7/1/2016 6:00:00 AM","149040","6/30/2016 11:03:29 AM","6/12/2017 2:53:55 PM","True","DC=RNP49CFED,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","SEC4012M","UNKNOWN","qUESiOpj1AE=","0","0","[static]","1290879","4/4/2018 6:35:37 PM","10/14/2018 11:20:05 AM","True","DC=SEC4012M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP49CFF2","A","10.25.4.190","900","3642178","7/1/2016 10:00:00 AM","149055","6/30/2016 3:43:47 PM","6/12/2017 2:53:55 PM","True","DC=RNP49CFF2,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vvcsitap02","A","10.25.16.45","1200","3654210","11/14/2017 6:00:00 PM","542638","11/7/2017 3:47:51 PM","11/14/2017 10:02:17 AM","True","DC=vvcsitap02,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vvcnsxap01","A","10.25.16.202","3600","0","[static]","149775","7/7/2016 11:14:30 AM","6/12/2017 2:53:55 PM","True","DC=vvcnsxap01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DESKTOP-VP8AJ3J","UNKNOWN","TGnuPhhS1AE=","0","0","[static]","1178866","8/9/2018 10:05:25 AM","9/21/2018 7:02:16 PM","True","DC=DESKTOP-VP8AJ3J,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","VEGAS1959","A","10.25.4.77","900","3656666","2/25/2018 2:00:00 AM","660687","12/2/2015 11:06:58 AM","2/24/2018 6:30:23 PM","True","DC=VEGAS1959,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Ryans-iPhone","UNKNOWN","8IU/YF9x1AE=","0","0","[static]","1328992","7/10/2018 9:08:32 AM","10/31/2018 2:19:30 PM","True","DC=Ryans-iPhone,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","dbrummer-svr","A","10.25.4.140","900","3642474","7/13/2016 6:00:00 PM","150930","6/26/2016 2:44:38 PM","6/12/2017 2:53:55 PM","True","DC=dbrummer-svr,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Beans-iPhone-6","A","10.25.4.139","900","3662586","10/29/2018 6:00:00 PM","1320799","4/5/2018 11:23:11 AM","10/29/2018 11:18:09 AM","True","DC=Beans-iPhone-6,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_kerberos._tcp","SRV","[0][100][88][vdcmaddc01.corp.vegas.com.]","600","3660957","8/22/2018 9:00:00 PM","1067303","5/18/2007 6:27:34 PM","8/22/2018 2:48:22 PM","True","DC=_kerberos._tcp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_kerberos._tcp.VegasCampus._sites","SRV","[0][100][88][vdcmaddc01.corp.vegas.com.]","600","3660957","8/22/2018 9:00:00 PM","1067306","8/31/2007 10:10:49 AM","8/22/2018 2:48:22 PM","True","DC=_kerberos._tcp.VegasCampus._sites,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DESKTOP-O2M915E","A","10.25.22.209","900","3662659","11/1/2018 7:00:00 PM","1331233","9/1/2016 7:47:37 AM","11/1/2018 12:28:08 PM","True","DC=DESKTOP-O2M915E,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_gc._tcp","SRV","[0][100][3268][vvcmaddc02.corp.vegas.com.]","600","3661996","10/5/2018 4:00:00 AM","1248542","5/18/2007 6:27:34 PM","10/4/2018 9:53:53 PM","True","DC=_gc._tcp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","SAMSUNG-SM-G950U","A","10.25.4.36","900","3662443","10/23/2018 7:00:00 PM","1309624","11/8/2017 10:28:40 AM","10/23/2018 12:28:11 PM","True","DC=SAMSUNG-SM-G950U,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP49D31A","A","10.25.4.162","900","3643948","9/13/2016 4:00:00 AM","162277","9/12/2016 9:39:26 AM","6/12/2017 2:53:55 PM","True","DC=RNP49D31A,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_gc._tcp.VegasCampus._sites","SRV","[0][100][3268][vvcmaddc02.corp.vegas.com.]","600","3650493","6/12/2017 9:00:00 PM","357743","8/31/2007 10:10:49 AM","6/21/2017 6:35:06 PM","True","DC=_gc._tcp.VegasCampus._sites,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","ShayesVDC","A","10.25.4.127","900","3662585","10/29/2018 5:00:00 PM","1320773","8/9/2017 1:46:37 PM","10/29/2018 10:45:30 AM","True","DC=ShayesVDC,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","T14080","A","10.25.4.102","900","3660812","8/16/2018 8:00:00 PM","1053008","8/9/2018 11:38:44 AM","8/16/2018 1:13:30 PM","True","DC=T14080,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","NPI7D6B6D","A","10.25.4.135","900","3644229","9/24/2016 9:00:00 PM","164121","9/23/2016 2:22:32 PM","6/12/2017 2:53:55 PM","True","DC=NPI7D6B6D,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_kerberos._udp","SRV","[0][100][88][vdcmaddc01.corp.vegas.com.]","600","3660957","8/22/2018 9:00:00 PM","1067308","5/18/2007 6:27:34 PM","8/22/2018 2:48:22 PM","True","DC=_kerberos._udp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Samsung-Galaxy-S7","A","10.25.4.182","900","3662640","11/1/2018 12:00:00 AM","1329575","11/8/2017 10:52:23 AM","10/31/2018 5:17:52 PM","True","DC=Samsung-Galaxy-S7,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_kpasswd._tcp","SRV","[0][100][464][vdcmaddc01.corp.vegas.com.]","600","3660957","8/22/2018 9:00:00 PM","1067309","5/18/2007 6:27:34 PM","8/22/2018 2:48:22 PM","True","DC=_kpasswd._tcp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","elviss-Air","UNKNOWN","My2nh9ps1AE=","0","0","[static]","1318147","7/10/2018 10:31:56 AM","10/25/2018 8:18:28 PM","True","DC=elviss-Air,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Pauls-7","A","10.25.4.124","900","3662585","10/29/2018 5:00:00 PM","1320729","8/13/2018 10:39:50 AM","10/29/2018 10:11:52 AM","True","DC=Pauls-7,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_kpasswd._udp","SRV","[0][100][464][vdcmaddc01.corp.vegas.com.]","600","3660957","8/22/2018 9:00:00 PM","1067311","5/18/2007 6:27:34 PM","8/22/2018 2:48:22 PM","True","DC=_kpasswd._udp,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vvabhrap01","AAAA","2620:00f4:0000:0206:70e2:e045:312e:fb89","1200","3606402","6/1/2012 6:00:00 PM","167172","7/20/2010 10:49:02 AM","6/12/2017 2:53:55 PM","True","DC=vvabhrap01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DomainDnsZones","A","10.25.16.48","600","3650558","6/15/2017 2:00:00 PM","359359","5/18/2007 6:27:34 PM","6/23/2017 5:07:19 PM","True","DC=DomainDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","PaulsVDCComputer","A","10.25.4.205","900","3662636","10/31/2018 8:00:00 PM","1328876","8/13/2018 12:29:12 PM","10/31/2018 1:49:52 PM","True","DC=PaulsVDCComputer,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","tix-devdb","A","172.25.13.23","1200","3644709","10/14/2016 9:00:00 PM","167705","1/16/2009 4:09:46 PM","6/12/2017 2:53:55 PM","True","DC=tix-devdb,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp.DomainDnsZones","SRV","[0][100][389][vdcmaddc01.corp.vegas.com.]","600","3650716","6/22/2017 4:00:00 AM","359357","5/18/2007 6:27:34 PM","6/23/2017 5:06:57 PM","True","DC=_ldap._tcp.DomainDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","kali","A","10.25.4.161","900","3660740","8/13/2018 8:00:00 PM","1043824","8/13/2018 1:21:40 PM","8/13/2018 1:21:48 PM","True","DC=kali,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","cwestmorland-centos3","A","10.25.4.53","900","3651258","7/14/2017 6:00:00 PM","419253","8/19/2016 6:47:12 PM","7/14/2017 11:21:01 AM","True","DC=cwestmorland-centos3,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp.VegasCampus._sites.DomainDnsZones","SRV","[0][100][389][vvcmaddc02.corp.vegas.com.]","600","3650493","6/12/2017 9:00:00 PM","359358","8/31/2007 10:10:49 AM","6/23/2017 5:06:57 PM","True","DC=_ldap._tcp.VegasCampus._sites.DomainDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldgap03-ilo","A","10.25.20.100","3600","0","[static]","170829","11/1/2016 2:45:22 PM","6/12/2017 2:53:55 PM","True","DC=vdcldgap03-ilo,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","ForestDnsZones","A","10.25.16.48","600","3650558","6/15/2017 2:00:00 PM","359360","5/18/2007 6:27:34 PM","6/23/2017 5:07:41 PM","True","DC=ForestDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldgap04-ilo","A","10.25.20.101","3600","0","[static]","170830","11/1/2016 2:45:40 PM","6/12/2017 2:53:55 PM","True","DC=vdcldgap04-ilo,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp.ForestDnsZones","SRV","[0][100][389][vdcmaddc01.corp.vegas.com.]","600","3650716","6/22/2017 4:00:00 AM","359362","5/18/2007 6:27:34 PM","6/23/2017 5:07:57 PM","True","DC=_ldap._tcp.ForestDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DBA4009M","A","10.25.4.179","900","3662583","10/29/2018 3:00:00 PM","1320508","8/30/2017 12:30:27 PM","10/29/2018 8:39:18 AM","True","DC=DBA4009M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","ACDM4059M","A","10.25.4.230","900","3662490","10/25/2018 6:00:00 PM","1315754","1/15/2018 9:01:33 AM","10/25/2018 11:32:57 AM","True","DC=ACDM4059M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","ENG4075M","A","10.25.4.52","900","3662657","11/1/2018 5:00:00 PM","1330895","6/8/2018 3:23:26 PM","11/1/2018 10:26:54 AM","True","DC=ENG4075M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldrap01-ilo","A","10.25.20.99","3600","0","[static]","170832","9/21/2011 8:37:03 AM","6/12/2017 2:53:55 PM","True","DC=vdcldrap01-ilo,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","_ldap._tcp.VegasCampus._sites.ForestDnsZones","SRV","[0][100][389][vvcmaddc02.corp.vegas.com.]","600","3650493","6/12/2017 9:00:00 PM","359361","8/31/2007 10:10:50 AM","6/23/2017 5:07:57 PM","True","DC=_ldap._tcp.VegasCampus._sites.ForestDnsZones,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldgap03","A","172.25.23.21","1200","3645287","11/7/2016 11:00:00 PM","171903","11/7/2016 3:12:45 PM","6/12/2017 2:53:55 PM","True","DC=vdcldgap03,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","@","MX","[10][mail.vegas.com.]","3600","0","[static]","359355","5/18/2007 6:27:34 PM","6/23/2017 5:04:51 PM","True","DC=@,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldrap01","A","172.25.23.20","1200","3645287","11/7/2016 11:00:00 PM","171907","11/7/2016 3:46:33 PM","6/12/2017 2:53:55 PM","True","DC=vdcldrap01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcldgap04","A","172.25.23.22","1200","3645288","11/8/2016 12:00:00 AM","171911","11/7/2016 4:04:29 PM","6/12/2017 2:53:55 PM","True","DC=vdcldgap04,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdc-3960-hostile-fw","A","10.25.4.9","3600","0","[static]","928328","7/11/2018 8:59:54 AM","7/11/2018 8:59:55 AM","True","DC=vdc-3960-hostile-fw,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DESKTOP-76G85PR","UNKNOWN","33oWYTpx1AE=","0","0","[static]","1328122","10/31/2018 9:48:44 AM","10/31/2018 9:54:40 AM","True","DC=DESKTOP-76G85PR,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","qabase01","A","10.25.22.77","900","3662658","11/1/2018 6:00:00 PM","1331016","2/24/2017 4:08:20 PM","11/1/2018 11:37:22 AM","True","DC=qabase01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","RNP49D56B","A","10.25.4.183","900","3645636","11/22/2016 12:00:00 PM","174309","11/21/2016 4:04:39 PM","6/12/2017 2:53:55 PM","True","DC=RNP49D56B,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vvcmaddc03","A","10.25.16.43","1200","3650713","6/22/2017 1:00:00 AM","357753","11/10/2015 9:38:09 PM","6/21/2017 6:38:35 PM","True","DC=vvcmaddc03,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","T14088M","A","10.25.4.100","1200","3662659","11/1/2018 7:00:00 PM","1331211","10/31/2018 9:54:25 AM","11/1/2018 12:22:31 PM","True","DC=T14088M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DEV4282M","A","10.25.4.43","900","3662659","11/1/2018 7:00:00 PM","1331187","5/5/2017 2:36:16 PM","11/1/2018 12:21:41 PM","True","DC=DEV4282M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","MKTG4061M","A","10.25.4.220","900","3662512","10/26/2018 4:00:00 PM","1318524","1/16/2018 11:38:04 AM","10/26/2018 9:15:58 AM","True","DC=MKTG4061M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","MKTG4058M","A","10.2.50.204","1200","3662654","11/1/2018 2:00:00 PM","1330627","5/21/2018 10:13:02 AM","11/1/2018 7:05:38 AM","True","DC=MKTG4058M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","iPhone","A","10.25.4.94","900","3662656","11/1/2018 4:00:00 PM","1330800","6/23/2016 6:21:11 PM","11/1/2018 9:44:28 AM","True","DC=iPhone,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DEVMAC4213","A","10.25.4.109","900","3659897","7/9/2018 5:00:00 PM","927189","8/17/2017 8:44:02 AM","7/9/2018 10:01:18 AM","True","DC=DEVMAC4213,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Antonios-iPhone","A","10.25.4.76","900","3662584","10/29/2018 4:00:00 PM","1320640","6/11/2018 12:54:04 PM","10/29/2018 9:24:51 AM","True","DC=Antonios-iPhone,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdcmaddc01","A","10.25.16.46","3600","0","[static]","1330471","6/22/2015 8:55:51 PM","10/31/2018 10:43:52 PM","True","DC=vdcmaddc01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vvriemap01","CNAME","vvriemap01.res.vegas.com.","3600","0","[static]","1050985","8/15/2018 2:01:37 PM","8/15/2018 2:01:52 PM","True","DC=vvriemap01,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","ACDM4062M","A","10.25.4.188","900","3659464","6/21/2018 4:00:00 PM","885056","1/17/2018 2:57:39 PM","6/21/2018 9:05:56 AM","True","DC=ACDM4062M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Calypso","A","10.25.4.206","900","3662637","10/31/2018 9:00:00 PM","1328973","10/31/2018 2:16:21 PM","10/31/2018 2:16:39 PM","True","DC=Calypso,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","vdc-3960-8f-breakroom-00180a2755b8","A","10.25.4.32","900","3659743","7/3/2018 7:00:00 AM","920592","6/24/2016 5:58:34 AM","7/3/2018 12:44:37 AM","True","DC=vdc-3960-8f-breakroom-00180a2755b8,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","AntoniopleWatch","A","10.25.4.134","900","3662585","10/29/2018 5:00:00 PM","1320785","6/12/2018 10:41:04 AM","10/29/2018 10:56:24 AM","True","DC=AntoniopleWatch,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DBA4011M","A","10.25.4.168","900","3662656","11/1/2018 4:00:00 PM","1330799","8/31/2017 11:56:11 AM","11/1/2018 9:44:12 AM","True","DC=DBA4011M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","MKTG4034M","A","10.25.4.148","900","3660760","8/14/2018 4:00:00 PM","1046649","1/18/2018 1:58:41 PM","8/14/2018 9:12:03 AM","True","DC=MKTG4034M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","Johns-iMac","A","192.168.127.42","1200","3662659","11/1/2018 7:00:00 PM","1331217","8/31/2017 8:12:41 PM","11/1/2018 12:23:15 PM","True","DC=Johns-iMac,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","KristoffersiMac","A","10.25.4.83","1200","3662658","11/1/2018 6:00:00 PM","1331054","4/9/2018 3:27:29 PM","11/1/2018 12:00:13 PM","True","DC=KristoffersiMac,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","QA-iPhoneX","A","10.25.4.61","900","3662335","10/19/2018 7:00:00 AM","1304781","8/21/2018 4:02:38 PM","10/19/2018 12:21:03 AM","True","DC=QA-iPhoneX,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DEV4040M","A","10.25.4.90","900","3656666","2/25/2018 2:00:00 AM","660700","11/17/2017 3:19:50 PM","2/24/2018 6:31:00 PM","True","DC=DEV4040M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DEV4277M","A","10.25.5.22","900","3662585","10/29/2018 5:00:00 PM","1320732","8/23/2017 11:31:11 AM","10/29/2018 10:19:08 AM","True","DC=DEV4277M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DEV4015M","A","10.25.4.154","900","3662628","10/31/2018 12:00:00 PM","1327573","9/5/2017 12:08:07 PM","10/31/2018 5:40:12 AM","True","DC=DEV4015M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","MKTG4286","A","10.25.4.151","900","3662658","11/1/2018 6:00:00 PM","1330991","6/13/2018 11:39:27 AM","11/1/2018 11:16:43 AM","True","DC=MKTG4286,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","DBA4014M","A","10.25.4.67","900","3662639","10/31/2018 11:00:00 PM","1329508","9/5/2017 1:13:35 PM","10/31/2018 4:35:12 PM","True","DC=DBA4014M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","CDM4016M","A","10.25.4.116","900","3660064","7/16/2018 4:00:00 PM","933707","9/5/2017 1:34:19 PM","7/16/2018 10:00:12 AM","True","DC=CDM4016M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","10.85.16.30.","A","10.85.16.30","3600","0","[static]","356","7/17/2007 6:03:40 PM","6/12/2017 2:53:55 PM","True","DC=10.85.16.30.,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
"corp.vegas.com","CDM4299M","A","10.25.4.233","900","3662633","10/31/2018 5:00:00 PM","1328156","9/5/2017 3:22:06 PM","10/31/2018 10:09:50 AM","True","DC=CDM4299M,DC=corp.vegas.com,CN=MicrosoftDNS,DC=DomainDnsZones,DC=corp,DC=vegas,DC=com"
