"User","Source","Time","EventType","Controller"
"313154988","LASAUTH01","9/14/2018 2:07:22 PM","Lockout","LASAUTH01"
"317037368","LASAUTH01","9/14/2018 2:49:10 PM","Lockout","LASAUTH01"
"313154988","Unlocked By: Disacoff","9/14/2018 2:52:34 PM","Unlock","LASAUTH02"
"316695391","Unlocked By: Disacoff","9/14/2018 2:55:47 PM","Unlock","LASAUTH02"
"312989883","LASAUTH02","9/14/2018 4:59:37 PM","Lockout","LASAUTH02"
"317037240","LASAUTH01","9/14/2018 9:21:51 PM","Lockout","LASAUTH01"
"317061673","Unlocked By: Disacoff","9/14/2018 9:30:18 AM","Unlock","LASAUTH02"
"313565905","LASAUTH02","9/14/2018 9:32:29 AM","Lockout","LASAUTH02"
"309950396","Unlocked By: Disacoff","9/14/2018 9:33:01 AM","Unlock","LASAUTH02"
"317071690","LASAUTH01","9/14/2018 9:42:41 AM","Lockout","LASAUTH01"
"316981188","LASAUTH02","9/15/2018 1:15:25 PM","Lockout","LASAUTH02"
"317051151","LASAUTH02","9/15/2018 1:31:15 PM","Lockout","LASAUTH02"
"316981188","Unlocked By: KMartindale","9/15/2018 1:35:42 PM","Unlock","LASAUTH02"
"317051151","Unlocked By: KMartindale","9/15/2018 1:40:06 PM","Unlock","LASAUTH02"
"317051151","LASAUTH02","9/15/2018 1:42:36 PM","Lockout","LASAUTH02"
"317051151","Unlocked By: KMartindale","9/15/2018 1:44:53 PM","Unlock","LASAUTH02"
"313445232","LASAUTH02","9/15/2018 1:53:07 PM","Lockout","LASAUTH02"
"313445232","Unlocked By: KMartindale","9/15/2018 1:56:51 PM","Unlock","LASAUTH02"
"316831181","LASAUTH02","9/15/2018 10:58:11 AM","Lockout","LASAUTH01"
"316801314","LASAUTH02","9/15/2018 12:19:14 PM","Lockout","LASAUTH02"
"317066190","LASAUTH02","9/15/2018 12:34:42 PM","Lockout","LASAUTH02"
"317036505","LASAUTH02","9/15/2018 2:30:46 PM","Lockout","LASAUTH02"
"317056261","LASAUTH02","9/15/2018 2:40:42 PM","Lockout","LASAUTH02"
"317056261","Unlocked By: KMartindale","9/15/2018 3:08:03 PM","Unlock","LASAUTH02"
"317057001","LASAUTH02","9/15/2018 3:09:24 PM","Lockout","LASAUTH02"
"317057001","Unlocked By: KMartindale","9/15/2018 3:29:39 PM","Unlock","LASAUTH02"
"317057001","Unlocked By: KMartindale","9/15/2018 3:29:53 PM","Unlock","LASAUTH02"
"317057001","LASAUTH02","9/15/2018 4:05:32 PM","Lockout","LASAUTH02"
"317031860","LASAUTH02","9/15/2018 4:49:47 AM","Lockout","LASAUTH02"
"317031860","Unlocked By: schiffa","9/15/2018 4:52:04 AM","Unlock","LASAUTH01"
"317031860","LASAUTH02","9/15/2018 4:58:48 AM","Lockout","LASAUTH02"
"312369481","LASAUTH01","9/15/2018 5:07:42 AM","Lockout","LASAUTH01"
"317031860","Unlocked By: schiffa","9/15/2018 5:09:52 AM","Unlock","LASAUTH01"
"313445232","LASAUTH02","9/15/2018 5:18:56 PM","Lockout","LASAUTH02"
"313445232","Unlocked By: prahmj","9/15/2018 5:21:38 PM","Unlock","LASAUTH01"
"317027198","LASAUTH01","9/15/2018 5:40:23 AM","Lockout","LASAUTH01"
"317026207","LASAUTH01","9/15/2018 5:40:55 AM","Lockout","LASAUTH01"
"317027198","Unlocked By: mwimberley","9/15/2018 5:43:38 AM","Unlock","LASAUTH02"
"317026207","Unlocked By: schiffa","9/15/2018 5:43:48 AM","Unlock","LASAUTH01"
"317066527","LASAUTH01","9/15/2018 5:48:38 AM","Lockout","LASAUTH01"
"312794981","LASAUTH02","9/15/2018 6:02:22 AM","Lockout","LASAUTH02"
"313139835","LASAUTH01","9/15/2018 6:21:15 PM","Lockout","LASAUTH01"
"317066527","LASAUTH01","9/15/2018 6:27:15 AM","Lockout","LASAUTH01"
"317066527","Unlocked By: gerenag","9/15/2018 6:42:22 AM","Unlock","LASAUTH01"
"317071706","LASAUTH02","9/15/2018 6:44:23 AM","Lockout","LASAUTH02"
"313360096","LASAUTH02","9/15/2018 6:45:31 AM","Lockout","LASAUTH01"
"317071706","Unlocked By: gerenag","9/15/2018 6:53:17 AM","Unlock","LASAUTH01"
"316801314","LASAUTH01","9/15/2018 6:56:00 AM","Lockout","LASAUTH01"
"317071706","LASAUTH02","9/15/2018 7:03:47 AM","Lockout","LASAUTH02"
"317071706","Unlocked By: sbonar","9/15/2018 7:07:21 AM","Unlock","LASAUTH02"
"317071706","LASAUTH02","9/15/2018 7:08:35 AM","Lockout","LASAUTH01"
"317071706","Unlocked By: sbonar","9/15/2018 7:10:14 AM","Unlock","LASAUTH02"
"317071706","Unlocked By: sbonar","9/15/2018 7:10:40 AM","Unlock","LASAUTH02"
"317036476","LASAUTH02","9/15/2018 7:25:49 AM","Lockout","LASAUTH02"
"317036476","Unlocked By: sbonar","9/15/2018 7:33:13 AM","Unlock","LASAUTH02"
"317032180","LASAUTH02","9/15/2018 8:20:20 AM","Lockout","LASAUTH02"
"316981188","LASAUTH01","9/15/2018 8:31:27 AM","Lockout","LASAUTH01"
"317032180","Unlocked By: KMartindale","9/15/2018 9:17:41 AM","Unlock","LASAUTH02"
"316981188","Unlocked By: KMartindale","9/15/2018 9:25:22 AM","Unlock","LASAUTH02"
"316981188","LASAUTH02","9/15/2018 9:30:22 AM","Lockout","LASAUTH02"
"316981188","Unlocked By: KMartindale","9/15/2018 9:40:37 AM","Unlock","LASAUTH02"
"309473283","LASAUTH01","9/15/2018 9:50:46 AM","Lockout","LASAUTH01"
"309473283","Unlocked By: KMartindale","9/15/2018 9:54:01 AM","Unlock","LASAUTH02"
"317027171","Unlocked By: KMartindale","9/15/2018 9:56:28 AM","Unlock","LASAUTH02"
"317061157","LASAUTH01","9/16/2018 10:00:39 AM","Lockout","LASAUTH01"
"317076429","LASAUTH01","9/16/2018 12:10:55 PM","Lockout","LASAUTH01"
"312889826","LASAUTH02","9/16/2018 12:14:08 PM","Lockout","LASAUTH02"
"312889826","Unlocked By: hindss","9/16/2018 12:16:03 PM","Unlock","LASAUTH01"
"317076429","Unlocked By: hindss","9/16/2018 12:27:29 PM","Unlock","LASAUTH01"
"317032499","Unlocked By: sbonar","9/16/2018 12:28:58 PM","Unlock","LASAUTH02"
"317061157","Unlocked By: sbonar","9/16/2018 12:34:33 PM","Unlock","LASAUTH02"
"317061157","Unlocked By: sbonar","9/16/2018 12:36:03 PM","Unlock","LASAUTH02"
"317086550","Unlocked By: sbonar","9/16/2018 12:52:15 PM","Unlock","LASAUTH02"
"317071613","LASAUTH01","9/16/2018 2:39:20 PM","Lockout","LASAUTH01"
"313530430","LASAUTH01","9/16/2018 3:02:20 PM","Lockout","LASAUTH01"
"317046376","LASAUTH02","9/16/2018 3:41:00 PM","Lockout","LASAUTH02"
"317046479","LASAUTH01","9/16/2018 3:44:47 PM","Lockout","LASAUTH01"
"313440087","LASAUTH02","9/16/2018 4:29:58 AM","Lockout","LASAUTH02"
"316896158","LASAUTH02","9/16/2018 4:52:11 AM","Lockout","LASAUTH02"
"316896158","Unlocked By: schiffa","9/16/2018 5:18:07 AM","Unlock","LASAUTH01"
"316981244","LASAUTH01","9/16/2018 5:46:22 AM","Lockout","LASAUTH01"
"316981244","Unlocked By: schiffa","9/16/2018 5:48:05 AM","Unlock","LASAUTH01"
"313520295","LASAUTH02","9/16/2018 6:21:37 AM","Lockout","LASAUTH02"
"313520295","Unlocked By: schiffa","9/16/2018 6:33:06 AM","Unlock","LASAUTH01"
"313480183","QORBP4WCCRO365","9/16/2018 9:42:35 AM","Lockout","LASAUTH02"
"316649758","Unlocked By: clinej","9/17/2018 1:02:27 PM","Unlock","LASAUTH02"
"313555948","LASAUTH02","9/17/2018 1:31:24 PM","Lockout","LASAUTH02"
"317036429","Unlocked By: Disacoff","9/17/2018 1:54:30 PM","Unlock","LASAUTH02"
"317027224","Unlocked By: Disacoff","9/17/2018 1:55:47 PM","Unlock","LASAUTH02"
"317086227","LASAUTH02","9/17/2018 10:13:36 AM","Lockout","LASAUTH01"
"316886124","LASAUTH02","9/17/2018 10:13:39 AM","Lockout","LASAUTH01"
"317051151","LASAUTH01","9/17/2018 10:52:02 AM","Lockout","LASAUTH01"
"316886124","LASAUTH02","9/17/2018 10:56:23 AM","Lockout","LASAUTH02"
"316735438","Unlocked By: Disacoff","9/17/2018 11:02:01 AM","Unlock","LASAUTH02"
"311248457","Unlocked By: Disacoff","9/17/2018 11:09:22 AM","Unlock","LASAUTH02"
"317086224","LASAUTH01","9/17/2018 11:16:32 AM","Lockout","LASAUTH01"
"317086227","Unlocked By: Disacoff","9/17/2018 11:21:35 AM","Unlock","LASAUTH02"
"317051155","Unlocked By: Disacoff","9/17/2018 11:29:06 AM","Unlock","LASAUTH02"
"313540510","Unlocked By: Disacoff","9/17/2018 11:29:36 AM","Unlock","LASAUTH02"
"313521321","ISNCCS-SP-4D644","9/17/2018 11:30:43 AM","Lockout","LASAUTH01"
"316735438","Unlocked By: Disacoff","9/17/2018 11:32:10 AM","Unlock","LASAUTH02"
"316886124","LASAUTH02","9/17/2018 11:41:54 AM","Lockout","LASAUTH02"
"317076421","Unlocked By: Disacoff","9/17/2018 11:53:43 AM","Unlock","LASAUTH02"
"316886124","Unlocked By: Disacoff","9/17/2018 11:54:42 AM","Unlock","LASAUTH02"
"317086224","Unlocked By: Disacoff","9/17/2018 11:58:15 AM","Unlock","LASAUTH02"
"317036429","LASAUTH01","9/17/2018 12:07:58 PM","Lockout","LASAUTH01"
"317031257","LASAUTH02","9/17/2018 12:15:17 PM","Lockout","LASAUTH02"
"312934855","LASAUTH01","9/17/2018 12:26:50 PM","Lockout","LASAUTH01"
"317036429","LASAUTH01","9/17/2018 12:45:58 PM","Lockout","LASAUTH01"
"316644521","LASAUTH01","9/17/2018 12:57:50 PM","Lockout","LASAUTH01"
"316649758","LASAUTH02","9/17/2018 12:59:58 PM","Lockout","LASAUTH02"
"317076412","LASAUTH01","9/17/2018 2:44:24 PM","Lockout","LASAUTH01"
"316710523","ETNTRN-MP-10136","9/17/2018 2:45:17 PM","Lockout","LASAUTH02"
"317027754","ETNTRN-MP-10106","9/17/2018 2:45:25 PM","Lockout","LASAUTH01"
"316760819","Unlocked By: kbender","9/17/2018 3:20:08 PM","Unlock","LASAUTH01"
"316760819","Unlocked By: kbender","9/17/2018 3:23:33 PM","Unlock","LASAUTH01"
"316760819","Unlocked By: kbender","9/17/2018 3:27:21 PM","Unlock","LASAUTH01"
"316760819","Unlocked By: Disacoff","9/17/2018 3:45:56 PM","Unlock","LASAUTH02"
"309349846","LASAUTH01","9/17/2018 3:56:25 PM","Lockout","LASAUTH01"
"309349846","Unlocked By: Disacoff","9/17/2018 3:57:03 PM","Unlock","LASAUTH02"
"313079775","LASAUTH02","9/17/2018 4:12:18 AM","Lockout","LASAUTH02"
"316981232","Unlocked By: kbender","9/17/2018 4:13:20 PM","Unlock","LASAUTH01"
"316760819","LASAUTH02","9/17/2018 4:13:27 PM","Lockout","LASAUTH02"
"317031257","Unlocked By: kbender","9/17/2018 4:24:49 PM","Unlock","LASAUTH01"
"316981232","Unlocked By: kbender","9/17/2018 4:28:12 PM","Unlock","LASAUTH01"
"317027754","Unlocked By: kbender","9/17/2018 4:41:07 PM","Unlock","LASAUTH01"
"316710523","Unlocked By: kbender","9/17/2018 4:42:37 PM","Unlock","LASAUTH01"
"313079775","Unlocked By: davisc","9/17/2018 4:42:52 AM","Unlock","LASAUTH01"
"312824875","Unlocked By: kbender","9/17/2018 4:44:25 PM","Unlock","LASAUTH01"
"317061401","LASAUTH02","9/17/2018 4:55:08 AM","Lockout","LASAUTH02"
"316791034","LASAUTH01","9/17/2018 5:01:53 AM","Lockout","LASAUTH01"
"316791034","Unlocked By: davisc","9/17/2018 5:05:13 AM","Unlock","LASAUTH01"
"312554454","LASAUTH01","9/17/2018 5:05:26 AM","Lockout","LASAUTH01"
"312554454","Unlocked By: davisc","9/17/2018 5:07:14 AM","Unlock","LASAUTH01"
"309473283","LASAUTH02","9/17/2018 5:07:44 AM","Lockout","LASAUTH01"
"309473283","Unlocked By: davisc","9/17/2018 5:09:04 AM","Unlock","LASAUTH01"
"312554454","Unlocked By: oconnerm","9/17/2018 5:13:54 AM","Unlock","LASAUTH01"
"317061401","Unlocked By: munr","9/17/2018 5:15:53 AM","Unlock","LASAUTH01"
"317027577","LASAUTH01","9/17/2018 5:17:57 AM","Lockout","LASAUTH01"
"317027577","Unlocked By: munr","9/17/2018 5:27:44 AM","Unlock","LASAUTH01"
"309347776","LASAUTH02","9/17/2018 5:49:31 AM","Lockout","LASAUTH01"
"311774253","Unlocked By: oconnerm","9/17/2018 5:50:52 AM","Unlock","LASAUTH01"
"309344594","Unlocked By: oconnerm","9/17/2018 5:52:13 AM","Unlock","LASAUTH01"
"309347776","Unlocked By: oconnerm","9/17/2018 5:53:11 AM","Unlock","LASAUTH01"
"317027183","LASAUTH02","9/17/2018 5:58:53 AM","Lockout","LASAUTH02"
"312889826","LASAUTH01","9/17/2018 6:00:24 AM","Lockout","LASAUTH01"
"312889826","Unlocked By: oconnerm","9/17/2018 6:02:14 AM","Unlock","LASAUTH01"
"317076413","LASAUTH01","9/17/2018 6:04:44 AM","Lockout","LASAUTH01"
"317076413","Unlocked By: davisc","9/17/2018 6:11:50 AM","Unlock","LASAUTH01"
"317086244","LASAUTH02","9/17/2018 6:13:03 AM","Lockout","LASAUTH02"
"317027183","Unlocked By: oconnerm","9/17/2018 6:17:03 AM","Unlock","LASAUTH01"
"317027224","Unlocked By: oconnerm","9/17/2018 6:21:35 AM","Unlock","LASAUTH01"
"317086244","Unlocked By: oconnerm","9/17/2018 6:23:11 AM","Unlock","LASAUTH01"
"316981249","Unlocked By: oconnerm","9/17/2018 6:49:56 AM","Unlock","LASAUTH01"
"313360237","LASAUTH01","9/17/2018 6:52:28 AM","Lockout","LASAUTH01"
"312849796","LASAUTH02","9/17/2018 7:06:56 AM","Lockout","LASAUTH02"
"312849796","Unlocked By: Disacoff","9/17/2018 7:07:55 AM","Unlock","LASAUTH02"
"313536173","LASAUTH02","9/17/2018 7:26:58 AM","Lockout","LASAUTH02"
"317037506","LASAUTH01","9/17/2018 7:33:16 PM","Lockout","LASAUTH01"
"313065028","LASAUTH02","9/17/2018 8:04:19 AM","Lockout","LASAUTH02"
"311919321","LASAUTH02","9/17/2018 8:08:09 AM","Lockout","LASAUTH01"
"312780055","LASAUTH02","9/17/2018 8:15:59 PM","Lockout","LASAUTH02"
"313536173","Unlocked By: Disacoff","9/17/2018 8:16:32 AM","Unlock","LASAUTH02"
"311919321","Unlocked By: Disacoff","9/17/2018 8:17:48 AM","Unlock","LASAUTH02"
"313065028","Unlocked By: kbender","9/17/2018 8:28:13 AM","Unlock","LASAUTH01"
"313536092","LASAUTH02","9/17/2018 8:48:47 AM","Lockout","LASAUTH02"
"313505873","Unlocked By: Disacoff","9/17/2018 8:52:38 AM","Unlock","LASAUTH02"
"313536092","Unlocked By: oconnerm","9/17/2018 8:54:52 AM","Unlock","LASAUTH01"
"316966147","Unlocked By: oconnerm","9/17/2018 8:57:10 AM","Unlock","LASAUTH01"
"311248457","LASAUTH02","9/17/2018 9:07:15 AM","Lockout","LASAUTH02"
"316644735","LASAUTH02","9/17/2018 9:45:50 AM","Lockout","LASAUTH01"
"316644735","Unlocked By: Disacoff","9/17/2018 9:49:15 AM","Unlock","LASAUTH02"
"316644735","LASAUTH02","9/17/2018 9:51:34 AM","Lockout","LASAUTH01"
"316966147","Unlocked By: Disacoff","9/17/2018 9:55:05 AM","Unlock","LASAUTH02"
"316644735","Unlocked By: clinej","9/17/2018 9:56:34 AM","Unlock","LASAUTH02"
"317037454","LASAUTH02","9/18/2018 1:02:17 PM","Lockout","LASAUTH02"
"317037454","Unlocked By: Disacoff","9/18/2018 1:19:40 PM","Unlock","LASAUTH01"
"309950409","LASAUTH02","9/18/2018 1:32:35 AM","Lockout","LASAUTH02"
"317037454","Unlocked By: listonw","9/18/2018 1:33:28 PM","Unlock","LASAUTH01"
"317066388","LASAUTH01","9/18/2018 1:33:57 PM","Lockout","LASAUTH01"
"309950409","Unlocked By: munr","9/18/2018 1:42:28 AM","Unlock","LASAUTH01"
"317066388","Unlocked By: listonw","9/18/2018 1:43:25 PM","Unlock","LASAUTH01"
"316755661","LASAUTH02","9/18/2018 1:55:05 PM","Lockout","LASAUTH02"
"317086224","LASAUTH02","9/18/2018 1:58:40 PM","Lockout","LASAUTH01"
"317056374","Unlocked By: listonw","9/18/2018 10:04:58 AM","Unlock","LASAUTH01"
"317056656","LASAUTH02","9/18/2018 12:26:32 PM","Lockout","LASAUTH02"
"312780055","Unlocked By: KMartindale","9/18/2018 12:39:00 PM","Unlock","LASAUTH01"
"313515410","LASAUTH01","9/18/2018 12:56:16 PM","Lockout","LASAUTH01"
"317076290","LASAUTH02","9/18/2018 2:01:59 PM","Lockout","LASAUTH02"
"317086223","LASAUTH01","9/18/2018 2:19:52 PM","Lockout","LASAUTH01"
"316755661","Unlocked By: listonw","9/18/2018 2:21:57 PM","Unlock","LASAUTH01"
"317086224","Unlocked By: listonw","9/18/2018 2:23:44 PM","Unlock","LASAUTH01"
"317076290","Unlocked By: listonw","9/18/2018 2:24:08 PM","Unlock","LASAUTH01"
"317051155","LASAUTH02","9/18/2018 2:40:54 AM","Lockout","LASAUTH02"
"317086223","Unlocked By: kbender","9/18/2018 2:42:57 PM","Unlock","LASAUTH01"
"317051155","Unlocked By: munr","9/18/2018 2:44:46 AM","Unlock","LASAUTH01"
"317086223","Unlocked By: listonw","9/18/2018 2:56:59 PM","Unlock","LASAUTH01"
"3107","LASAUTH01","9/18/2018 3:16:27 PM","Lockout","LASAUTH01"
"313535961","LASAUTH02","9/18/2018 3:43:58 AM","Lockout","LASAUTH02"
"313566064","LASAUTH01","9/18/2018 3:58:30 AM","Lockout","LASAUTH01"
"313566064","Unlocked By: munr","9/18/2018 4:10:04 AM","Unlock","LASAUTH01"
"313520705","Unlocked By: listonw","9/18/2018 4:10:17 PM","Unlock","LASAUTH01"
"313535961","Unlocked By: munr","9/18/2018 4:10:34 AM","Unlock","LASAUTH01"
"316740686","LASAUTH02","9/18/2018 4:29:04 AM","Lockout","LASAUTH02"
"317071429","LASAUTH01","9/18/2018 4:31:33 AM","Lockout","LASAUTH01"
"316781127","LASAUTH02","9/18/2018 4:51:41 PM","Lockout","LASAUTH02"
"313350157","LASAUTH02","9/18/2018 4:54:14 AM","Lockout","LASAUTH02"
"313350157","Unlocked By: munr","9/18/2018 5:03:49 AM","Unlock","LASAUTH01"
"317071429","Unlocked By: oconnerm","9/18/2018 5:15:26 AM","Unlock","LASAUTH02"
"316760819","Unlocked By: oconnerm","9/18/2018 5:20:17 AM","Unlock","LASAUTH02"
"313531021","LASAUTH02","9/18/2018 5:27:10 AM","Lockout","LASAUTH02"
"313531021","Unlocked By: oconnerm","9/18/2018 5:29:18 AM","Unlock","LASAUTH02"
"316781127","Unlocked By: KMartindale","9/18/2018 5:29:48 PM","Unlock","LASAUTH01"
"313540510","LASAUTH01","9/18/2018 5:42:51 AM","Lockout","LASAUTH01"
"316926115","LASAUTH02","9/18/2018 6:01:48 AM","Lockout","LASAUTH02"
"316926115","Unlocked By: oconnerm","9/18/2018 6:08:31 AM","Unlock","LASAUTH02"
"317071602","Unlocked By: oconnerm","9/18/2018 7:11:23 AM","Unlock","LASAUTH02"
"313540510","Unlocked By: oconnerm","9/18/2018 7:19:11 AM","Unlock","LASAUTH02"
"317026789","LASAUTH02","9/18/2018 7:22:53 AM","Lockout","LASAUTH01"
"317026789","Unlocked By: oconnerm","9/18/2018 7:25:06 AM","Unlock","LASAUTH02"
"317026789","LASAUTH02","9/18/2018 7:27:16 AM","Lockout","LASAUTH02"
"317026789","Unlocked By: oconnerm","9/18/2018 7:29:41 AM","Unlock","LASAUTH02"
"317026789","Unlocked By: oconnerm","9/18/2018 7:30:07 AM","Unlock","LASAUTH02"
"317056704","LASAUTH02","9/18/2018 7:35:26 PM","Lockout","LASAUTH02"
"317056704","Unlocked By: davisc","9/18/2018 7:36:53 PM","Unlock","LASAUTH01"
"316781100","Unlocked By: listonw","9/18/2018 8:20:03 AM","Unlock","LASAUTH01"
"312999809","LASAUTH01","9/18/2018 8:41:52 PM","Lockout","LASAUTH01"
"317056374","LASAUTH01","9/18/2018 9:55:43 AM","Lockout","LASAUTH01"
"313360237","LASAUTH01","9/19/2018 1:11:56 PM","Lockout","LASAUTH01"
"317076412","LASAUTH01","9/19/2018 1:28:48 PM","Lockout","LASAUTH01"
"317056532","LASAUTH02","9/19/2018 1:43:42 PM","Lockout","LASAUTH02"
"2733","LASAUTH02","9/19/2018 10:42:36 AM","Lockout","LASAUTH02"
"2733","Unlocked By: kholmes","9/19/2018 10:46:48 AM","Unlock","LASAUTH01"
"313265193","LASAUTH02","9/19/2018 11:03:45 AM","Lockout","LASAUTH02"
"313265193","Unlocked By: listonw","9/19/2018 11:15:34 AM","Unlock","LASAUTH01"
"313069854","LASAUTH02","9/19/2018 12:04:07 PM","Lockout","LASAUTH02"
"313069854","Unlocked By: KMartindale","9/19/2018 12:09:19 PM","Unlock","LASAUTH01"
"313235084","LASAUTH01","9/19/2018 2:19:38 PM","Lockout","LASAUTH01"
"313545921","LASAUTH01","9/19/2018 2:20:06 PM","Lockout","LASAUTH01"
"317076421","Unlocked By: listonw","9/19/2018 2:21:57 PM","Unlock","LASAUTH01"
"317056532","Unlocked By: listonw","9/19/2018 2:22:47 PM","Unlock","LASAUTH01"
"313235084","Unlocked By: listonw","9/19/2018 2:24:17 PM","Unlock","LASAUTH01"
"313520295","LASAUTH02","9/19/2018 2:41:58 PM","Lockout","LASAUTH02"
"313545921","Unlocked By: prahmj","9/19/2018 2:46:28 PM","Unlock","LASAUTH02"
"317032465","ETNCCS-SP-1511B","9/19/2018 3:45:45 PM","Lockout","LASAUTH01"
"317027686","LASAUTH02","9/19/2018 4:04:02 PM","Lockout","LASAUTH02"
"317027686","Unlocked By: listonw","9/19/2018 4:11:08 PM","Unlock","LASAUTH01"
"316981249","LASAUTH01","9/19/2018 4:20:11 AM","Lockout","LASAUTH01"
"317071602","LASAUTH02","9/19/2018 4:58:03 AM","Lockout","LASAUTH02"
"317071602","Unlocked By: KMartindale","9/19/2018 5:09:01 AM","Unlock","LASAUTH01"
"316941174","Unlocked By: KMartindale","9/19/2018 5:10:10 AM","Unlock","LASAUTH01"
"317056670","Unlocked By: KMartindale","9/19/2018 5:13:31 AM","Unlock","LASAUTH01"
"313515243","LASAUTH02","9/19/2018 5:14:23 AM","Lockout","LASAUTH02"
"317027043","LASAUTH01","9/19/2018 5:24:01 AM","Lockout","LASAUTH01"
"313515243","Unlocked By: KMartindale","9/19/2018 5:27:27 AM","Unlock","LASAUTH01"
"316981249","LASAUTH02","9/19/2018 5:34:27 AM","Lockout","LASAUTH01"
"316981249","Unlocked By: KMartindale","9/19/2018 5:49:06 AM","Unlock","LASAUTH01"
"317027043","Unlocked By: KMartindale","9/19/2018 5:51:04 AM","Unlock","LASAUTH01"
"317086223","LASAUTH02","9/19/2018 6:18:35 AM","Lockout","LASAUTH02"
"317086223","Unlocked By: KMartindale","9/19/2018 6:32:28 AM","Unlock","LASAUTH01"
"317056656","Unlocked By: KMartindale","9/19/2018 6:39:16 AM","Unlock","LASAUTH01"
"317026789","LASAUTH01","9/19/2018 7:21:02 AM","Lockout","LASAUTH01"
"317026789","Unlocked By: KMartindale","9/19/2018 7:23:58 AM","Unlock","LASAUTH01"
"313536173","LASAUTH02","9/19/2018 7:33:04 AM","Lockout","LASAUTH02"
"313536173","Unlocked By: KMartindale","9/19/2018 7:36:05 AM","Unlock","LASAUTH01"
"312779906","LASAUTH01","9/19/2018 7:41:31 AM","Lockout","LASAUTH01"
"312779906","Unlocked By: KMartindale","9/19/2018 7:44:01 AM","Unlock","LASAUTH01"
"317071602","Unlocked By: KMartindale","9/19/2018 7:45:21 AM","Unlock","LASAUTH01"
"313520608","LASAUTH02","9/19/2018 7:47:27 AM","Lockout","LASAUTH02"
"313520608","Unlocked By: KMartindale","9/19/2018 7:53:20 AM","Unlock","LASAUTH01"
"317061509","Unlocked By: KMartindale","9/19/2018 7:54:16 AM","Unlock","LASAUTH01"
"317061509","LASAUTH02","9/19/2018 8:29:36 AM","Lockout","LASAUTH02"
"317061509","Unlocked By: listonw","9/19/2018 8:51:04 AM","Unlock","LASAUTH01"
"316690484","LASAUTH02","9/19/2018 8:57:15 AM","Lockout","LASAUTH02"
"313566210","LASAUTH02","9/19/2018 9:05:13 AM","Lockout","LASAUTH01"
"313566210","Unlocked By: listonw","9/19/2018 9:06:57 AM","Unlock","LASAUTH01"
"316690484","Unlocked By: listonw","9/19/2018 9:07:41 AM","Unlock","LASAUTH01"
"316695391","LASAUTH01","9/19/2018 9:09:04 AM","Lockout","LASAUTH01"
"316690484","Unlocked By: listonw","9/19/2018 9:10:10 AM","Unlock","LASAUTH01"
"316695391","Unlocked By: listonw","9/19/2018 9:11:15 AM","Unlock","LASAUTH01"
"317056259","Unlocked By: listonw","9/20/2018 1:07:47 PM","Unlock","LASAUTH01"
"313545900","LASAUTH02","9/20/2018 1:52:13 PM","Lockout","LASAUTH02"
"313545900","Unlocked By: Disacoff","9/20/2018 1:53:23 PM","Unlock","LASAUTH01"
"317056372","LASAUTH01","9/20/2018 10:26:13 AM","Lockout","LASAUTH01"
