#TYPE System.Management.Automation.PSCustomObject
"DomainName","CharacterSet","NonMimeCharacterSet","AllowedOOFType","AutoReplyEnabled","AutoForwardEnabled","DeliveryReportEnabled","NDREnabled","MeetingForwardNotificationEnabled","ContentType","DisplaySenderName","TNEFEnabled","LineWrapSize","UseSimpleDisplayName","Identity"
"*","iso-8859-1","iso-8859-1","ExternalLegacy","True","True","True","True","False","MimeHtmlText","True",,"Unlimited","False","Default"
