#TYPE Selected.Microsoft.SharePoint.Administration.SPFeatureDefinition
"Id","DisplayName","Scope","CompatibilityLevel"
"ee21b29b-b0d0-42c6-baff-c97fd91786e6","StapledWorkflows","Farm","14"
"ee9dbf20-1758-401e-a169-7db0a6bbccb2","PPSWebParts","Site","14"
"f0deabbb-b0f6-46ba-8e16-ff3b44461aeb","UserMigrator","Farm","14"
"f324259d-393d-4305-aa48-36e8d9a7a0d6","SharedServices","Farm","14"
"f41cc668-37e5-4743-b4a8-74d1db3fd8a4","MobilityRedirect","Web","14"
"f45834c7-54f6-48db-b7e4-a35fa470fc9b","PPSWorkspaceCtype","Site","14"
"f63b7696-9afc-4e51-9dfd-3111015e9a60","V2VPublishedLinks","Site","14"
"f661430e-c155-438e-a7c6-c68648f1b119","MySitePersonalSite","Site","14"
"f6924d36-2fa8-4f0b-b16d-06b7250180fa","PublishingSite","Site","14"
"f979e4dc-1852-4f26-ab92-d1b2a190afc9","BICenterDashboardsLib","Web","14"
"f9cb1a2a-d285-465a-a160-7e3e95af1fdd","ObaStaple","Farm","14"
"fc33ba3b-7919-4d7e-b791-c6aeccf8f851","ListTargeting","Farm","14"
"fde5d850-671e-4143-950a-87b473922dc7","IssueTrackingWorkflow","Site","14"
"fead7313-4b9e-4632-80a2-98a2a2d83297","SiteSettings","Farm","14"
"fead7313-4b9e-4632-80a2-ff00a2d83297","ContentTypeSettings","Farm","14"
"fead7313-ae6d-45dd-8260-13b563cb4c71","AdminLinks","Web","14"
"ff48f7e6-2fa1-428d-9a15-ab154762043d","TemplateDiscovery","Farm","14"
"001f4bd7-746d-403b-aa09-a6cc43de7942","PublishingStapling","Farm","15"
"001f4bd7-746d-403b-aa09-a6cc43de7999","SiteStatusBar","Farm","15"
"002493ca-e69a-43be-b70f-e3611916be92","AgreeYa Multi Project SitePropertyBags","Web","15"
"00468f51-9a8a-43c3-acfe-a0268159a5a7","KSC.Internal.WebParts_Sounding Board Lists","Web","15"
"00bfea71-1c5e-4a24-b310-ba51c3eb7a57","BasicWebParts","Site","15"
"00bfea71-1e1d-4562-b56a-f05371bb0115","XmlFormLibrary","Web","15"
"00bfea71-2062-426c-90bf-714c59600103","LinksList","Web","15"
"00bfea71-2d77-4a75-9fca-76516689e21a","workflowProcessList","Web","15"
"00bfea71-3a1d-41d3-a0ee-651d11570120","GridList","Web","15"
"00bfea71-4ea5-48d4-a4ad-305cf7030140","WorkflowHistoryList","Web","15"
"00bfea71-4ea5-48d4-a4ad-7ea5c011abe5","TeamCollab","Web","15"
"00bfea71-513d-4ca0-96c2-6a47775c0119","GanttTasksList","Web","15"
"00bfea71-52d4-45b3-b544-b1c71b620109","PictureLibrary","Web","15"
"00bfea71-5932-4f9c-ad71-1557e5751100","IssuesList","Web","15"
"00bfea71-6a49-43fa-b535-d15c05500108","DiscussionsList","Web","15"
"00bfea71-7e6d-4186-9ba8-c047ac750105","ContactsList","Web","15"
"00bfea71-9549-43f8-b978-e47e54a10600","ExternalList","Web","15"
"00bfea71-a83e-497e-9ba0-7a5c597d0107","TasksList","Web","15"
"00bfea71-c796-4402-9f2f-0eb9a6e71b18","WebPageLibrary","Web","15"
"00bfea71-d1ce-42de-9c63-a44004ce0104","AnnouncementsList","Web","15"
"00bfea71-d8fe-4fec-8dad-01c19a6e4053","WikiPageHomePage","Web","15"
"00bfea71-dbd7-4f72-b8cb-da7ac0440130","DataConnectionLibrary","Web","15"
"00bfea71-de22-43b2-a848-c05709900100","CustomList","Web","15"
"00bfea71-e717-4e80-aa17-d0c71b360101","DocumentLibrary","Web","15"
"00bfea71-eb8a-40b1-80c7-506be7590102","SurveysList","Web","15"
"00bfea71-ec85-4903-972d-ebe475780106","EventsList","Web","15"
"00bfea71-f381-423d-b9d1-da7a54c50110","DataSourceLibrary","Web","15"
"00bfea71-f600-43f6-a895-40c0de7b0117","NoCodeWorkflowLibrary","Web","15"
"0125140f-7123-4657-b70a-db9aa1f209e5","FeaturePushdown","Farm","15"
"013a0db9-1607-4c42-8f71-08d821d395c2","AutohostedAppLicensingStapling","Farm","15"
"02464c6a-9d07-4f30-ba04-e9035cf54392","ReviewWorkflows","Site","15"
"0336d932-adb5-4251-b73c-d10a51bc9f0b","QuestConfiguration","WebApplication","15"
