"ComputerName","AppName","AppVersion","AppVendor","InstalledDate","UninstallKey","AppGUID","Arch"
"LASINFRA05","Microsoft System CLR Types for SQL Server 2012 (x64)","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{0EE81AFB-E870-4805-AFDB-F4325D8A5CC1}","{0EE81AFB-E870-4805-AFDB-F4325D8A5CC1}","64"
"LASINFRA05","HP ProLiant iLO 3 WHEA Driver (X64)","3.0.0.0","Hewlett-Packard Company","20111019","MsiExec.exe /X{17B03C4D-F682-41CC-BEAC-1F7C6847E8CE}","{17B03C4D-F682-41CC-BEAC-1F7C6847E8CE}","64"
"LASINFRA05","Microsoft SQL Server 2012 Transact-SQL Compiler Service ","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{1C6105C8-793F-4DC8-9728-CA26CC16BDEC}","{1C6105C8-793F-4DC8-9728-CA26CC16BDEC}","64"
"LASINFRA05","SQL Server 2012 Common Files","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{1D411379-9CE0-4B13-A19B-72D3222DD620}","{1D411379-9CE0-4B13-A19B-72D3222DD620}","64"
"LASINFRA05","Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","Microsoft Corporation","20151007","MsiExec.exe /X{1D8E6291-B0D5-35EC-8441-6616F567A0F7}","{1D8E6291-B0D5-35EC-8441-6616F567A0F7}","64"
"LASINFRA05","SQL Server 2012 Common Files","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{202AAF1F-69AA-442A-B59F-6B54B1AD07C6}","{202AAF1F-69AA-442A-B59F-6B54B1AD07C6}","64"
"LASINFRA05","WinPcap 4.1.3","4.1.2980","Riverbed Technology, Inc.","20170520","MsiExec.exe /I{23DB3962-A9E5-4172-80A1-6B0F3EEEC43C}","{23DB3962-A9E5-4172-80A1-6B0F3EEEC43C}","64"
"LASINFRA05","SQL Server 2012 Management Studio","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{26BFF1F1-5C03-4C55-9C7C-FD65889AFA70}","{26BFF1F1-5C03-4C55-9C7C-FD65889AFA70}","64"
"LASINFRA05","Microsoft SQL Server 2008 Native Client","10.3.5500.0","Microsoft Corporation","20151024","MsiExec.exe /I{2738C4AA-420E-4E13-ADEF-B5AB250E3EF1}","{2738C4AA-420E-4E13-ADEF-B5AB250E3EF1}","64"
"LASINFRA05","Microsoft Visual C++ 2008 Redistributable - x64 9.0.21022","9.0.21022","Microsoft Corporation","20111119","MsiExec.exe /X{350AA351-21FA-3270-8B7A-835434E766AD}","{350AA351-21FA-3270-8B7A-835434E766AD}","64"
"LASINFRA05","Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","Microsoft Corporation","20160220","MsiExec.exe /X{37B8F9C7-03FB-3253-8781-2517C99D7C00}","{37B8F9C7-03FB-3253-8781-2517C99D7C00}","64"
"LASINFRA05","VMware Tools","10.1.7.5541682","VMware, Inc.","20180220","MsiExec.exe /I{45147181-CF69-4C8C-81CB-0FC96F170758}","{45147181-CF69-4C8C-81CB-0FC96F170758}","64"
"LASINFRA05","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148","9.0.30729.4148","Microsoft Corporation","20101224","MsiExec.exe /X{4B6C7001-C7D6-3710-913E-5BC23FCE91E6}","{4B6C7001-C7D6-3710-913E-5BC23FCE91E6}","64"
"LASINFRA05","Visual C++ 2012 RTM Runtime Library DLLs (x64/release)","11.0.50727.1","Microsoft","20170831","MsiExec.exe /X{527E7AE0-3617-4D48-A9B4-C4216B4BE1ED}","{527E7AE0-3617-4D48-A9B4-C4216B4BE1ED}","64"
"LASINFRA05","SolarWinds Client Components","2.1.5.6002","SolarWinds, Inc.","20180214",,"{53729707-915D-4946-9343-8F01C446F0CC}","64"
"LASINFRA05","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","Microsoft Corporation","20111018","MsiExec.exe /X{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}","{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}","64"
"LASINFRA05","Microsoft SQL Server 2008 Setup Support Files ","10.3.5500.0","Microsoft Corporation","20151024","MsiExec.exe /X{6292D514-17A4-403F-98F9-E150F10C043D}","{6292D514-17A4-403F-98F9-E150F10C043D}","64"
"LASINFRA05","WindowsFileSystemiDataAgentAdvanced Instance001","11.110.463.0","Commvault","20180330","MsiExec.exe /I{63DEB890-D00F-444E-81D0-D5743E6C425C}","{63DEB890-D00F-444E-81D0-D5743E6C425C}","64"
"LASINFRA05","Microsoft .NET Framework 4.6.2","4.6.01590","Microsoft Corporation","20180424","MsiExec.exe /X{63DF5C4B-E3BF-3346-A033-C57B22F44C9E}","{63DF5C4B-E3BF-3346-A033-C57B22F44C9E}","64"
"LASINFRA05","Visual Studio 2010 Prerequisites - English","10.0.40219","Microsoft Corporation","20151007","MsiExec.exe /X{662014D2-0450-37ED-ABAE-157C88127BEB}","{662014D2-0450-37ED-ABAE-157C88127BEB}","64"
"LASINFRA05","Microsoft Visual C++ 2005 Redistributable (x64)","8.0.59192","Microsoft Corporation","20101224","MsiExec.exe /X{6ce5bae9-d3ca-4b99-891a-1dc6c118a5fc}","{6ce5bae9-d3ca-4b99-891a-1dc6c118a5fc}","64"
"LASINFRA05","Microsoft Visual C++ 2005 Redistributable (x64)","8.0.50727.42","Microsoft Corporation","20111019","MsiExec.exe /X{6E8E85E8-CE4B-4FF5-91F7-04999C9FAE6A}","{6E8E85E8-CE4B-4FF5-91F7-04999C9FAE6A}","64"
"LASINFRA05","Windows Server Update Services 3.0 SP2","3.2.7600.226","Microsoft Corporation","20151024",,"{77846B52-14C9-4FC4-BE63-FE06AF501442}","64"
"LASINFRA05","Microsoft Silverlight","5.1.50906.0","Microsoft Corporation","20170429","MsiExec.exe /X{89F4137D-6C26-4A84-BDB8-2E5A4BB71E00}","{89F4137D-6C26-4A84-BDB8-2E5A4BB71E00}","64"
