"ComputerName","AppName","AppVersion","AppVendor","InstalledDate","UninstallKey","AppGUID","Arch"
"LASINFRA05","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005","12.0.21005","Microsoft Corporation","20170520","MsiExec.exe /X{929FBD26-9020-399B-9A7A-751D61F0B942}","{929FBD26-9020-399B-9A7A-751D61F0B942}","64"
"LASINFRA05","Microsoft .NET Framework 4.6.2","4.6.01590","Microsoft Corporation",,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SetupCache\v4.6.01590\\Setup.exe /repair /x86 /x64","{92FB6C44-E685-45AD-9B20-CADF4CABA132} - 1033","64"
"LASINFRA05","Microsoft Baseline Security Analyzer 2.1","2.1.0000","Microsoft Corporation","20110930","MsiExec.exe /I{95978F03-C273-4B13-828F-9EF3C93C837D}","{95978F03-C273-4B13-828F-9EF3C93C837D}","64"
"LASINFRA05","Microsoft SQL Server 2012 Native Client ","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{9AE22681-C27C-402A-A136-15854DFF693D}","{9AE22681-C27C-402A-A136-15854DFF693D}","64"
"LASINFRA05","SQL Server 2012 Management Studio","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /I{A7037EB2-F953-4B12-B843-195F4D988DA1}","{A7037EB2-F953-4B12-B843-195F4D988DA1}","64"
"LASINFRA05","Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005","12.0.21005","Microsoft Corporation","20170520","MsiExec.exe /X{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}","{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}","64"
"LASINFRA05","Microsoft Visual C++ 2005 Redistributable (x64)","8.0.61000","Microsoft Corporation","20111018","MsiExec.exe /X{ad8a2fa1-06e7-4b0d-927d-6e54b3d31028}","{ad8a2fa1-06e7-4b0d-927d-6e54b3d31028}","64"
"LASINFRA05","Microsoft Visual C++ 2017 x64 Minimum Runtime - 14.11.25325","14.11.25325","Microsoft Corporation","20180330","MsiExec.exe /X{B0037450-526D-3448-A370-CACBD87769A0}","{B0037450-526D-3448-A370-CACBD87769A0}","64"
"LASINFRA05","Microsoft Visual C++ 2017 x64 Additional Runtime - 14.11.25325","14.11.25325","Microsoft Corporation","20180330","MsiExec.exe /X{B13B3E11-1555-353F-A63A-8933EE104FBD}","{B13B3E11-1555-353F-A63A-8933EE104FBD}","64"
"LASINFRA05","Windows Internal Database (MICROSOFT##SSEE)","9.4.5000.00","Microsoft Corporation","20151024","MsiExec.exe /X{BDD79957-5801-4A2D-B09E-852E7FA64D01}","{BDD79957-5801-4A2D-B09E-852E7FA64D01}","64"
"LASINFRA05","Microsoft SQL Server 2012 Setup (English)","11.3.6020.0","Microsoft Corporation","20160123","MsiExec.exe /X{BDF7F870-15E2-49A7-9123-65E8FF52ECAA}","{BDF7F870-15E2-49A7-9123-65E8FF52ECAA}","64"
"LASINFRA05","Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","Microsoft Corporation","20160220","MsiExec.exe /X{CF2BEA3C-26EA-32F8-AA9B-331F7E34BA97}","{CF2BEA3C-26EA-32F8-AA9B-331F7E34BA97}","64"
"LASINFRA05","Microsoft SQL Server Compact 3.5 SP2 x64 ENU","3.5.8080.0","Microsoft Corporation","20111117","MsiExec.exe /I{D4AD39AD-091E-4D33-BB2B-59F6FCB8ADC3}","{D4AD39AD-091E-4D33-BB2B-59F6FCB8ADC3}","64"
"LASINFRA05","Microsoft SQL Server 2008 Management Objects","10.0.1600.22","Microsoft Corporation","20111106","MsiExec.exe /I{D9473D19-26F1-4B91-BBAC-4089CB41BC48}","{D9473D19-26F1-4B91-BBAC-4089CB41BC48}","64"
"LASINFRA05","Insight Diagnostics","10.60.2116","Hewlett Packard Enterprise Development LP","20170831","MsiExec.exe /X{DCEA910B-3269-4F5B-A915-D59293004751}","{DCEA910B-3269-4F5B-A915-D59293004751}","64"
"LASINFRA05","Symantec Endpoint Protection","14.0.3876.1100","Symantec Corporation","20180421","MsiExec.exe /I{E327F586-9CB8-4E97-8F61-8D119C3C78F5}","{E327F586-9CB8-4E97-8F61-8D119C3C78F5}","64"
"LASINFRA05","Microsoft Help Viewer 1.1","1.1.40219","Microsoft Corporation","20151007","MsiExec.exe /X{E5748D30-7E6D-3A8E-BFE6-C1D02C6DDABB}","{E5748D30-7E6D-3A8E-BFE6-C1D02C6DDABB}","64"
"LASINFRA05","Visual C++ 9.0 SP1+KB971092 Runtime DLLs (x64/release)","9.0.30729.4148","Microsoft","20170831","MsiExec.exe /X{F0B158B4-4090-41F1-9AB5-D27781C9046A}","{F0B158B4-4090-41F1-9AB5-D27781C9046A}","64"
"LASINFRA05","SQL Server System CLR Types","10.3.5500.0","Microsoft Corporation","20151024","MsiExec.exe /I{F4264106-F90E-4076-98CF-1B878DB14513}","{F4264106-F90E-4076-98CF-1B878DB14513}","64"
"LASINFRA05","Microsoft SQL Server 2012 Management Objects  (x64)","11.0.2100.60","Microsoft Corporation","20140123","MsiExec.exe /I{FA0A244E-F3C2-4589-B42A-3D522DE79A42}","{FA0A244E-F3C2-4589-B42A-3D522DE79A42}","64"
