"Source Domain","Target Domain","Trust Direction","Trust Type","Attributes","whenCreated","whenChanged"
"USON.LOCAL","ROC.local","BiDirectional","Uplevel","Quarantined","6/17/2021 4:59:22 PM","9/16/2021 8:00:17 PM"
