"ObjectClass","Name","whenCreated","whenChanged","DistinguishedName"
"attributeSchema","ms-DS-Site-Affinity","11/9/2005 3:42:33 PM","5/19/2021 4:18:35 PM","CN=ms-DS-Site-Affinity,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-API-Gateway","7/11/2011 2:57:33 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-API-Gateway,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Context-Menu","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Admin-Context-Menu,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Issue-Warning-Quota","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Issue-Warning-Quota,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Delegate-List-Link","6/30/2014 11:26:41 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Delegate-List-Link,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingName","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingName,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-SiteName","11/20/2012 2:21:09 PM","5/19/2021 4:18:35 PM","CN=ms-DS-SiteName,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Alert-Units","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Alert-Units,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-API-Gateway-Path","7/11/2011 2:55:44 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-API-Gateway-Path,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Count","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Admin-Count,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Max-Receive-Size","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Max-Receive-Size,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Source-Anchor","5/28/2019 8:07:44 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Source-Anchor,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingOriginator","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingOriginator,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Delegate-User","7/11/2011 2:54:23 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Delegate-User,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Availability-Style","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Availability-Style,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-Filter-Type","7/11/2011 2:55:44 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-Filter-Type,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Source-Object-DN","11/9/2005 3:42:33 PM","5/19/2021 4:18:35 PM","CN=ms-DS-Source-Object-DN,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Description","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Admin-Description,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Max-Send-Size","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Max-Send-Size,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingOwner","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingOwner,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deleted-Item-Flags","7/11/2011 2:53:45 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Deleted-Item-Flags,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-Foreign-Domain","7/11/2011 2:55:44 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-Foreign-Domain,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-SPN-Suffixes","11/9/2005 3:42:33 PM","5/19/2021 4:18:35 PM","CN=ms-DS-SPN-Suffixes,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Display-Name","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Admin-Display-Name,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Recipient-Policy","7/11/2011 2:55:55 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Policy,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingProtocol","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingProtocol,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Availability-Window","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Availability-Window,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Strong-NTLM-Policy","5/28/2019 8:07:43 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Strong-NTLM-Policy,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deletion-Period","6/30/2014 11:27:40 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Deletion-Period,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Multiselect-Property-Pages","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Admin-Multiselect-Property-Pages,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingRating","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingRating,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Supported-Encryption-Types","11/20/2012 2:21:09 PM","5/19/2021 4:18:35 PM","CN=ms-DS-Supported-Encryption-Types,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Recipient-Policy-Container","7/11/2011 2:55:54 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Recipient-Policy-Container,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Cached-Via-Mail","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Cached-Via-Mail,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deliv-Cont-Length","7/11/2011 2:53:45 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Deliv-Cont-Length,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Admin-Property-Pages","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Admin-Property-Pages,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-SyncServerUrl","5/28/2019 8:07:08 AM","5/19/2021 4:18:36 PM","CN=ms-DS-SyncServerUrl,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Cached-Via-RPC","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Cached-Via-RPC,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingRecurrence","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingRecurrence,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Prohibit-Send-Quota","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Prohibit-Send-Quota,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Tasks-For-Az-Role","11/9/2005 3:42:33 PM","5/19/2021 4:18:33 PM","CN=ms-DS-Tasks-For-Az-Role,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deliv-EITs","7/11/2011 2:54:24 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Deliv-EITs,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Disk-Space","7/11/2011 2:55:47 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Disk-Space,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-Password","7/11/2011 2:55:44 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-Password,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingScope","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingScope,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Tasks-For-Az-Role-BL","11/9/2005 3:42:33 PM","5/19/2021 4:18:33 PM","CN=ms-DS-Tasks-For-Az-Role-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Prohibit-Send-Receive-Quota","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Prohibit-Send-Receive-Quota,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deliv-Ext-Cont-Types","7/11/2011 2:54:01 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Deliv-Ext-Cont-Types,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Escalation-Procedure","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Escalation-Procedure,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Tasks-For-Az-Task","11/9/2005 3:42:33 PM","5/19/2021 4:18:33 PM","CN=ms-DS-Tasks-For-Az-Task,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-GWise-User-Id","7/11/2011 2:55:44 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-GWise-User-Id,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Deliver-And-Redirect","7/11/2011 2:53:45 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Deliver-And-Redirect,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Rules-Quota","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Rules-Quota,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingStartTime","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingStartTime,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Tasks-For-Az-Task-BL","11/9/2005 3:42:33 PM","5/19/2021 4:18:33 PM","CN=ms-DS-Tasks-For-Az-Task-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Delivery-Agent-Connector","6/30/2014 11:25:30 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Delivery-Agent-Connector,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Hotsite-Poll-Interval","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Hotsite-Poll-Interval,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"subSchema","Aggregate","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Aggregate,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-SoftDeleted-Status","10/23/2019 3:45:52 PM","5/19/2021 4:18:36 PM","CN=ms-Exch-Recipient-SoftDeleted-Status,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-TDO-Egress-BL","5/28/2019 8:06:44 AM","5/19/2021 4:18:36 PM","CN=ms-DS-TDO-Egress-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingType","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingType,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Delivery-Mechanism","7/11/2011 2:54:01 PM","5/19/2021 4:18:35 PM","CN=ms-Exch-Delivery-Mechanism,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-HAB-Child-Departments-BL","6/30/2014 11:24:09 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-HAB-Child-Departments-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Hotsite-Poll-Units","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Hotsite-Poll-Units,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-TDO-Ingress-BL","5/28/2019 8:06:44 AM","5/19/2021 4:18:36 PM","CN=ms-DS-TDO-Ingress-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Allowed-Attributes","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Allowed-Attributes,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Recipient-Template","6/30/2014 11:23:10 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Template,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Send-Port","6/30/2014 11:23:33 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Smtp-Send-Port,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","meetingURL","11/9/2005 3:42:32 PM","5/19/2021 4:18:33 PM","CN=meetingURL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Mail-Update-Interval","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Mail-Update-Interval,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Delivery-Order","7/11/2011 2:54:24 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Delivery-Order,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Allowed-Attributes-Effective","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Allowed-Attributes-Effective,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-HAB-Child-Departments-Link","6/30/2014 11:24:08 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-HAB-Child-Departments-Link,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Delta-Sync-Client-Certificate-Thumbprint","6/30/2014 11:25:53 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Delta-Sync-Client-Certificate-Thumbprint,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Send-Protocol-Logging-Level","6/30/2014 11:23:33 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Smtp-Send-Protocol-Logging-Level,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Mail-Update-Units","7/11/2011 2:54:38 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Mail-Update-Units,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Allowed-Child-Classes","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Allowed-Child-Classes,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-HAB-Root-Department-BL","6/30/2014 11:24:08 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-HAB-Root-Department-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Department","6/30/2014 11:24:10 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Department,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Mode","7/11/2011 2:56:59 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Mode,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Send-Receive-Connector-Link","6/30/2014 11:23:37 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Smtp-Send-Receive-Connector-Link,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Allowed-Child-Classes-Effective","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Allowed-Child-Classes-Effective,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-HAB-Root-Department-Link","6/30/2014 11:24:08 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-HAB-Root-Department-Link,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Dereference-Aliases","7/11/2011 2:53:45 PM","5/19/2021 4:18:33 PM","CN=ms-Exch-Dereference-Aliases,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Monitored-Services","7/11/2011 2:55:47 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Monitored-Services,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Template-Flags","6/30/2014 11:23:07 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Template-Flags,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Alt-Security-Identities","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=Alt-Security-Identities,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Send-Tls-Domain","6/30/2014 11:27:30 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Smtp-Send-Tls-Domain,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Token-Group-Names","5/28/2019 8:07:42 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Token-Group-Names,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Dest-BH-Address","7/11/2011 2:54:24 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Dest-BH-Address,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Normal-Poll-Interval","7/11/2011 2:54:39 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Normal-Poll-Interval,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ANR","11/9/2005 3:42:30 PM","5/19/2021 4:18:35 PM","CN=ANR,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Recipient-Template-Policy","6/30/2014 11:25:07 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Template-Policy,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Send-Type","6/30/2014 11:23:33 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Smtp-Send-Type,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Destination-RG-DN","7/11/2011 2:54:24 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Destination-RG-DN,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Token-Group-Names-Global-And-Universal","5/28/2019 8:07:42 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Token-Group-Names-Global-And-Universal,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Normal-Poll-Units","7/11/2011 2:54:39 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Normal-Poll-Units,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","App-Schema-Version","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=App-Schema-Version,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Type-Details","6/30/2014 11:24:07 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Type-Details,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Smart-Host","7/11/2011 2:54:54 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Smtp-Smart-Host,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Device-Access-Control-Rule-BL","6/30/2014 11:26:41 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Device-Access-Control-Rule-BL,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Token-Group-Names-No-GC-Acceptable","5/28/2019 8:07:42 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Token-Group-Names-No-GC-Acceptable,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Notification-Rate","7/11/2011 2:56:59 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Notification-Rate,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","Application-Entity","11/9/2005 3:42:37 PM","5/19/2021 4:18:33 PM","CN=Application-Entity,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recipient-Validator-Cookies","6/30/2014 11:25:04 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Recipient-Validator-Cookies,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Smart-Host-Type","7/11/2011 2:54:55 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Smtp-Smart-Host-Type,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Device-Access-Control-Rule-Link","6/30/2014 11:26:41 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Device-Access-Control-Rule-Link,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Tombstone-Quota-Factor","11/9/2005 3:42:33 PM","5/19/2021 4:18:35 PM","CN=ms-DS-Tombstone-Quota-Factor,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Monitoring-Override","10/23/2019 3:47:07 PM","5/19/2021 4:18:36 PM","CN=ms-Exch-Monitoring-Override,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","Application-Name","11/9/2005 3:42:30 PM","5/19/2021 4:18:33 PM","CN=Application-Name,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Reconciliation-Config","6/30/2014 11:27:35 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Reconciliation-Config,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","ms-Exch-Device-Access-Rule","6/30/2014 11:26:43 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Device-Access-Rule,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-TLS-Certificate","10/23/2019 3:46:53 PM","5/19/2021 4:18:36 PM","CN=ms-Exch-Smtp-TLS-Certificate,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Top-Quota-Usage","11/9/2005 3:42:33 PM","5/19/2021 4:18:35 PM","CN=ms-DS-Top-Quota-Usage,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Override-Apply-Version","10/23/2019 3:47:06 PM","5/19/2021 4:18:36 PM","CN=ms-Exch-Monitoring-Override-Apply-Version,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","Application-Process","11/9/2005 3:42:37 PM","5/19/2021 4:18:33 PM","CN=Application-Process,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Polling-Rate","7/11/2011 2:56:59 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Polling-Rate,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","Application-Settings","11/9/2005 3:42:37 PM","5/19/2021 4:18:33 PM","CN=Application-Settings,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Reconciliation-Cookies","6/30/2014 11:27:35 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Reconciliation-Cookies,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-Tls-Senders-Certificate-Name","10/23/2019 3:47:00 PM","5/19/2021 4:18:36 PM","CN=ms-Exch-Smtp-Tls-Senders-Certificate-Name,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Transformation-Rules","5/28/2019 8:06:43 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Transformation-Rules,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Queue-Polling-Frequency","7/11/2011 2:55:47 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Queue-Polling-Frequency,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","Application-Site-Settings","11/9/2005 3:42:37 PM","5/19/2021 4:18:33 PM","CN=Application-Site-Settings,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Smtp-TRN-Smart-Host","7/11/2011 2:55:51 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Smtp-TRN-Smart-Host,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-DS-Transformation-Rules-Compiled","5/28/2019 8:06:43 AM","5/19/2021 4:18:36 PM","CN=ms-DS-Transformation-Rules-Compiled,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Device-Access-Rule-Characteristic","6/30/2014 11:26:40 AM","5/19/2021 4:18:35 PM","CN=ms-Exch-Device-Access-Rule-Characteristic,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Recovery","7/11/2011 2:54:45 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Recovery,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"attributeSchema","ms-Exch-Monitoring-Queue-Polling-Interval","7/11/2011 2:55:47 PM","5/19/2021 4:18:34 PM","CN=ms-Exch-Monitoring-Queue-Polling-Interval,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
"classSchema","Application-Version","11/9/2005 3:42:37 PM","5/19/2021 4:18:33 PM","CN=Application-Version,CN=Schema,CN=Configuration,DC=USON,DC=LOCAL"
