"Name","Depth","DistinguishedName","Link Order","GPO","Enforced","Link Enabled","BlockInheritance","gPLink","gPOptions"
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","6","Publish Desktop Shortcuts","False","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","5","RDS Folder ReDirection","False","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","4","Terminal Server","True","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","3","Screen Saver Policy ","False","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","2","Java Security","False","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Test TERMINAL SERVERS","3","OU=Test TERMINAL SERVERS,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL","1","Internet Explorer Policy","False","True","False","[LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={04129B66-7977-4D14-968D-3CD0B40A7930},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={551E6777-204A-4A7D-A65E-CEADB3E33208},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"Computers","5","OU=Computers,OU=NV009 - OCLA Charleston-Rancho,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL",,,,,"False","",
"IM LAPTOPS","4","OU=IM LAPTOPS,OU=IM COMPUTERS,OU=OCPC,OU=OMP,DC=USON,DC=LOCAL","1","Power Policy","False","True","False","[LDAP://cn={064A6297-9D6E-4881-B905-EC32AB85F53F},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MTS_OPT","3","OU=MTS_OPT,OU=MTS SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL",,,,,"False","",
"Urology Specialists","2","OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL",,,,,"False","",
"MSO-Eastern","3","OU=MSO-Eastern,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL",,,,,"False","",
"MTS_2xUSON","3","OU=MTS_2xUSON,OU=MTS SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL",,,,,"False","",
"MTS_USON","3","OU=MTS_USON,OU=MTS SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL",,,,,"False","",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","7","ME ServiceDesk Agent","False","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","6","Workstation Local Admin","True","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","5","Bitlocker Management","False","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","4","Splash Screen ","False","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","3","Windows Firewall ","False","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","2","Builtin Admin","False","False","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"MSO COMPUTERS","2","OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","1","Workstations","False","True","False","[LDAP://cn={D7278FB1-90AF-4ECA-9294-E5DF5FBD5CCC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F4DA656F-D38A-4EA9-AA9D-8EAEA1F51561},cn=policies,cn=system,DC=USON,DC=LOCAL;1][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"NV102 - USON GoldRing","3","OU=NV102 - USON GoldRing,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL",,,,,"False","",
"Finance/Accounting","2","OU=Finance/Accounting,OU=SMA/Optum,DC=USON,DC=LOCAL",,,,,"False","",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","15","Workstation Local Admin","True","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","14","Workstations","False","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","13","Windows Firewall ","False","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","12","Windows 10","False","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","11","Start Menu Focus Log Off","False","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
"OMS-Tenaya","3","OU=OMS-Tenaya,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL","10","Splash Screen ","False","True","False","[LDAP://cn={3EE8A85D-B4E5-4395-B3AC-6A749048CD02},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={D0EBC953-B6D8-4A0A-9F89-202381712C5C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={9312626F-8075-42B3-B376-144F68763F12},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25BF849-6BEA-40B4-9D17-23D24802EDC1},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={DC2E803C-A49D-4A84-A070-9B0CEDAE39A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0]",
