"Name","Depth","DistinguishedName","Link Order","GPO","Enforced","Link Enabled","BlockInheritance","gPLink","gPOptions"
"USON","1","OU=USON,DC=USON,DC=LOCAL","3","Screen Saver Policy ","False","True","False","[LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={382628AA-5D5D-4BAF-BE6B-9788E9E6BEEB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","0"
"USON","1","OU=USON,DC=USON,DC=LOCAL","2","IE 32bit Shortcut","False","True","False","[LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={382628AA-5D5D-4BAF-BE6B-9788E9E6BEEB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","0"
"USON","1","OU=USON,DC=USON,DC=LOCAL","1","Publish Desktop Shortcuts","False","True","False","[LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C6CE86EF-81DF-40AF-A6BA-B9867C788E9D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={382628AA-5D5D-4BAF-BE6B-9788E9E6BEEB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={4667961D-D7C8-41BB-B3E1-AD7B6810111D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={081B9B4C-989F-4452-9AA6-F2D4209B8D09},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","0"
"SERVERS","2","OU=SERVERS,OU=USON,DC=USON,DC=LOCAL","4","Windows Update Servers No Updates","False","True","True","[LDAP://cn={07FC5F21-F066-477C-9CCC-9B89B09F7DBB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F7DA6932-E868-4EA7-B134-BA153D218069},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={2A760320-9D6B-44B3-AEC1-0F37ABE3B3D0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","1"
"SERVERS","2","OU=SERVERS,OU=USON,DC=USON,DC=LOCAL","3","Server Local Admin","False","True","True","[LDAP://cn={07FC5F21-F066-477C-9CCC-9B89B09F7DBB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F7DA6932-E868-4EA7-B134-BA153D218069},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={2A760320-9D6B-44B3-AEC1-0F37ABE3B3D0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","1"
"SERVERS","2","OU=SERVERS,OU=USON,DC=USON,DC=LOCAL","2","Server Accounts","False","True","True","[LDAP://cn={07FC5F21-F066-477C-9CCC-9B89B09F7DBB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F7DA6932-E868-4EA7-B134-BA153D218069},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={2A760320-9D6B-44B3-AEC1-0F37ABE3B3D0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","1"
"SERVERS","2","OU=SERVERS,OU=USON,DC=USON,DC=LOCAL","1","Splash Screen ","False","True","True","[LDAP://cn={07FC5F21-F066-477C-9CCC-9B89B09F7DBB},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={F7DA6932-E868-4EA7-B134-BA153D218069},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={2A760320-9D6B-44B3-AEC1-0F37ABE3B3D0},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={6DDF751F-DB47-4437-AD33-E7BA20928279},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","1"
"Certificate Services","3","OU=Certificate Services,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL",,,,,"False","",
"NDA","1","OU=NDA,DC=USON,DC=LOCAL","1","Windows Update Servers No Updates","False","True","True","[LDAP://cn={07FC5F21-F066-477C-9CCC-9B89B09F7DBB},cn=policies,cn=system,DC=USON,DC=LOCAL;0]","1"
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","14","Windows Firewall ","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","13","UHG Petya Decoy","True","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","12","UHG ETD CTI Opt-IN","True","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","11","Start Menu Focus Log Off","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","10","Screen Saver Policy ","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","9","Remote Registry","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","8","Publish Desktop Shortcuts","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","7","Internet Explorer Policy","False","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
"MSO","2","OU=MSO,OU=NDA,DC=USON,DC=LOCAL","6","Interactive Logon","True","True","False","[LDAP://cn={52438145-0AFA-475A-A022-6FF068FDA530},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={5FC7DF70-E90E-4AA0-A8E5-27509D3705A0},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={F87E0B1F-C7F0-4004-858B-45DF11D7985C},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={BC395810-ABD5-4E65-A65C-41E2348C9E58},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={CAFEF033-5256-48CE-BB65-329D614D01A2},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={BC475391-AEB0-4982-9CF4-5C9D25C50B83},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={0F892AC0-18AB-47CB-BBFF-44DC5975ACFC},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={C25DD027-5D73-408D-AB72-FA23B44F972A},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={82418D5B-8801-44EC-AFBB-1576C2D62767},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={79C9C069-0714-422F-82C3-C7BBD4DCE21D},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={3DDCF573-9503-42D3-9C9F-9820DDA3748E},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={AC350795-DF59-4DA1-ADEA-63ADB570E4D4},cn=policies,cn=system,DC=USON,DC=LOCAL;2][LDAP://cn={62E72F94-63D4-4AA7-8ED1-E2DF6C9BB621},cn=policies,cn=system,DC=USON,DC=LOCAL;0][LDAP://cn={98104C72-8E50-478F-9D16-B9B8043EAF80},cn=policies,cn=system,DC=USON,DC=LOCAL;2]",
