"User","Source","Time","EventType","Controller"
"jomartinez","Unlocked By: MOconner.Advisor","12/1/2017 7:28:40 AM","Unlock","LASDC02"
"jomartinez","Unlocked By: MOconner.Advisor","12/1/2017 7:31:51 AM","Unlock","LASDC02"
"SHinds.Advisor","DPC-18457","12/1/2017 7:48:43 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/1/2017 7:59:11 AM","Lockout","LASDC02"
"TReynolds","DPC-20491","12/1/2017 8:00:27 AM","Lockout","LASDC02"
"TReynolds","Unlocked By: MOconner.Advisor","12/1/2017 8:06:33 AM","Unlock","LASDC02"
"bdavis","DPC-20486","12/1/2017 8:13:02 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/1/2017 8:27:01 PM","Lockout","LASDC02"
"bdavis","LASEXCH02","12/1/2017 8:56:38 AM","Lockout","LASDC02"
"sharrison","DPC-20373","12/1/2017 9:13:50 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/1/2017 9:17:05 AM","Lockout","LASDC02"
"bdavis","Unlocked By: WListon.Advisor","12/1/2017 9:39:19 AM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/1/2017 9:46:01 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 1:22:32 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/10/2017 1:34:18 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/10/2017 10:02:54 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 10:07:57 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASPEGASQL01","12/10/2017 10:30:19 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/10/2017 11:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 11:06:02 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 11:10:09 PM","Lockout","LASDC01"
"HPamarthi.Advisor","LASSQL03","12/10/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/10/2017 12:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 12:22:53 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 12:32:56 PM","Lockout","LASDC05"
"NFedei.Advisor","LASINFRA03","12/10/2017 2:19:09 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 2:37:54 AM","Lockout","LASDC02"
"Guest","LASISE01","12/10/2017 2:41:29 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 2:42:52 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 2:57:55 PM","Lockout","LASDC05"
"Guest","LASISE01","12/10/2017 3:35:04 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 3:47:52 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 3:58:10 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/10/2017 5:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/10/2017 5:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 5:24:42 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 5:35:36 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASETL04","12/10/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/10/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/10/2017 6:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 6:16:38 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/10/2017 6:22:10 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/10/2017 7:37:53 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 7:42:56 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/10/2017 8:40:07 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/10/2017 8:46:38 PM","Lockout","LASDC01"
"Guest","LASISE01","12/11/2017 1:26:43 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 1:35:18 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 1:46:15 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 10:23:00 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 10:28:05 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASPEGASQL01","12/11/2017 10:30:19 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/11/2017 11:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 11:22:26 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 11:26:54 PM","Lockout","LASDC01"
"CBarnes.Advisor","DPC-19261","12/11/2017 11:45:54 AM","Lockout","LASDC02"
"CBarnes.Advisor","Unlocked By: Disacoff.Advisor","12/11/2017 11:46:50 AM","Unlock","LASDC02"
"HPamarthi.Advisor","LASETL04","12/11/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/11/2017 12:00:00 PM","Lockout","LASDC02"
"Guest","LASISE01","12/11/2017 12:12:50 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 12:41:57 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 12:43:02 PM","Lockout","LASDC02"
"Guest","LASISE01","12/11/2017 12:44:21 AM","Lockout","LASDC02"
"Guest","LASISE01","12/11/2017 2:14:59 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 3:03:01 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 3:08:01 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 4:05:44 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 4:09:04 PM","Lockout","LASDC01"
"HPamarthi.Advisor","LASPEGASQL01","12/11/2017 5:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/11/2017 5:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 5:46:35 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 5:57:39 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASSQL03","12/11/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASETL04","12/11/2017 6:00:00 PM","Lockout","LASDC02"
"jdocena","DPC-20776","12/11/2017 6:02:42 AM","Lockout","LASDC01"
"jdocena","Unlocked By: cdavis.advisor","12/11/2017 6:17:25 AM","Unlock","LASDC01"
"csantiago","DPC-20730","12/11/2017 6:29:02 AM","Lockout","LASDC02"
"csantiago","Unlocked By: cdavis.advisor","12/11/2017 6:32:09 AM","Unlock","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 6:34:46 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 6:34:54 PM","Lockout","LASDC01"
"capsystest","VDI-60034","12/11/2017 7:20:42 AM","Lockout","LASDC02"
"gfunk","DPC-18771","12/11/2017 7:21:50 AM","Lockout","LASDC01"
"gfunk","Unlocked By: Disacoff.Advisor","12/11/2017 7:23:52 AM","Unlock","LASDC02"
"capsystest","Unlocked By: Disacoff.Advisor","12/11/2017 7:29:23 AM","Unlock","LASDC02"
"DPaquette","DPC-21211","12/11/2017 7:35:45 AM","Lockout","LASDC02"
"DPaquette","Unlocked By: MOconner.Advisor","12/11/2017 7:36:58 AM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 7:53:01 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 7:57:59 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/11/2017 8:03:04 PM","Lockout","LASDC05"
"JWilliams","Unlocked By: Disacoff.Advisor","12/11/2017 8:06:29 AM","Unlock","LASDC02"
"asimmons","DPC-18770","12/11/2017 8:51:02 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/11/2017 8:58:39 AM","Lockout","LASDC01"
"asimmons","Unlocked By: JCline.Advisor","12/11/2017 8:58:49 AM","Unlock","LASDC01"
"ssadmnpri","LASSECSRV01","12/11/2017 9:03:07 PM","Lockout","LASDC01"
"MLEWIS","DPC-20489","12/11/2017 9:20:34 AM","Lockout","LASDC02"
"MLEWIS","Unlocked By: RPreta.Advisor","12/11/2017 9:22:47 AM","Unlock","LASDC02"
"Rdowd","Unlocked By: sbonar","12/11/2017 9:36:48 AM","Unlock","LASDC02"
"lpetitjean.advisor","LASSFSUPG01","12/11/2017 9:55:15 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 1:04:07 AM","Lockout","LASDC05"
"tiwsmgr","LASTI02","12/12/2017 1:14:02 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 1:15:10 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/12/2017 1:50:30 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/12/2017 1:56:58 PM","Lockout","LASDC01"
"MGray.Advisor","Unlocked By: Disacoff.Advisor","12/12/2017 10:11:08 AM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 10:28:11 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/12/2017 10:30:19 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 10:33:08 AM","Lockout","LASDC05"
"DPaquette","DPC-21211","12/12/2017 10:36:01 AM","Lockout","LASDC02"
"DPaquette","Unlocked By: WListon.Advisor","12/12/2017 10:49:15 AM","Unlock","LASDC02"
"DPayne.Advisor","Unlocked By: MOconner.Advisor","12/12/2017 10:49:34 AM","Unlock","LASDC01"
"HPamarthi.Advisor","LASPEGASQL01","12/12/2017 11:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 11:33:08 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 11:33:10 AM","Lockout","LASDC01"
"HPamarthi.Advisor","LASPEGASQL01","12/12/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/12/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASETL04","12/12/2017 12:00:00 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/12/2017 12:00:00 PM","Lockout","LASDC02"
"RWilliams","DPC-21244","12/12/2017 12:05:49 PM","Lockout","LASDC02"
"RWilliams","Unlocked By: RPreta.Advisor","12/12/2017 12:06:59 PM","Unlock","LASDC02"
"Guest","LASISE01","12/12/2017 12:15:37 AM","Lockout","LASDC02"
"DPaquette","DPC-21211","12/12/2017 12:49:25 PM","Lockout","LASDC02"
"DPaquette","Unlocked By: JCline.Advisor","12/12/2017 12:53:39 PM","Unlock","LASDC02"
"HRoberts","DPC-21218","12/12/2017 3:07:38 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 3:13:05 AM","Lockout","LASDC05"
"HRoberts","Unlocked By: WListon.Advisor","12/12/2017 3:17:21 PM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 3:23:09 PM","Lockout","LASDC05"
"Register","DPC-18219","12/12/2017 3:33:09 PM","Lockout","LASDC02"
"HRoberts","DPC-21218","12/12/2017 3:59:14 PM","Lockout","LASDC02"
"HRoberts","Unlocked By: Disacoff.Advisor","12/12/2017 4:07:27 PM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 4:16:30 AM","Lockout","LASDC02"
"Wharp.Advisor","LASMEDIA01","12/12/2017 4:56:42 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/12/2017 5:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/12/2017 5:00:00 PM","Lockout","LASDC02"
"Wharp.Advisor","Unlocked By: mmcatee.advisor","12/12/2017 5:00:05 PM","Unlock","LASDC01"
"ssadmnpri","LASSECSRV01","12/12/2017 5:43:08 PM","Lockout","LASDC05"
"smoore","DPC-17755","12/12/2017 5:52:16 AM","Lockout","LASDC02"
"smoore","Unlocked By: MOconner.Advisor","12/12/2017 5:54:06 AM","Unlock","LASDC01"
"HPamarthi.Advisor","LASSQL03","12/12/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/12/2017 6:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 6:08:44 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/12/2017 6:44:51 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/12/2017 6:44:59 PM","Lockout","LASDC02"
"mabraham","DPC-20772","12/12/2017 7:12:31 AM","Lockout","LASDC02"
"mabraham","Unlocked By: MOconner.Advisor","12/12/2017 7:13:48 AM","Unlock","LASDC01"
"MMcatee.Advisor","DPC-19875","12/12/2017 8:07:36 AM","Lockout","LASDC02"
"MMcAtee","DPC-19875","12/12/2017 8:07:47 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 8:08:09 PM","Lockout","LASDC02"
"MMcatee.Advisor","Unlocked By: wharp.advisor","12/12/2017 8:08:58 AM","Unlock","LASDC01"
"MMcAtee","Unlocked By: wharp.advisor","12/12/2017 8:10:19 AM","Unlock","LASDC01"
"ssadmnpri","LASSECSRV01","12/12/2017 8:10:34 AM","Lockout","LASDC01"
"MMcAtee","Unlocked By: wharp.advisor","12/12/2017 8:10:44 AM","Unlock","LASDC01"
"MMcAtee","Unlocked By: mmcatee.advisor","12/12/2017 8:12:42 AM","Unlock","LASDC01"
"MMcAtee","Unlocked By: mmcatee.advisor","12/12/2017 8:12:59 AM","Unlock","LASDC01"
"sthompson","WORKSTATION","12/12/2017 8:39:53 AM","Lockout","LASDC02"
"sthompson","Unlocked By: Disacoff.Advisor","12/12/2017 8:51:59 AM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 9:08:46 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/12/2017 9:09:20 PM","Lockout","LASDC02"
"gmoreno","DPC-19121","12/12/2017 9:10:09 AM","Lockout","LASDC02"
"gmoreno","Unlocked By: RPreta.Advisor","12/12/2017 9:18:12 AM","Unlock","LASDC02"
"LJabbi","DPC-18568","12/12/2017 9:33:01 AM","Lockout","LASDC02"
"LJabbi","Unlocked By: WListon.Advisor","12/12/2017 9:34:13 AM","Unlock","LASDC02"
"thaynal","DPC-20382","12/12/2017 9:46:07 AM","Lockout","LASDC02"
"thaynal","Unlocked By: WListon.Advisor","12/12/2017 9:50:20 AM","Unlock","LASDC02"
"lpetitjean.advisor","LASSFSUPG01","12/12/2017 9:55:17 AM","Lockout","LASDC02"
"HRoberts","LASEXCH02","12/13/2017 1:28:07 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 1:56:51 AM","Lockout","LASDC02"
"DPaquette","Unlocked By: WListon.Advisor","12/13/2017 10:03:34 AM","Unlock","LASDC02"
"Channa","DPC-21253","12/13/2017 10:13:30 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/13/2017 10:30:19 AM","Lockout","LASDC02"
"GGrimaldo","DPC-19351","12/13/2017 10:32:45 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 10:34:20 AM","Lockout","LASDC05"
"HPamarthi.Advisor","LASPEGASQL01","12/13/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/13/2017 12:00:00 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/13/2017 12:53:10 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 12:58:11 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/13/2017 3:23:12 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 3:28:01 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/13/2017 4:22:27 AM","Lockout","LASDC02"
"HRoberts","LASEXCH03","12/13/2017 4:28:23 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/13/2017 5:00:00 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 5:38:18 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 5:43:11 AM","Lockout","LASDC05"
"HPamarthi.Advisor","LASETL04","12/13/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/13/2017 6:00:00 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 6:45:17 AM","Lockout","LASDC02"
"MCorner","DPC-20525","12/13/2017 7:28:28 AM","Lockout","LASDC02"
"MCorner","Unlocked By: Disacoff.Advisor","12/13/2017 7:29:27 AM","Unlock","LASDC02"
"MCorner","DPC-20525","12/13/2017 7:30:54 AM","Lockout","LASDC02"
"MCorner","Unlocked By: Disacoff.Advisor","12/13/2017 7:53:22 AM","Unlock","LASDC02"
"jbattista","DPC-20890","12/13/2017 7:59:50 AM","Lockout","LASDC02"
"OIvanova","DPC-20338","12/13/2017 8:06:01 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/13/2017 8:08:12 AM","Lockout","LASDC02"
"jbattista","Unlocked By: JBattista.Advisor","12/13/2017 8:10:34 AM","Unlock","LASDC01"
"MCorner","DPC-20525","12/13/2017 8:12:05 AM","Lockout","LASDC02"
"OIvanova","Unlocked By: WListon.Advisor","12/13/2017 8:30:17 AM","Unlock","LASDC02"
"OIvanova","DPC-20338","12/13/2017 8:31:20 AM","Lockout","LASDC02"
"OIvanova","Unlocked By: WListon.Advisor","12/13/2017 8:32:27 AM","Unlock","LASDC02"
"ldeguzman","DPC-18559","12/13/2017 8:45:11 AM","Lockout","LASDC02"
"MCorner","DPC-20525","12/13/2017 8:46:01 AM","Lockout","LASDC02"
"braju.Advisor","Unlocked By: MOconner.Advisor","12/13/2017 8:48:13 AM","Unlock","LASDC01"
"yalemu.Advisor","Unlocked By: MOconner.Advisor","12/13/2017 8:50:27 AM","Unlock","LASDC01"
"Mwroblewski.Advisor","Unlocked By: Mwroblewski.Advisor","12/13/2017 8:59:47 AM","Unlock","LASDC01"
"ssadmnpri","LASSECSRV01","12/13/2017 9:09:16 AM","Lockout","LASDC02"
"DPaquette","DPC-21211","12/13/2017 9:55:36 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 1:29:00 AM","Lockout","LASDC02"
"tiwsmgr","LASTI02","12/2/2017 1:40:40 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 1:58:43 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/2/2017 10:21:02 AM","Lockout","LASDC05"
"HPamarthi.Advisor","LASPEGASQL01","12/2/2017 10:30:19 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 10:50:43 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 10:51:05 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASPEGASQL01","12/2/2017 11:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 11:28:39 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/2/2017 11:56:05 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/2/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/2/2017 12:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 12:21:00 AM","Lockout","LASDC02"
"HPamarthi","LASSQL02N06","12/2/2017 12:21:12 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/2/2017 12:30:39 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/2/2017 12:51:03 PM","Lockout","LASDC05"
"jomartinez","DPC-20786","12/2/2017 2:41:54 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 2:46:02 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 3:44:19 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/2/2017 3:56:01 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 4:29:07 PM","Lockout","LASDC01"
"HPamarthi.Advisor","LASPEGASQL01","12/2/2017 5:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/2/2017 5:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 5:35:11 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/2/2017 5:51:04 PM","Lockout","LASDC05"
"HPamarthi.Advisor","LASETL04","12/2/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/2/2017 6:00:00 PM","Lockout","LASDC02"
"Guest","LASISE01","12/2/2017 6:03:00 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 6:29:19 AM","Lockout","LASDC02"
"AxisTVUser","LASVD-6600-2-2","12/2/2017 6:52:20 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 6:56:04 PM","Lockout","LASDC02"
"AxisTVUser","LASVD-6600-2-3","12/2/2017 7:37:30 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 7:51:02 AM","Lockout","LASDC05"
"NFedei.Advisor","LASVD-6600-2-8","12/2/2017 7:57:16 PM","Lockout","LASDC02"
"tjervis","DPC-20803","12/2/2017 8:07:43 AM","Lockout","LASDC02"
"AxisTVUser","LASVD-6600-3-2","12/2/2017 8:10:55 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 8:21:05 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/2/2017 8:59:02 AM","Lockout","LASDC01"
"Cserrano","DPC-20388","12/2/2017 9:03:55 AM","Lockout","LASDC02"
"Cserrano","Unlocked By: jlane.advisor","12/2/2017 9:09:20 AM","Unlock","LASDC02"
"ssadmnpri","LASSECSRV01","12/2/2017 9:28:52 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 1:16:07 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 1:56:09 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 10:01:08 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/3/2017 10:30:19 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/3/2017 10:30:19 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 10:31:11 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 11:21:10 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 11:26:08 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/3/2017 11:56:12 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/3/2017 12:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/3/2017 12:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 12:31:09 PM","Lockout","LASDC02"
"NFedei.Advisor","LASINFRA03","12/3/2017 2:19:26 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 2:28:18 AM","Lockout","LASDC02"
"Guest","LASISE01","12/3/2017 2:43:19 AM","Lockout","LASDC02"
"tiwsmgr","LASTI02","12/3/2017 2:58:54 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 3:03:46 PM","Lockout","LASDC02"
"Guest","LASISE01","12/3/2017 3:15:32 AM","Lockout","LASDC02"
"Guest","LASISE01","12/3/2017 3:48:25 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 3:51:06 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 3:55:18 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/3/2017 4:21:11 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 4:26:10 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/3/2017 4:56:12 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/3/2017 5:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/3/2017 5:00:00 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 5:34:11 PM","Lockout","LASDC01"
"HPamarthi.Advisor","LASSQL03","12/3/2017 6:00:00 AM","Lockout","LASDC02"
"HPamarthi.Advisor","LASETL04","12/3/2017 6:00:00 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASSQL03","12/3/2017 6:00:00 PM","Lockout","LASDC02"
"DWalton","DPC-18495","12/3/2017 6:15:25 AM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/3/2017 6:16:11 AM","Lockout","LASDC02"
"HPamarthi","LASSQL02N06","12/3/2017 6:47:45 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 6:56:10 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 7:26:08 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 8:03:56 PM","Lockout","LASDC02"
"HPamarthi","LASSQL02N06","12/3/2017 8:45:38 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 8:56:08 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 8:59:48 AM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/3/2017 9:21:12 PM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/3/2017 9:26:11 PM","Lockout","LASDC05"
"ssadmnpri","LASSECSRV01","12/4/2017 1:03:45 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/4/2017 1:23:57 PM","Lockout","LASDC01"
"Guest","LASISE01","12/4/2017 1:33:18 AM","Lockout","LASDC02"
"SEttefagh","DPC-20754","12/4/2017 1:54:15 PM","Lockout","LASDC02"
"SEttefagh","Unlocked By: WListon.Advisor","12/4/2017 1:56:15 PM","Unlock","LASDC02"
"RWhitty","DPC-21241","12/4/2017 10:09:43 PM","Lockout","LASDC02"
"HPamarthi.Advisor","LASPEGASQL01","12/4/2017 10:30:19 AM","Lockout","LASDC02"
"RWhitty","DPC-21241","12/4/2017 10:40:29 PM","Lockout","LASDC02"
"OIvanova","DPC-20338","12/4/2017 10:44:32 AM","Lockout","LASDC02"
"ssadmnpri","LASSECSRV01","12/4/2017 10:57:32 PM","Lockout","LASDC01"
"ssadmnpri","LASSECSRV01","12/4/2017 10:59:32 AM","Lockout","LASDC01"
"HPamarthi.Advisor","LASPEGASQL01","12/4/2017 11:00:00 PM","Lockout","LASDC02"
"RWhitty","DPC-21241","12/4/2017 11:11:48 PM","Lockout","LASDC02"
"sharrison","DPC-20373","12/4/2017 11:18:08 AM","Lockout","LASDC02"
