"MMs Column Name","MMS Column Value","Item URL","List Name","List URL"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=459","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=461","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","holiday;Independence Day;Flag;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=462","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=463","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Doctor;Kelsey Research Foundation;people;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=464","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Computer;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=465","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=467","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Alert;Safety;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=468","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=469","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=472","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Health;Kelsey Logos;News;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=473","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Admin;Teamwork;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=474","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Clinic;Growth;Health;News;Flag;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=475","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Clinic;Growth;News;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=476","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;National Weeks;Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=477","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;Doctor;Growth;Kelsey Leadership;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=478","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Admin;people;Growth;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=479","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;Growth;IT;Kelsey Leadership;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=480","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Carousel;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=481","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;News;Connections;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=483","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","benefits;News;Wellness;EAP;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=484","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","people;Kelsey Logos;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=485","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Clinic;Growth;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=486","Images","https://prod-pulse.kscpulse.com/PublishingImages"
"ImageTags","Kelsey Logos;people;Connections;","https://prod-pulse.kscpulse.com/PublishingImages/Forms/DispForm.aspx?ID=487","Images","https://prod-pulse.kscpulse.com/PublishingImages"
