"ServerName","IISVersion","Pingable","PSComputerName","RunspaceId","PSShowComputerName"
"LASNOBHAR01.fnbm.corp","Version8.5","True","localhost","736c3d9a-cb3a-4dd5-ab75-2402de101f73","False"
"LASNOBVAS01.creditoneapp.biz","Not Installed.","True","localhost","3a22b456-18f9-42f0-a501-4f6f25ea2a8a","False"
"LASNOBWEB01.creditoneapp.biz","Not Installed.","True","localhost","f63dc49b-79bc-4543-b397-4d9b1f7b4840","False"
"LASNOBWEB01.fnbm.corp","Version8.5","True","localhost","8b5d8646-00dc-458c-9258-f803a1385137","False"
"LASPATCH01.fnbm.corp","Not Installed.","True","localhost","6a221c02-0767-423c-8d93-9b87bbe36ed4","False"
"LASPDEV01GUI.fnbm.corp","Version8.0","True","localhost","754bfe8c-2166-4934-a7dc-1a97f870ac93","False"
"LASPDEV01MT.fnbm.corp","Version8.0","True","localhost","1aa3a0dd-874c-4989-bdf7-11a2ceb4c7eb","False"
"LASPDEV01WEB.fnbm.corp","Version8.0","True","localhost","cb693459-3f0b-4bba-8073-0b464e48f335","False"
"LASPEGASQL01.fnbm.corp","Not Installed.","True","localhost","99d8bdb0-e293-4c3d-9ebe-b053295eb64d","False"
"LASPGACASMT01.fnbm.corp","Version8.5","True","localhost","86adcb3d-6724-488f-998f-07da441cb675","False"
"LASPGACASMT02.fnbm.corp","Version8.5","True","localhost","1d54fb25-0cd2-4bf6-9e57-6156087b6478","False"
"LASPGACASMT03.fnbm.corp","Version8.5","True","localhost","8c0927fb-2856-414e-aa3b-305554e1cd71","False"
"LASPGACASMT04.fnbm.corp","Version8.5","True","localhost","e476bc64-6385-4999-b45d-82b8c83e5f50","False"
"LASPGACASMT05.fnbm.corp","Version8.5","True","localhost","87a7fa96-05c5-4525-9e9c-8cedc2038da4","False"
"LASPGACASMT06.fnbm.corp","Version8.5","True","localhost","d2bbb9ed-8ea2-4098-ba74-366c72e82cf6","False"
"LASPGACASMT07.fnbm.corp","Version8.5","True","localhost","a47c0bc2-63e3-4589-a7bd-e0b6c94dc36d","False"
"LASPGACASMT08.fnbm.corp","Version8.5","True","localhost","6d8b9477-b2b4-4990-9d62-b098c8417609","False"
"LASPGAHF01MT01.fnbm.corp","Version8.5","True","localhost","f739964a-5515-4302-b409-06e0428eb22b","False"
"LASPGAMT01.fnbm.corp","Version8.5","True","localhost","dbd348c4-5dc6-44c3-85b3-3aaed5756b9e","False"
"LASPGAMT02.fnbm.corp","Version8.5","True","localhost","413360cf-b4dd-4d29-8886-e1e5d8a4fae1","False"
"LASPGAMT03.fnbm.corp","Version8.5","True","localhost","37ec8de8-4732-4bb8-a981-5289f2492fd7","False"
"LASPGAMT04.fnbm.corp","Version8.5","True","localhost","fae3cd2c-877d-4dba-99be-07f1e4e38a00","False"
"LASPGAMT05.fnbm.corp","Version8.5","True","localhost","3aad74c5-9ac6-496b-b961-b5d8ec98fe27","False"
"LASPGAMT06.fnbm.corp","Version8.5","True","localhost","ec48c8fd-be86-4872-825e-50c7be7017dc","False"
"LASPGAMT07.fnbm.corp","Version8.5","True","localhost","76ff3c94-f66b-4800-b58a-8b4a4067eb59","False"
"LASPGAMT08.fnbm.corp","Version8.5","True","localhost","ecb2b02d-1145-425b-bb78-69819bce2676","False"
"LASPGASIM01MT01.fnbm.corp","Version8.5","True","localhost","50e7ee18-81fd-490a-ae12-41754866c82a","False"
"LASPGASIM01MT02.fnbm.corp","Version8.5","True","localhost","6395c76e-7c25-4f31-ade5-0cf7ff3a0d53","False"
"LASPGASIM01MT03.fnbm.corp","Version8.5","True","localhost","f5546dcc-84b5-4ae6-8157-5e3fd3168bb6","False"
"LASPGASIM01MT04.fnbm.corp","Version8.5","True","localhost","c97126ad-c677-484f-8fbe-b14d80618a98","False"
"LASPGATRN01MT01.fnbm.corp","Version8.5","True","localhost","0a54106a-c3eb-4888-855d-99bf97b82016","False"
"LASPGATST03MT01.fnbm.corp","Version8.5","True","localhost","3845aeeb-105c-4355-b813-8a03a7c8499f","False"
"LASPGATST04MT01.fnbm.corp","Version8.5","True","localhost","2c274e22-8886-4db5-8936-aff156e23b38","False"
"LASPGATST05MT01.fnbm.corp","Version8.5","True","localhost","89e4c956-5749-4551-b508-8684a59aecd3","False"
"LASPGATST06MT01.fnbm.corp","Version8.5","True","localhost","4dc2bbd4-6345-472d-b9ba-e21d57bec804","False"
"LASPROCAPP01.creditoneapp.biz","Version8.5","True","localhost","a479be49-32f0-4384-a89a-fcba7c937eaf","False"
"LASPROCAPP02.creditoneapp.biz","Version8.5","True","localhost","08086eb4-0e9b-4d07-9cdd-ad980a8e315b","False"
"LASPROCAPP03.creditoneapp.biz","Not Installed.","True","localhost","9f1c68bd-29e7-48fb-bfd8-28be19b8b3dd","False"
"LASPROCAPP04.creditoneapp.biz","Not Installed.","True","localhost","56264849-0d1f-4d12-af38-4923a569b4d8","False"
"LASPROCAPPTST01.creditoneapp.tst","Version8.5","True","localhost","c123da01-b66b-4802-97bb-5538ff32b86d","False"
"LASPROCAPPTST02.creditoneapp.tst","Version8.5","True","localhost","2ad66ffd-1866-4047-99cf-25c8fb361a95","False"
"LASPROCAPPTST04.creditoneapp.tst","Not Installed.","True","localhost","950718c9-f2c5-44e0-b35f-49c9f48ded39","False"
"LASPROCDB02.creditoneapp.biz","Not Installed.","True","localhost","bceb869e-5083-4e5e-be9f-8fcc259b8c29","False"
"LASPROCDBTST02.creditoneapp.tst","Not Installed.","True","localhost","2a23baa0-bf0a-4b4a-a19a-ae337d064971","False"
"LASPROCESS01.fnbm.corp","Version8.5","True","localhost","f2c05f35-043a-457b-85b7-9fa5cbbe3f92","False"
"LASPROCESS02.fnbm.corp","Version8.5","True","localhost","4df984e1-0d3d-4b15-bc42-354c533f4e77","False"
"LASPROCESS03.fnbm.corp","Version8.5","True","localhost","38357333-1665-4fc5-82fd-a2c8219e48c3","False"
"LASPROCESS04.fnbm.corp","Version8.5","True","localhost","49dd4347-0b9f-4b93-9ffe-20474af813c0","False"
"LASPROCESS05.fnbm.corp","Version8.5","True","localhost","895fe984-e2fd-4773-96a5-d01dbe15461b","False"
"LASPROCESS06.fnbm.corp","Version8.5","True","localhost","cccd486f-1f6f-4f7b-8453-1d7ba53909a8","False"
"LASPROCOFAC01.fnbm.corp","Version8.5","True","localhost","11e013f5-56f2-4721-bb1c-ca8671c7ebbe","False"
"LASPROCOFACTST1.fnbm.corp","Version8.5","True","localhost","6d7d1199-6679-492f-8de7-ca28e2dfedea","False"
"LASPROCWEB01.creditoneapp.biz","Version8.5","True","localhost","7fe8a988-1307-4a3a-9cb4-6dfb4907672f","False"
"LASPROCWEB02.creditoneapp.biz","Version8.5","True","localhost","46bfb116-c423-47d1-a53f-1692129966d1","False"
"LASPROCWEBTST01.creditoneapp.tst","Version8.5","True","localhost","a8865837-7375-4244-8b51-6954a5d57364","False"
"LASPROCWEBTST02.creditoneapp.tst","Version8.5","True","localhost","730cdfc0-abe7-4ad5-8454-01e31e893d2e","False"
"LASPSHOST.fnbm.corp","Version8.5","True","localhost","8ac9c56d-c0c8-460e-b699-8f8e4be894b6","False"
"LASPSHOST02.fnbm.corp","Not Installed.","True","localhost","99df4c82-ff9a-49fb-93b7-8b81bca981f6","False"
"LASQA01.fnbm.corp","Not Installed.","True","localhost","cf349f83-3ce4-43bf-a8d4-1ee1c41f6e35","False"
"LASRDS01.fnbm.corp","Version8.5","True","localhost","c278961e-98a4-4ffb-9707-6c5f2aa12e0d","False"
"LASRFAX01.creditoneapp.biz","Version7.5","True","localhost","61c7cfe1-fbf8-40cd-97b3-6b415033a831","False"
"LASRIGHTFAX01.creditoneapp.biz","Version10.0","True","localhost","9657f3cf-112e-4aef-b6b7-f66b5a1bbcec","False"
"LASRISK01.fnbm.corp","Version8.5","True","localhost","85f777b9-7d3b-4d03-b230-704dfc792087","False"
"LASRL01GUI.fnbm.corp","Version8.0","True","localhost","f12e2733-ad4a-47ba-925e-9680d48e20e5","False"
"LASRL01MT.fnbm.corp","Version8.0","True","localhost","42360cb2-b542-4d98-913c-a090119fff37","False"
"LASRL01WEB.fnbm.corp","Version8.0","True","localhost","15954439-e9f5-45e2-bdf8-49c324d29bf9","False"
"LASSASC01.fnbm.corp","Not Installed.","True","localhost","93533237-7af0-45fd-bbbb-2a6394ab058a","False"
"LASSASMT01.fnbm.corp","Not Installed.","True","localhost","5810bfbd-cada-46e3-9cb3-9c9532bb14d0","False"
"LASSCANPATH02.fnbm.corp","Version8.5","True","localhost","223d821a-2a45-4618-b9bb-393ce5c8e35f","False"
"LASSCUP01.fnbm.corp","Version8.5","True","localhost","35bf52dd-e10a-41fc-ac4c-527a3f4e2ff9","False"
"LASSDS01.fnbm.corp","Version7.5","True","localhost","addaa470-6e86-4179-b942-02a8f97177da","False"
"LASSDSTUDIO01.fnbm.corp","Not Installed.","True","localhost","254a441a-048c-44f2-aab9-93a4dfd16bc3","False"
"LASSDSTUDIO02.fnbm.corp","Not Installed.","True","localhost","476e019a-e61e-4f28-a917-149e6a8bc143","False"
"LASSECSRV01.fnbm.corp","Version8.5","True","localhost","4e4b4215-6278-4ce7-a845-4ca3a723a236","False"
"LASSERVICE01.fnbm.corp","Not Installed.","True","localhost","2db44085-9377-4c4f-9f13-32bd0822c17c","False"
"LASSFSUPG01.fnbm.corp","Version7.5","True","localhost","553ba073-1172-466e-92f5-b107a4dbbc95","False"
"LASSKYPE01.fnbm.corp","Version8.5","True","localhost","ca385ce1-ba06-4e58-98c2-56475bfa2a65","False"
"LASSP01.creditoneapp.biz","Version8.5","True","localhost","021bc83e-246b-4abb-b752-8d8f829ebdb3","False"
"LASSP01TST.fnbm.corp","Version10.0","True","localhost","d8db42f0-b6da-4837-b224-1af391d875b5","False"
"LASSP02TST.fnbm.corp","Version10.0","True","localhost","ac852fef-e80f-412d-8523-28404da62737","False"
"LASSP03TST.fnbm.corp","Version10.0","True","localhost","0dc74304-3621-49b6-b38a-a0efcc148783","False"
"LASSP04TST.creditoneapp.biz","Not Installed.","True","localhost","b05eed62-f02f-4b1f-a634-ef9938b134a0","False"
"LASSP04TST.fnbm.corp","Not Installed.","True","localhost","3b8d792b-87ea-4e6a-9366-4aa95136c573","False"
"LASSPENT01.fnbm.corp","Version10.0","True","localhost","b365944e-b3a5-4611-83f2-a13c239fd82a","False"
"LASSPENT02.fnbm.corp","Version10.0","True","localhost","bb6c67a3-5aef-452f-b01b-d69551116978","False"
"LASSPENT03.fnbm.corp","Version10.0","True","localhost","a614bf63-4864-442f-af80-71d498e8691a","False"
"LASSPENT04.fnbm.corp","Not Installed.","True","localhost","d451c75e-ac63-47fd-a1fb-82a3b8007944","False"
"LASSPSQL01TST.fnbm.corp","Not Installed.","True","localhost","3fe5df4b-c359-4c12-bc98-069d9345b348","False"
"LASSPTST01.fnbm.corp","Version8.5","True","localhost","4f3dbe34-8da9-4c61-b9f7-d19a374c2c1b","False"
"LASSQL02N02.fnbm.corp","Version7.5","True","localhost","0969d5c8-3788-424e-b2b2-1816480d450b","False"
"LASSQL02N04.fnbm.corp","Version7.5","True","localhost","eb5f8012-de27-4b97-9229-fd89806de7d2","False"
"LASSQL02N05.fnbm.corp","Version7.5","True","localhost","1dfb0d36-000e-4ed9-87ed-e78986456a6c","False"
"LASSQL02N06.fnbm.corp","Version7.5","True","localhost","3d889269-603b-43f0-8ca0-b3e8ad98437d","False"
"LASSQL03.fnbm.corp","Not Installed.","True","localhost","3d69a9ba-ecdd-4250-8e29-4504630e6cde","False"
"LASSQL04.fnbm.corp","Version10.0","True","localhost","ce4a9e81-f13e-4e3b-aa3b-f10d9896c87a","False"
"LASSQL04N01.fnbm.corp","Version10.0","True","localhost","894f40dd-88b1-4c05-bd63-5d2333ebe1dd","False"
"LASSQL04N02.fnbm.corp","Version10.0","True","localhost","16e0758c-ddd7-4c2f-9f1f-940b91a67ac4","False"
"LASSQL04SP.fnbm.corp","Version10.0","True","localhost","fe1739fe-c2a5-4d74-973c-33dfebaeaee7","False"
"LASSQL2016TST.fnbm.corp","Not Installed.","True","localhost","91dd8089-1de3-489c-a7dc-c0b7f9b4eb9c","False"
"LASSQLCLS04.fnbm.corp","Version10.0","True","localhost","5c0dce2e-e486-4fc1-bb56-ff507d38b14c","False"
"LASSQLONTST01.fnbm.corp","Not Installed.","True","localhost","9601cab3-c3c9-4ca5-9fcc-f50d9023b335","False"
"LASSQLONTST02.fnbm.corp","Not Installed.","True","localhost","1a8db257-43ac-4c12-9202-08de7b8a5779","False"
"LASSQLONTST03.fnbm.corp","Not Installed.","True","localhost","aec2666f-17f8-4d2d-9a60-51f6cc52ac8e","False"
"LASSQLSPTST01.fnbm.corp","Version8.5","True","localhost","ab4a9c9a-654f-4018-971f-05b2a8761842","False"
"LASSQLTST03.fnbm.corp","Not Installed.","True","localhost","4c8a75a0-faf0-4c4f-b5e8-92f41c0da9d1","False"
"LASSTG01GUI.fnbm.corp","Version8.0","True","localhost","d8746345-491c-437e-a083-3b137222551a","False"
"LASSTG01MT.fnbm.corp","Version8.0","True","localhost","3bbedb3d-ea15-4cd8-9b18-0d13882a73f0","False"
"LASSTG01WEB.fnbm.corp","Version8.0","True","localhost","f8142fa2-ca8e-422c-8dce-cb6f3327c926","False"
"LASSTGDEV01.fnbm.corp","Version8.0","True","localhost","72af6ff7-c9f6-4acd-a82c-f1104d5e49d0","False"
"LASSVC03.fnbm.corp","Version8.0","True","localhost","a39ae2a7-d5eb-47cc-90c2-13ab53859541","False"
"LASSVC04.fnbm.corp","Version8.0","True","localhost","6b30bcc9-6cb8-4c0f-8879-dcf371610c52","False"
"LASSWPATCH01.fnbm.corp","Version10.0","True","localhost","3ce98713-bc35-4925-9122-7a2331fc5713","False"
"LASTAB01.fnbm.corp","Not Installed.","True","localhost","e9cbfdfe-8ee8-492f-9d47-3a1e2a14d78d","False"
"LASTAB02.fnbm.corp","Not Installed.","True","localhost","96639f4e-9b6d-43b9-ae83-b7f32de21852","False"
"LASTABDEV01.fnbm.corp","Not Installed.","True","localhost","2b265837-3a5a-486e-9a78-6a078a870098","False"
"LASTABGW01.fnbm.corp","Not Installed.","True","localhost","e56f6e3c-712b-44e0-b58d-d4b3b86b0cfa","False"
"LASTABTST10.fnbm.corp","Not Installed.","True","localhost","50beec13-063b-4c8c-9472-13131aa22ca1","False"
"LASTABTST11.fnbm.corp","Not Installed.","True","localhost","f70821f4-cc00-48ab-801a-4dcea7e26f23","False"
"LASTABTST12.fnbm.corp","Not Installed.","True","localhost","0bda7c15-e386-4830-a470-d6c729f2c7a1","False"
"LASTELCOTST01.fnbm.corp","Version7.5","True","localhost","ae5eddf0-54ac-464c-aedd-08a0213f125a","False"
"LASTEST01GUI.fnbm.corp","Version8.0","True","localhost","61441095-d6db-4cce-8fe9-cad1be2416f0","False"
"LASTEST01MT.fnbm.corp","Version8.0","True","localhost","78308e1d-c4cf-4a4f-b635-ec10c0895ea1","False"
"LASTEST01WEB.fnbm.corp","Version8.0","True","localhost","c4709275-6635-49af-b78a-4e03e183ed8c","False"
"LASTEST02GUI.fnbm.corp","Version8.0","True","localhost","92b5747e-0105-42e2-8810-09635d63f8b7","False"
"LASTEST02MT.fnbm.corp","Version8.0","True","localhost","af36ed26-d135-4685-9f0a-4d5272e5a63a","False"
"LASTEST02WEB.fnbm.corp","Version8.0","True","localhost","48ce2ca2-b312-4aed-a20e-40efa3095b7a","False"
"LASTEST03GUI.fnbm.corp","Version8.0","True","localhost","b88eaca4-f541-4dc8-9d67-69dd54973f80","False"
"LASTEST03MT.fnbm.corp","Version8.0","True","localhost","ba621707-6338-4751-b0b9-789de2096e48","False"
"LASTEST03WEB.fnbm.corp","Version8.0","True","localhost","7c292edc-4493-4fab-9503-c81ad57294fe","False"
"LASTEST04AEM01.fnbm.corp","Version10.0","True","localhost","073eb571-9923-4271-8ceb-a883cb104308","False"
"LASTEST04AEM02.fnbm.corp","Version10.0","True","localhost","6224f37d-54b1-4f35-ab3a-5c21a788760a","False"
"LASTEST04DMZ01.fnbm.corp","Version8.5","True","localhost","2a8b813a-787d-446a-9569-dbae4334335c","False"
"LASTEST04DMZ02.fnbm.corp","Version8.5","True","localhost","72f47d05-a758-43d6-b058-afb229e5ba10","False"
"LASTEST04GUI.fnbm.corp","Version8.0","True","localhost","af8e3b43-b0ed-45e7-98e9-e28e87cc2e5f","False"
"LASTEST04MT.fnbm.corp","Version8.0","True","localhost","22cc1689-2ac3-48c4-bc99-f626119c5129","False"
"LASTEST04WEB.fnbm.corp","Version8.0","True","localhost","48dad3fe-dbda-4051-b012-6e0da95feb1d","False"
"LASTEST05GUI.fnbm.corp","Version8.0","True","localhost","c03ccc90-1a7b-41ac-aba0-681af7517db4","False"
"LASTEST05MT.fnbm.corp","Version8.0","True","localhost","afe8121b-13f2-488a-8a44-a28943d26a44","False"
"LASTEST05WEB.fnbm.corp","Version8.0","True","localhost","147c98b8-d495-4b84-8b35-47a117e502ea","False"
"LASTEST06GUI.fnbm.corp","Version8.0","True","localhost","a943066d-db66-4d48-972c-ac041ef671c6","False"
"LASTEST06MT.fnbm.corp","Version8.0","True","localhost","8fa977e3-5857-4dbc-b2cc-641aa69a3b12","False"
"LASTEST06WEB.fnbm.corp","Version8.0","True","localhost","74f2c065-5970-4550-afef-4d8e8ebf2525","False"
"LASTEST08MT.fnbm.corp","Version8.0","True","localhost","38660e58-a481-4a39-baac-3230c2d832dd","False"
"LASTEST09GUI.fnbm.corp","Version8.5","True","localhost","34ef0c55-4efa-41dc-a71d-218d3b86f6e3","False"
"LASTEST09MT.fnbm.corp","Version8.5","True","localhost","0d2ecdb5-52e8-4f6a-941f-b5be2e2f37ac","False"
"LASTEST09WEB.fnbm.corp","Version8.5","True","localhost","fa3bdf4e-1050-4a2c-b576-c86619d1f558","False"
"LASTFSAPP01.fnbm.corp","Version8.5","True","localhost","3d3f1def-0b47-47bc-8a32-07df380f539d","False"
"LASTFSBUILD01.fnbm.corp","Not Installed.","True","localhost","fb08489a-3e58-48a8-bab0-98be292f6c5a","False"
"LASTI02.fnbm.corp","Version8.5","True","localhost","53527e33-667a-4ecd-9da2-1bc0ffbb4e5a","False"
"LASTLSTST01.fnbm.corp","Version7.5","True","localhost","8f2f97a2-ec63-4a1f-928c-468bb2f42e63","False"
"LASTRITON01.fnbm.corp","Version8.5","True","localhost","461d0bf3-15c7-4d3c-886c-52acb34f0d05","False"
"LASTRN01GUI.fnbm.corp","Version8.0","True","localhost","63b46d71-40b9-476e-b62b-2a4153c5e167","False"
"LASTRN01MT.fnbm.corp","Version8.0","True","localhost","cb919901-b074-4644-b934-b30bbb3c5ce5","False"
"LASTRN01WEB.fnbm.corp","Version8.0","True","localhost","7395039e-e574-4b60-9049-1f32b80344ca","False"
"LASTSTINTRA04.fnbm.corp","Version7.5","True","localhost","3ec89720-f6f5-4660-a9fd-acba4d95129c","False"
"LASVS01.fnbm.corp","Not Installed.","False","localhost","ec2cf9f2-85e9-4f47-93cf-453a389fd106","False"
"LASVS02.fnbm.corp","Not Installed.","True","localhost","90c355c7-bf77-470a-8656-51f00eff2b0a","False"
"LASVS03.fnbm.corp","Not Installed.","True","localhost","ec62896c-5b02-4105-a9ed-e48aff2fa5d9","False"
"LASVSTST01.fnbm.corp","Not Installed.","True","localhost","69462172-3d51-416e-944d-dc941612e692","False"
"LASWDS01.fnbm.corp","Not Installed.","True","localhost","d8f50596-8fc2-43ad-97e6-4ec49804ef3a","False"
"LASWSUS_DESKTOP.fnbm.corp","Version10.0","True","localhost","6673ef26-08f4-478e-be05-3b02eb437314","False"
"LASvCEN-TELCOM.fnbm.corp","Not Installed.","True","localhost","47da1a67-4d4f-4086-871d-a028f898def1","False"
"MKT-WEB.fnbm.corp","Not Installed.","True","localhost","e8f3605d-89c7-4c78-9974-19dbd32f9381","False"
"PHXARGENT02.phx.fnbm.corp","Not Installed.","True","localhost","0aad9a37-b213-4c3e-891c-db9e8d055875","False"
"PHXAUTH01.creditoneapp.biz","Version7.5","True","localhost","d2e5d929-9d3e-404c-9a27-f5851e107823","False"
"PHXCADD01.phx.fnbm.corp","Version8.5","True","localhost","46848987-28f9-464a-bfc5-8f104bc97bb5","False"
"PHXCADD02.phx.fnbm.corp","Version8.5","True","localhost","ab2255c6-5a97-4712-b114-02410495aa4b","False"
"PHXCAPS01.phx.fnbm.corp","Version8.0","True","localhost","562ec6b9-aba3-41f5-9748-d695f6ccad9c","False"
"PHXCAPS02.phx.fnbm.corp","Version8.0","True","localhost","4858ff32-c661-4b36-86f8-9c096ac92673","False"
"PHXCAPS03.phx.fnbm.corp","Version8.0","True","localhost","63b5edf7-3d68-47bf-a200-60f64f93718c","False"
"PHXCAPS04.phx.fnbm.corp","Version8.0","True","localhost","5ef3c890-afdf-4b38-b572-78a4d866d813","False"
"PHXCAPS05.phx.fnbm.corp","Version8.0","True","localhost","df6698e0-c584-4cb3-b6bc-ecb4ea4dc0f3","False"
"PHXCAPS06.phx.fnbm.corp","Version8.0","True","localhost","4ae09505-796b-4bd7-949a-0e982572e7f1","False"
"PHXCAPSMT01.phx.fnbm.corp","Not Installed.","True","localhost","bde9d77c-e664-480c-a625-8bf03a543f81","False"
"PHXCAPSMT02.phx.fnbm.corp","Not Installed.","True","localhost","321d8624-e09f-42e3-8620-814b98c5da3f","False"
"PHXCAPSMT03.phx.fnbm.corp","Not Installed.","True","localhost","088a414c-793f-4e23-8b83-6323d4c52c45","False"
"PHXCAPSMT04.phx.fnbm.corp","Not Installed.","True","localhost","3dbbbe49-ab7a-4ed4-8234-b4390980f12c","False"
"PHXCAPSMT05.phx.fnbm.corp","Not Installed.","True","localhost","be3c74e3-3e06-4f2e-a98b-20c579b60260","False"
"PHXCAPSMT06.phx.fnbm.corp","Not Installed.","True","localhost","d6b136bd-b705-4df4-9a88-39fd56068c1b","False"
"PHXCAS01.phx.fnbm.corp","Version8.0","True","localhost","12939489-376b-4ffd-b938-6f55da49f240","False"
"PHXCAS02.phx.fnbm.corp","Version8.0","True","localhost","cec1bc74-d96c-455b-98e4-c28d44ddfff2","False"
"PHXCAS03.phx.fnbm.corp","Version8.0","True","localhost","78db7256-d7bf-415e-8be1-f52e252e7327","False"
"PHXCAS04.phx.fnbm.corp","Version8.0","True","localhost","10db7fcc-a269-45fb-978b-49d7ab1b9f1c","False"
"PHXCAS05.phx.fnbm.corp","Version8.0","True","localhost","d661d2d1-7a19-4896-9514-f4b137b8611a","False"
"PHXCAS06.phx.fnbm.corp","Version8.0","True","localhost","fb38bc24-1802-49d2-a5da-0ab3272b7efd","False"
"PHXCAS07.phx.fnbm.corp","Version8.0","True","localhost","34164d6d-bdfe-4756-bd08-1cb41651c55a","False"
"PHXCAS08.phx.fnbm.corp","Version8.0","True","localhost","ee574a7d-14ea-4e59-908f-550a62059bb1","False"
"PHXCASMT01.phx.fnbm.corp","Version8.0","True","localhost","ff07c4cb-002a-4eb5-94b3-92127c9458ca","False"
"PHXCASMT02.phx.fnbm.corp","Version8.0","True","localhost","f5feb4d2-6c2d-4044-ad7a-2b9b2f0436eb","False"
"PHXCASMT03.phx.fnbm.corp","Version8.0","True","localhost","20734e2c-c138-4037-b5a0-4892dc46a667","False"
"PHXCASMT04.phx.fnbm.corp","Version8.0","True","localhost","0dbf852f-3b72-4897-b148-bbefb2914e15","False"
"PHXCASMT05.phx.fnbm.corp","Version8.0","True","localhost","f02a382c-0685-4ce1-8f64-63af567f35ce","False"
"PHXCASMT06.phx.fnbm.corp","Version8.0","True","localhost","b54f063c-bc3d-4878-8039-c1b3b6b47bc0","False"
"PHXCASMT07.phx.fnbm.corp","Version8.0","True","localhost","e6b92448-3ab3-427c-8e6b-7591fe9c5c5d","False"
"PHXCASMT08.phx.fnbm.corp","Version8.0","True","localhost","4246b8d8-dfe7-4d70-a99b-4da6d09464b9","False"
"PHXCASMT09.phx.fnbm.corp","Version8.0","True","localhost","b8a999e3-624b-44a7-a754-5d96c00b32b6","False"
"PHXCASMT10.phx.fnbm.corp","Version8.0","True","localhost","2cc129e4-e783-4557-80d5-6b24591e329e","False"
"PHXCASUB01.phx.fnbm.corp","Version8.5","True","localhost","15d56df9-368a-4b25-87db-7ef093a641cd","False"
"PHXCASUB02.phx.fnbm.corp","Not Installed.","True","localhost","80c085e7-b8a6-4a87-8a6b-2eb870e38a7c","False"
"PHXCOLL01.phx.fnbm.corp","Version8.0","True","localhost","8940e0c0-5c8e-4eff-a2bc-d609f43a1c78","False"
"PHXCOLL02.phx.fnbm.corp","Version8.0","True","localhost","90a12b16-5695-4174-8b8f-3a710cf76a81","False"
"PHXCOLL03.phx.fnbm.corp","Version8.0","True","localhost","83a42fe8-f547-4de4-a65e-f8a53379245d","False"
"PHXCOLL04.phx.fnbm.corp","Version8.0","True","localhost","8239a995-4d53-46fe-8f6c-f7a960841f56","False"
"PHXCOLL05.phx.fnbm.corp","Version8.0","True","localhost","a4f10eec-6980-42de-9397-7b68d2ecd945","False"
"PHXCOLL06.phx.fnbm.corp","Version8.0","True","localhost","f57dfd6a-b6c2-4cc0-836a-c84c197e20a5","False"
"PHXCOLL07.phx.fnbm.corp","Version8.0","True","localhost","b89907e2-8eba-4add-88d5-1217cccfa6ee","False"
"PHXCOLL08.phx.fnbm.corp","Version8.0","True","localhost","7a2e2c1a-ceea-4e87-affb-27d20beab03b","False"
"PHXCOLL09.phx.fnbm.corp","Version8.0","True","localhost","bb1670aa-d7e3-424a-b9bf-e092c7fc11ea","False"
"PHXDC03.phx.fnbm.corp","Not Installed.","True","localhost","bb47fb3a-697b-48fc-9a68-b6a3cce27d93","False"
"PHXDC04.phx.fnbm.corp","Version8.5","True","localhost","e777bde3-5c1b-4b8d-803c-11d5363ed6ba","False"
"PHXDSMAPP01.phx.fnbm.corp","Not Installed.","True","localhost","d01b9012-0b73-45c8-affb-364e4352b604","False"
"PHXEMAIL01.phx.fnbm.corp","Not Installed.","True","localhost","275b431e-45f7-479b-962f-419f07d658c8","False"
"PHXFDR01.phx.fnbm.corp","Version8.5","True","localhost","e64b4ff4-4e1d-48f3-a52c-2a67607db34f","False"
"PHXFS01-OLD.phx.fnbm.corp","Not Installed.","True","localhost","69a10ef9-3ad3-4baf-9814-9857f62f9ff8","False"
"PHXFS01.phx.fnbm.corp","Version8.5","True","localhost","e9688bd0-32d5-48ce-9305-62dbe91d9f87","False"
"PHXINFRA01.phx.fnbm.corp","Version10.0","True","localhost","924cfe93-a405-47b8-b8dc-641a57d8adaf","False"
"PHXMCE01.phx.fnbm.corp","Not Installed.","True","localhost","5ba99e34-2ed0-4a20-bab6-de7d542ea8f0","False"
"PHXMCE02.phx.fnbm.corp","Not Installed.","True","localhost","51bae59f-0aa0-4c70-8445-9fea943b3e8d","False"
"PHXMEDIA01.phx.fnbm.corp","Not Installed.","True","localhost","c64cd05d-75c1-4b21-93db-c1d177ab4fd4","False"
"PHXMGMT01.phx.fnbm.corp","Not Installed.","True","localhost","f1663ec4-bcfb-4229-8a36-d75ad437c6e2","False"
"PHXMQ01-OLD.phx.fnbm.corp","Not Installed.","True","localhost","8bc1821c-215e-41c5-a785-b5578e911d48","False"
"PHXMQ01.phx.fnbm.corp","Version8.5","True","localhost","1b0744c0-301c-4c3a-a0f8-efa4be398d01","False"
"PHXMQ03.phx.fnbm.corp","Not Installed.","True","localhost","c5b6295b-6fe6-4e6d-bf18-c3fd032c83e5","False"
"PHXMT01.phx.fnbm.corp","Version8.0","True","localhost","2cc9e32a-683f-472b-a237-591960c3b749","False"
"PHXMT02.phx.fnbm.corp","Version8.0","True","localhost","dc276164-bcbc-44c6-9264-e47f5cfcfb1a","False"
"PHXMT03.phx.fnbm.corp","Version8.0","True","localhost","939d5b18-20d4-41e5-a7bb-d61498ee275b","False"
