LASDC02,Remote Access Connection Manager,Stopped,Manual
LASDC02,Routing and Remote Access,Stopped,Disabled
LASDC02,Remote Registry,Running,Manual
LASDC02,RPC Endpoint Mapper,Running,Automatic
LASDC02,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASDC02,Remote Procedure Call (RPC),Running,Automatic
LASDC02,Resultant Set of Policy Provider,Stopped,Manual
LASDC02,Special Administration Console Helper,Stopped,Manual
LASDC02,Security Accounts Manager,Running,Automatic
LASDC02,Smart Card,Stopped,Manual
LASDC02,Task Scheduler,Running,Automatic
LASDC02,Smart Card Removal Policy,Stopped,Manual
LASDC02,Secondary Logon,Stopped,Manual
LASDC02,System Event Notification Service,Running,Automatic
LASDC02,Symantec Endpoint Protection,Running,Automatic
LASDC02,Remote Desktop Configuration,Running,Manual
LASDC02,Internet Connection Sharing (ICS),Stopped,Disabled
LASDC02,Shell Hardware Detection,Running,Automatic
LASDC02,Symantec Auto-upgrade Agent,Stopped,Manual
LASDC02,Symantec Network Access Control,Stopped,Manual
LASDC02,SNMP Service,Running,Automatic
LASDC02,SNMP Trap,Stopped,Manual
LASDC02,Print Spooler,Running,Automatic
LASDC02,Software Protection,Running,Automatic
LASDC02,SPP Notification Service,Stopped,Manual
LASDC02,SSDP Discovery,Stopped,Disabled
LASDC02,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASDC02,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASDC02,HP ProLiant System Shutdown Service,Running,Automatic
LASDC02,HP System Management Homepage,Stopped,Disabled
LASDC02,Telephony,Stopped,Manual
LASDC02,Remote Desktop Services,Running,Manual
LASDC02,Thread Ordering Server,Stopped,Manual
LASDC02,Track-It! Workstation Manager,Running,Automatic
LASDC02,Distributed Link Tracking Client,Stopped,Manual
LASDC02,Windows Modules Installer,Running,Manual
LASDC02,Interactive Services Detection,Stopped,Manual
LASDC02,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASDC02,UPnP Device Host,Stopped,Disabled
LASDC02,Desktop Window Manager Session Manager,Running,Automatic
LASDC02,Credential Manager,Stopped,Manual
LASDC02,Virtual Disk,Running,Manual
LASDC02,Volume Shadow Copy,Stopped,Manual
LASDC02,Windows Time,Running,Manual
LASDC02,Block Level Backup Engine Service,Stopped,Manual
LASDC02,Windows Color System,Stopped,Manual
LASDC02,Diagnostic Service Host,Stopped,Manual
LASDC02,Diagnostic System Host,Stopped,Manual
LASDC02,Windows Event Collector,Stopped,Manual
LASDC02,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASDC02,Windows Error Reporting Service,Stopped,Manual
LASDC02,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASDC02,Windows Management Instrumentation,Running,Automatic
LASDC02,Windows Remote Management (WS-Management),Running,Automatic
LASDC02,WMI Performance Adapter,Stopped,Manual
LASDC02,Portable Device Enumerator Service,Stopped,Manual
LASDC02,Windows Update,Running,Automatic
LASDC02,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASDC05,Netwrix Auditor for Active Directory Compression Service,Stopped,Manual
LASDC05,Active Directory Web Services,Running,Automatic
LASDC05,Application Experience,Stopped,Manual
LASDC05,Application Layer Gateway Service,Stopped,Manual
LASDC05,Application Identity,Stopped,Manual
LASDC05,Application Information,Running,Manual
LASDC05,Application Management,Stopped,Manual
LASDC05,App Readiness,Stopped,Manual
LASDC05,AppX Deployment Service (AppXSVC),Stopped,Manual
LASDC05,Windows Audio Endpoint Builder,Stopped,Manual
LASDC05,Windows Audio,Stopped,Manual
LASDC05,Base Filtering Engine,Running,Automatic
LASDC05,Background Intelligent Transfer Service,Stopped,Manual
LASDC05,Background Tasks Infrastructure Service,Running,Automatic
LASDC05,Computer Browser,Stopped,Disabled
LASDC05,Certificate Propagation,Running,Manual
LASDC05,COM+ System Application,Running,Manual
LASDC05,Cryptographic Services,Running,Automatic
LASDC05,DCOM Server Process Launcher,Running,Automatic
LASDC05,Optimize drives,Stopped,Manual
LASDC05,Device Association Service,Stopped,Manual
LASDC05,Device Install Service,Stopped,Manual
LASDC05,DFS Namespace,Running,Automatic
LASDC05,DFS Replication,Running,Automatic
LASDC05,DHCP Client,Running,Automatic
LASDC05,Diagnostics Tracking Service,Running,Automatic
LASDC05,DNS Server,Running,Automatic
LASDC05,DNS Client,Running,Automatic
LASDC05,Wired AutoConfig,Stopped,Manual
LASDC05,Diagnostic Policy Service,Running,Automatic
LASDC05,Device Setup Manager,Stopped,Manual
LASDC05,DS Role Server,Stopped,Manual
LASDC05,Extensible Authentication Protocol,Stopped,Manual
LASDC05,Encrypting File System (EFS),Running,Automatic
LASDC05,Windows Event Log,Running,Automatic
LASDC05,COM+ Event System,Running,Automatic
LASDC05,Function Discovery Provider Host,Stopped,Manual
LASDC05,Function Discovery Resource Publication,Stopped,Manual
LASDC05,Windows Font Cache Service,Running,Automatic
LASDC05,Windows Presentation Foundation Font Cache 3.0.0.0,Stopped,Manual
LASDC05,Group Policy Client,Running,Automatic
LASDC05,Human Interface Device Service,Stopped,Manual
LASDC05,Health Key and Certificate Management,Stopped,Manual
LASDC05,Internet Explorer ETW Collector Service,Stopped,Manual
LASDC05,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASDC05,IP Helper,Running,Automatic
LASDC05,Intersite Messaging,Running,Automatic
LASDC05,Kerberos Key Distribution Center,Running,Automatic
LASDC05,Microsoft Key Distribution Service,Stopped,Manual
LASDC05,CNG Key Isolation,Stopped,Manual
LASDC05,KDC Proxy Server service (KPS),Stopped,Manual
LASDC05,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
LASDC05,Server,Running,Automatic
LASDC05,Workstation,Running,Automatic
LASDC05,Link-Layer Topology Discovery Mapper,Stopped,Manual
LASDC05,TCP/IP NetBIOS Helper,Running,Automatic
LASDC05,Local Session Manager,Running,Automatic
LASDC05,Multimedia Class Scheduler,Stopped,Manual
LASDC05,Windows Firewall,Running,Automatic
LASDC05,Distributed Transaction Coordinator,Running,Automatic
LASDC05,Microsoft iSCSI Initiator Service,Stopped,Manual
LASDC05,Windows Installer,Stopped,Manual
LASDC05,Network Access Protection Agent,Stopped,Manual
LASDC05,Network Connectivity Assistant,Stopped,Manual
LASDC05,Netlogon,Running,Automatic
LASDC05,Network Connections,Stopped,Manual
LASDC05,Network List Service,Running,Manual
LASDC05,Net.Tcp Port Sharing Service,Stopped,Disabled
LASDC05,Network Location Awareness,Running,Automatic
LASDC05,Network Store Interface Service,Running,Automatic
LASDC05,Active Directory Domain Services,Running,Automatic
LASDC05,File Replication Service,Running,Automatic
LASDC05,Performance Counter DLL Host,Stopped,Manual
LASDC05,Performance Logs & Alerts,Stopped,Manual
LASDC05,Plug and Play,Running,Manual
LASDC05,IPsec Policy Agent,Running,Manual
LASDC05,Power,Running,Automatic
LASDC05,Printer Extensions and Notifications,Stopped,Manual
LASDC05,User Profile Service,Running,Automatic
LASDC05,Remote Access Auto Connection Manager,Stopped,Manual
LASDC05,Remote Access Connection Manager,Stopped,Manual
LASDC05,Routing and Remote Access,Stopped,Disabled
LASDC05,Remote Registry,Stopped,Manual
LASDC05,RPC Endpoint Mapper,Running,Automatic
LASDC05,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASDC05,Remote Procedure Call (RPC),Running,Automatic
LASDC05,Resultant Set of Policy Provider,Stopped,Manual
LASDC05,Special Administration Console Helper,Stopped,Manual
LASDC05,Security Accounts Manager,Running,Automatic
LASDC05,Smart Card,Stopped,Disabled
LASDC05,Smart Card Device Enumeration Service,Stopped,Manual
LASDC05,Task Scheduler,Running,Automatic
LASDC05,Smart Card Removal Policy,Stopped,Manual
LASDC05,Secondary Logon,Stopped,Manual
LASDC05,System Event Notification Service,Running,Automatic
LASDC05,Symantec Endpoint Protection,Running,Automatic
LASDC05,Remote Desktop Configuration,Running,Manual
LASDC05,Internet Connection Sharing (ICS),Stopped,Disabled
LASDC05,Shell Hardware Detection,Running,Automatic
LASDC05,Symantec Auto-upgrade Agent,Stopped,Manual
LASDC05,Microsoft Storage Spaces SMP,Stopped,Manual
LASDC05,Symantec Network Access Control,Stopped,Manual
LASDC05,SNMP Service,Running,Automatic
LASDC05,SNMP Trap,Stopped,Manual
LASDC05,Print Spooler,Running,Automatic
LASDC05,Software Protection,Stopped,Automatic
LASDC05,SSDP Discovery,Stopped,Disabled
LASDC05,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASDC05,Spot Verifier,Stopped,Manual
LASDC05,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASDC05,Superfetch,Stopped,Manual
LASDC05,System Events Broker,Running,Automatic
LASDC05,Telephony,Stopped,Manual
LASDC05,Remote Desktop Services,Running,Manual
LASDC05,Themes,Running,Automatic
LASDC05,Thread Ordering Server,Stopped,Manual
LASDC05,Storage Tiers Management,Stopped,Manual
LASDC05,Track-It! Workstation Manager,Running,Automatic
LASDC05,Distributed Link Tracking Client,Stopped,Manual
LASDC05,Windows Modules Installer,Stopped,Manual
LASDC05,User Access Logging Service,Running,Automatic
LASDC05,Interactive Services Detection,Stopped,Manual
LASDC05,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASDC05,UPnP Device Host,Stopped,Disabled
LASDC05,Credential Manager,Stopped,Manual
LASDC05,Virtual Disk,Running,Manual
LASDC05,Hyper-V Guest Service Interface,Stopped,Manual
LASDC05,Hyper-V Heartbeat Service,Stopped,Manual
LASDC05,Hyper-V Data Exchange Service,Stopped,Manual
LASDC05,Hyper-V Remote Desktop Virtualization Service,Stopped,Manual
LASDC05,Hyper-V Guest Shutdown Service,Stopped,Manual
LASDC05,Hyper-V Time Synchronization Service,Stopped,Manual
LASDC05,Hyper-V Volume Shadow Copy Requestor,Stopped,Manual
LASDC05,VMware Tools,Running,Automatic
LASDC05,VMware Snapshot Provider,Stopped,Manual
LASDC05,Volume Shadow Copy,Stopped,Manual
LASDC05,Windows Time,Running,Manual
LASDC05,Windows Connection Manager,Running,Automatic
LASDC05,Windows Color System,Stopped,Manual
LASDC05,Diagnostic Service Host,Stopped,Manual
LASDC05,Diagnostic System Host,Stopped,Manual
LASDC05,Windows Event Collector,Stopped,Manual
LASDC05,Windows Encryption Provider Host Service,Stopped,Manual
LASDC05,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASDC05,Windows Error Reporting Service,Stopped,Manual
LASDC05,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASDC05,Windows Management Instrumentation,Running,Automatic
LASDC05,Windows Remote Management (WS-Management),Running,Automatic
LASDC05,WMI Performance Adapter,Stopped,Manual
LASDC05,Portable Device Enumerator Service,Stopped,Manual
LASDC05,Windows Store Service (WSService),Stopped,Manual
LASDC05,Windows Update,Stopped,Automatic
LASDC05,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASDC10,Application Experience,Stopped,Manual
LASDC10,Application Layer Gateway Service,Stopped,Manual
LASDC10,Application Identity,Stopped,Manual
LASDC10,Application Information,Stopped,Manual
LASDC10,Application Management,Stopped,Manual
LASDC10,App Readiness,Stopped,Manual
LASDC10,AppX Deployment Service (AppXSVC),Stopped,Manual
LASDC10,Windows Audio Endpoint Builder,Stopped,Manual
LASDC10,Windows Audio,Stopped,Manual
LASDC10,Base Filtering Engine,Running,Automatic
LASDC10,Background Intelligent Transfer Service,Running,Automatic
LASDC10,Background Tasks Infrastructure Service,Running,Automatic
LASDC10,Computer Browser,Stopped,Disabled
LASDC10,Certificate Propagation,Running,Manual
LASDC10,HP Smart Array SAS/SATA Event Notification Service,Running,Automatic
LASDC10,COM+ System Application,Stopped,Manual
LASDC10,Cryptographic Services,Running,Automatic
LASDC10,DCOM Server Process Launcher,Running,Automatic
LASDC10,Optimize drives,Stopped,Manual
LASDC10,Device Association Service,Stopped,Manual
LASDC10,Device Install Service,Stopped,Manual
LASDC10,DHCP Client,Running,Automatic
LASDC10,Diagnostics Tracking Service,Running,Automatic
LASDC10,DNS Client,Running,Automatic
LASDC10,Wired AutoConfig,Stopped,Manual
LASDC10,Diagnostic Policy Service,Running,Automatic
LASDC10,Device Setup Manager,Stopped,Manual
LASDC10,Extensible Authentication Protocol,Stopped,Manual
LASDC10,Encrypting File System (EFS),Running,Automatic
LASDC10,Windows Event Log,Running,Automatic
LASDC10,COM+ Event System,Running,Automatic
LASDC10,Function Discovery Provider Host,Stopped,Manual
LASDC10,Function Discovery Resource Publication,Stopped,Manual
LASDC10,Windows Font Cache Service,Running,Automatic
LASDC10,Group Policy Client,Running,Automatic
LASDC10,Human Interface Device Service,Stopped,Manual
LASDC10,Health Key and Certificate Management,Stopped,Manual
LASDC10,HP AMS Storage Service,Running,Automatic
LASDC10,HP ProLiant Agentless Management Service,Running,Automatic
LASDC10,Internet Explorer ETW Collector Service,Stopped,Manual
LASDC10,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASDC10,IP Helper,Running,Automatic
LASDC10,CNG Key Isolation,Stopped,Manual
LASDC10,KDC Proxy Server service (KPS),Stopped,Manual
LASDC10,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
LASDC10,Server,Running,Automatic
LASDC10,Workstation,Running,Automatic
LASDC10,Link-Layer Topology Discovery Mapper,Stopped,Manual
LASDC10,TCP/IP NetBIOS Helper,Running,Automatic
LASDC10,Local Session Manager,Running,Automatic
LASDC10,Multimedia Class Scheduler,Stopped,Manual
LASDC10,Windows Firewall,Running,Automatic
LASDC10,Distributed Transaction Coordinator,Running,Automatic
LASDC10,Microsoft iSCSI Initiator Service,Stopped,Manual
LASDC10,Windows Installer,Stopped,Manual
LASDC10,Network Access Protection Agent,Stopped,Manual
LASDC10,Network Connectivity Assistant,Stopped,Manual
LASDC10,Netlogon,Running,Automatic
LASDC10,Network Connections,Running,Manual
LASDC10,Network List Service,Running,Manual
LASDC10,Net.Tcp Port Sharing Service,Stopped,Disabled
LASDC10,Network Location Awareness,Running,Automatic
LASDC10,Network Store Interface Service,Running,Automatic
LASDC10,Performance Counter DLL Host,Stopped,Manual
LASDC10,Performance Logs & Alerts,Stopped,Manual
LASDC10,Plug and Play,Running,Manual
LASDC10,IPsec Policy Agent,Running,Manual
LASDC10,Power,Running,Automatic
LASDC10,Printer Extensions and Notifications,Stopped,Manual
LASDC10,User Profile Service,Running,Automatic
LASDC10,ProLiant Monitor Service,Running,Automatic
LASDC10,Remote Access Auto Connection Manager,Stopped,Manual
LASDC10,Remote Access Connection Manager,Stopped,Manual
LASDC10,Routing and Remote Access,Stopped,Disabled
LASDC10,Remote Registry,Stopped,Automatic
LASDC10,RPC Endpoint Mapper,Running,Automatic
LASDC10,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASDC10,Remote Procedure Call (RPC),Running,Automatic
LASDC10,Resultant Set of Policy Provider,Stopped,Manual
LASDC10,Special Administration Console Helper,Stopped,Manual
LASDC10,Security Accounts Manager,Running,Automatic
LASDC10,Smart Card,Stopped,Disabled
LASDC10,Smart Card Device Enumeration Service,Stopped,Manual
LASDC10,Task Scheduler,Running,Automatic
LASDC10,Smart Card Removal Policy,Stopped,Manual
LASDC10,Secondary Logon,Running,Manual
LASDC10,System Event Notification Service,Running,Automatic
LASDC10,Remote Desktop Configuration,Running,Manual
LASDC10,Internet Connection Sharing (ICS),Stopped,Disabled
LASDC10,Shell Hardware Detection,Stopped,Automatic
LASDC10,Microsoft Storage Spaces SMP,Stopped,Manual
LASDC10,SNMP Trap,Stopped,Manual
LASDC10,Print Spooler,Running,Automatic
LASDC10,Software Protection,Stopped,Automatic
LASDC10,SSDP Discovery,Stopped,Disabled
LASDC10,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASDC10,Spot Verifier,Stopped,Manual
LASDC10,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASDC10,Superfetch,Stopped,Manual
LASDC10,HP System Management Homepage,Running,Automatic
LASDC10,System Events Broker,Running,Automatic
LASDC10,Telephony,Stopped,Manual
LASDC10,Remote Desktop Services,Running,Manual
LASDC10,Themes,Running,Automatic
LASDC10,Thread Ordering Server,Stopped,Manual
LASDC10,Storage Tiers Management,Stopped,Manual
LASDC10,Track-It! Workstation Manager,Running,Automatic
LASDC10,Distributed Link Tracking Client,Stopped,Manual
LASDC10,Windows Modules Installer,Stopped,Manual
LASDC10,User Access Logging Service,Running,Automatic
LASDC10,Interactive Services Detection,Stopped,Manual
LASDC10,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASDC10,UPnP Device Host,Stopped,Disabled
LASDC10,Credential Manager,Stopped,Manual
LASDC10,Virtual Disk,Stopped,Manual
LASDC10,Hyper-V Guest Service Interface,Stopped,Manual
LASDC10,Hyper-V Heartbeat Service,Stopped,Manual
LASDC10,Hyper-V Data Exchange Service,Stopped,Manual
LASDC10,Hyper-V Remote Desktop Virtualization Service,Stopped,Manual
LASDC10,Hyper-V Guest Shutdown Service,Stopped,Manual
LASDC10,Hyper-V Time Synchronization Service,Stopped,Manual
LASDC10,Hyper-V Volume Shadow Copy Requestor,Stopped,Manual
LASDC10,Volume Shadow Copy,Stopped,Manual
LASDC10,Windows Time,Running,Manual
LASDC10,Windows Connection Manager,Running,Automatic
LASDC10,Windows Color System,Stopped,Manual
LASDC10,Diagnostic Service Host,Stopped,Manual
LASDC10,Diagnostic System Host,Stopped,Manual
LASDC10,Windows Event Collector,Stopped,Manual
LASDC10,Windows Encryption Provider Host Service,Stopped,Manual
LASDC10,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASDC10,Windows Error Reporting Service,Stopped,Manual
LASDC10,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASDC10,Windows Management Instrumentation,Running,Automatic
LASDC10,Windows Remote Management (WS-Management),Running,Automatic
LASDC10,WMI Performance Adapter,Stopped,Manual
LASDC10,Portable Device Enumerator Service,Stopped,Manual
LASDC10,Windows Store Service (WSService),Stopped,Manual
LASDC10,Windows Update,Stopped,Manual
LASDC10,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASDC11,Application Experience,Stopped,Manual
LASDC11,Application Layer Gateway Service,Stopped,Manual
LASDC11,Application Identity,Stopped,Manual
LASDC11,Application Information,Running,Manual
LASDC11,Application Management,Stopped,Manual
LASDC11,App Readiness,Stopped,Manual
LASDC11,AppX Deployment Service (AppXSVC),Stopped,Manual
LASDC11,Windows Audio Endpoint Builder,Stopped,Manual
LASDC11,Windows Audio,Stopped,Manual
LASDC11,Base Filtering Engine,Running,Automatic
LASDC11,Background Intelligent Transfer Service,Running,Automatic
LASDC11,Background Tasks Infrastructure Service,Running,Automatic
LASDC11,Computer Browser,Stopped,Disabled
LASDC11,Certificate Propagation,Running,Manual
LASDC11,HP Smart Array SAS/SATA Event Notification Service,Running,Automatic
LASDC11,COM+ System Application,Running,Manual
LASDC11,Cryptographic Services,Running,Automatic
LASDC11,DCOM Server Process Launcher,Running,Automatic
LASDC11,Optimize drives,Stopped,Manual
LASDC11,Device Association Service,Stopped,Manual
LASDC11,Device Install Service,Stopped,Manual
LASDC11,DHCP Client,Running,Automatic
LASDC11,Diagnostics Tracking Service,Running,Automatic
LASDC11,DNS Client,Running,Automatic
LASDC11,Wired AutoConfig,Stopped,Manual
LASDC11,Diagnostic Policy Service,Running,Automatic
LASDC11,Device Setup Manager,Stopped,Manual
LASDC11,Extensible Authentication Protocol,Stopped,Manual
LASDC11,Encrypting File System (EFS),Running,Automatic
LASDC11,Windows Event Log,Running,Automatic
LASDC11,COM+ Event System,Running,Automatic
LASDC11,Function Discovery Provider Host,Stopped,Manual
LASDC11,Function Discovery Resource Publication,Stopped,Manual
LASDC11,Windows Font Cache Service,Running,Automatic
LASDC11,Group Policy Client,Running,Automatic
LASDC11,Human Interface Device Service,Stopped,Manual
LASDC11,Health Key and Certificate Management,Stopped,Manual
LASDC11,HP AMS Storage Service,Running,Automatic
LASDC11,HP ProLiant Agentless Management Service,Running,Automatic
LASDC11,Internet Explorer ETW Collector Service,Stopped,Manual
LASDC11,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASDC11,IP Helper,Running,Automatic
LASDC11,CNG Key Isolation,Stopped,Manual
LASDC11,KDC Proxy Server service (KPS),Stopped,Manual
LASDC11,KtmRm for Distributed Transaction Coordinator,Stopped,Manual
LASDC11,Server,Running,Automatic
LASDC11,Workstation,Running,Automatic
LASDC11,Link-Layer Topology Discovery Mapper,Stopped,Manual
LASDC11,TCP/IP NetBIOS Helper,Running,Automatic
LASDC11,Local Session Manager,Running,Automatic
LASDC11,Multimedia Class Scheduler,Stopped,Manual
LASDC11,Windows Firewall,Running,Automatic
LASDC11,Distributed Transaction Coordinator,Running,Automatic
LASDC11,Microsoft iSCSI Initiator Service,Stopped,Manual
LASDC11,Windows Installer,Stopped,Manual
LASDC11,Network Access Protection Agent,Stopped,Manual
LASDC11,Network Connectivity Assistant,Stopped,Manual
LASDC11,Netlogon,Running,Automatic
LASDC11,Network Connections,Running,Manual
LASDC11,Network List Service,Running,Manual
LASDC11,Net.Tcp Port Sharing Service,Stopped,Disabled
LASDC11,Network Location Awareness,Running,Automatic
LASDC11,Network Store Interface Service,Running,Automatic
LASDC11,Performance Counter DLL Host,Stopped,Manual
LASDC11,Performance Logs & Alerts,Stopped,Manual
LASDC11,Plug and Play,Running,Manual
LASDC11,IPsec Policy Agent,Running,Manual
LASDC11,Power,Running,Automatic
LASDC11,Printer Extensions and Notifications,Stopped,Manual
LASDC11,User Profile Service,Running,Automatic
LASDC11,ProLiant Monitor Service,Running,Automatic
LASDC11,Remote Access Auto Connection Manager,Stopped,Manual
LASDC11,Remote Access Connection Manager,Stopped,Manual
LASDC11,Routing and Remote Access,Stopped,Disabled
LASDC11,Remote Registry,Stopped,Automatic
LASDC11,RPC Endpoint Mapper,Running,Automatic
LASDC11,Remote Procedure Call (RPC) Locator,Stopped,Manual
LASDC11,Remote Procedure Call (RPC),Running,Automatic
LASDC11,Resultant Set of Policy Provider,Stopped,Manual
LASDC11,Special Administration Console Helper,Stopped,Manual
LASDC11,Security Accounts Manager,Running,Automatic
LASDC11,Smart Card,Stopped,Disabled
LASDC11,Smart Card Device Enumeration Service,Stopped,Manual
LASDC11,Task Scheduler,Running,Automatic
LASDC11,Smart Card Removal Policy,Stopped,Manual
LASDC11,Secondary Logon,Running,Manual
LASDC11,System Event Notification Service,Running,Automatic
LASDC11,Remote Desktop Configuration,Running,Manual
LASDC11,Internet Connection Sharing (ICS),Stopped,Disabled
LASDC11,Shell Hardware Detection,Running,Automatic
LASDC11,Microsoft Storage Spaces SMP,Stopped,Manual
LASDC11,SNMP Trap,Stopped,Manual
LASDC11,Print Spooler,Running,Automatic
LASDC11,Software Protection,Stopped,Automatic
LASDC11,SSDP Discovery,Stopped,Disabled
LASDC11,Secure Socket Tunneling Protocol Service,Stopped,Manual
LASDC11,Spot Verifier,Stopped,Manual
LASDC11,Microsoft Software Shadow Copy Provider,Stopped,Manual
LASDC11,Superfetch,Stopped,Manual
LASDC11,HP System Management Homepage,Running,Automatic
LASDC11,System Events Broker,Running,Automatic
LASDC11,Telephony,Stopped,Manual
LASDC11,Remote Desktop Services,Running,Manual
LASDC11,Themes,Running,Automatic
LASDC11,Thread Ordering Server,Stopped,Manual
LASDC11,Storage Tiers Management,Stopped,Manual
LASDC11,Track-It! Workstation Manager,Running,Automatic
LASDC11,Distributed Link Tracking Client,Stopped,Manual
LASDC11,Windows Modules Installer,Stopped,Manual
LASDC11,User Access Logging Service,Running,Automatic
LASDC11,Interactive Services Detection,Stopped,Manual
LASDC11,Remote Desktop Services UserMode Port Redirector,Running,Manual
LASDC11,UPnP Device Host,Stopped,Disabled
LASDC11,Credential Manager,Stopped,Manual
LASDC11,Virtual Disk,Stopped,Manual
LASDC11,Hyper-V Guest Service Interface,Stopped,Manual
LASDC11,Hyper-V Heartbeat Service,Stopped,Manual
LASDC11,Hyper-V Data Exchange Service,Stopped,Manual
LASDC11,Hyper-V Remote Desktop Virtualization Service,Stopped,Manual
LASDC11,Hyper-V Guest Shutdown Service,Stopped,Manual
LASDC11,Hyper-V Time Synchronization Service,Stopped,Manual
LASDC11,Hyper-V Volume Shadow Copy Requestor,Stopped,Manual
LASDC11,Volume Shadow Copy,Stopped,Manual
LASDC11,Windows Time,Running,Manual
LASDC11,Windows Connection Manager,Running,Automatic
LASDC11,Windows Color System,Stopped,Manual
LASDC11,Diagnostic Service Host,Stopped,Manual
LASDC11,Diagnostic System Host,Stopped,Manual
LASDC11,Windows Event Collector,Stopped,Manual
LASDC11,Windows Encryption Provider Host Service,Stopped,Manual
LASDC11,Problem Reports and Solutions Control Panel Support,Stopped,Manual
LASDC11,Windows Error Reporting Service,Stopped,Manual
LASDC11,WinHTTP Web Proxy Auto-Discovery Service,Stopped,Manual
LASDC11,Windows Management Instrumentation,Running,Automatic
LASDC11,Windows Remote Management (WS-Management),Running,Automatic
LASDC11,WMI Performance Adapter,Stopped,Manual
LASDC11,Portable Device Enumerator Service,Stopped,Manual
LASDC11,Windows Store Service (WSService),Stopped,Manual
LASDC11,Windows Update,Stopped,Manual
LASDC11,Windows Driver Foundation - User-mode Driver Framework,Stopped,Manual
MachineName,DisplayName,Status,StartType
LASDCTEST01GUI,Application Experience,Stopped,Manual
LASDCTEST01GUI,Application Layer Gateway Service,Stopped,Manual
LASDCTEST01GUI,Windows All-User Install Agent,Stopped,Manual
LASDCTEST01GUI,Application Host Helper Service,Running,Automatic
LASDCTEST01GUI,Application Identity,Stopped,Manual
LASDCTEST01GUI,Application Information,Running,Manual
LASDCTEST01GUI,Application Management,Stopped,Manual
LASDCTEST01GUI,ASP.NET State Service,Stopped,Manual
LASDCTEST01GUI,Windows Audio Endpoint Builder,Stopped,Manual
LASDCTEST01GUI,Windows Audio,Stopped,Manual
LASDCTEST01GUI,Base Filtering Engine,Running,Automatic
LASDCTEST01GUI,Background Intelligent Transfer Service,Stopped,Manual
LASDCTEST01GUI,Background Tasks Infrastructure Service,Running,Automatic
LASDCTEST01GUI,Computer Browser,Stopped,Disabled
LASDCTEST01GUI,Certificate Propagation,Running,Manual
LASDCTEST01GUI,COM+ System Application,Running,Manual
LASDCTEST01GUI,Cryptographic Services,Running,Automatic
LASDCTEST01GUI,DCOM Server Process Launcher,Running,Automatic
LASDCTEST01GUI,Optimize drives,Stopped,Manual
LASDCTEST01GUI,Device Association Service,Stopped,Manual
LASDCTEST01GUI,Device Install Service,Stopped,Manual
LASDCTEST01GUI,DHCP Client,Running,Automatic
LASDCTEST01GUI,DNS Client,Running,Automatic
LASDCTEST01GUI,Wired AutoConfig,Stopped,Manual
LASDCTEST01GUI,Diagnostic Policy Service,Running,Automatic
LASDCTEST01GUI,Device Setup Manager,Stopped,Manual
LASDCTEST01GUI,Extensible Authentication Protocol,Stopped,Manual
LASDCTEST01GUI,Encrypting File System (EFS),Stopped,Manual
LASDCTEST01GUI,Windows Event Log,Running,Automatic
LASDCTEST01GUI,COM+ Event System,Running,Automatic
LASDCTEST01GUI,Function Discovery Provider Host,Stopped,Manual
LASDCTEST01GUI,Function Discovery Resource Publication,Stopped,Manual
LASDCTEST01GUI,Windows Font Cache Service,Running,Automatic
LASDCTEST01GUI,Windows Presentation Foundation Font Cache 3.0.0.0,Stopped,Manual
LASDCTEST01GUI,Group Policy Client,Running,Automatic
LASDCTEST01GUI,Human Interface Device Access,Stopped,Manual
LASDCTEST01GUI,Health Key and Certificate Management,Stopped,Manual
LASDCTEST01GUI,IIS Admin Service,Running,Automatic
LASDCTEST01GUI,IKE and AuthIP IPsec Keying Modules,Running,Automatic
LASDCTEST01GUI,IP Helper,Running,Automatic
LASDCTEST01GUI,CNG Key Isolation,Stopped,Manual
