"MachineName","DisplayName","Status","StartType"
"LASETLTST02","Application Experience","Stopped","Manual"
"LASETLTST02","Application Layer Gateway Service","Stopped","Manual"
"LASETLTST02","Windows All-User Install Agent","Stopped","Manual"
"LASETLTST02","Application Host Helper Service","Running","Automatic"
"LASETLTST02","Application Identity","Stopped","Manual"
"LASETLTST02","Application Information","Stopped","Manual"
"LASETLTST02","Application Management","Stopped","Manual"
"LASETLTST02","ASP.NET State Service","Stopped","Manual"
"LASETLTST02","Windows Audio Endpoint Builder","Stopped","Manual"
"LASETLTST02","Windows Audio","Stopped","Manual"
"LASETLTST02","ActiveX Installer (AxInstSV)","Stopped","Manual"
"LASETLTST02","Base Filtering Engine","Running","Automatic"
"LASETLTST02","Background Intelligent Transfer Service","Running","Manual"
"LASETLTST02","Background Tasks Infrastructure Service","Running","Automatic"
"LASETLTST02","Computer Browser","Stopped","Disabled"
"LASETLTST02","Certificate Propagation","Running","Manual"
"LASETLTST02","HP Insight Event Notifier","Stopped","Disabled"
"LASETLTST02","HP Smart Array SAS/SATA Event Notification Service","Running","Automatic"
"LASETLTST02","COM+ System Application","Stopped","Manual"
"LASETLTST02","HP Insight NIC Agents","Running","Automatic"
"LASETLTST02","HP Version Control Agent","Running","Automatic"
"LASETLTST02","HP Insight Foundation Agents","Running","Automatic"
"LASETLTST02","HP Insight Server Agents","Running","Automatic"
"LASETLTST02","HP Insight Storage Agents","Running","Automatic"
"LASETLTST02","Cryptographic Services","Running","Automatic"
"LASETLTST02","Offline Files","Stopped","Disabled"
"LASETLTST02","DCOM Server Process Launcher","Running","Automatic"
"LASETLTST02","Optimize drives","Stopped","Manual"
"LASETLTST02","Device Association Service","Stopped","Manual"
"LASETLTST02","Device Install Service","Stopped","Manual"
"LASETLTST02","DHCP Client","Running","Automatic"
"LASETLTST02","DNS Client","Running","Automatic"
"LASETLTST02","Wired AutoConfig","Stopped","Manual"
"LASETLTST02","Diagnostic Policy Service","Running","Automatic"
"LASETLTST02","Device Setup Manager","Stopped","Manual"
"LASETLTST02","Extensible Authentication Protocol","Stopped","Manual"
