"MachineName","DisplayName","Status","StartType"
"LASETL01","Application Experience","Running","Manual"
"LASETL01","Application Layer Gateway Service","Stopped","Manual"
"LASETL01","Application Host Helper Service","Running","Automatic"
"LASETL01","Application Identity","Stopped","Manual"
"LASETL01","Application Information","Stopped","Manual"
"LASETL01","Application Management","Stopped","Manual"
"LASETL01","ASP.NET State Service","Stopped","Manual"
"LASETL01","Windows Audio Endpoint Builder","Stopped","Manual"
"LASETL01","Windows Audio","Stopped","Manual"
"LASETL01","Base Filtering Engine","Running","Automatic"
"LASETL01","Background Intelligent Transfer Service","Stopped","Manual"
"LASETL01","Computer Browser","Stopped","Disabled"
"LASETL01","Certificate Propagation","Running","Manual"
"LASETL01","HP Insight Event Notifier","Running","Automatic"
"LASETL01","HP Smart Array SAS/SATA Event Notification Service","Running","Automatic"
"LASETL01","Microsoft .NET Framework NGEN v2.0.50727_X86","Stopped","Disabled"
"LASETL01","Microsoft .NET Framework NGEN v2.0.50727_X64","Stopped","Disabled"
"LASETL01","Microsoft .NET Framework NGEN v4.0.30319_X86","Stopped","Automatic"
"LASETL01","Microsoft .NET Framework NGEN v4.0.30319_X64","Stopped","Automatic"
"LASETL01","COM+ System Application","Stopped","Manual"
"LASETL01","HP Insight NIC Agents","Running","Automatic"
"LASETL01","HP ProLiant Remote Monitor Service","Running","Automatic"
"LASETL01","HP Version Control Agent","Running","Automatic"
"LASETL01","HP Insight Foundation Agents","Running","Automatic"
"LASETL01","HP Insight Server Agents","Running","Automatic"
"LASETL01","HP Insight Storage Agents","Running","Automatic"
"LASETL01","Cryptographic Services","Running","Automatic"
"LASETL01","Offline Files","Stopped","Disabled"
"LASETL01","DCOM Server Process Launcher","Running","Automatic"
"LASETL01","Disk Defragmenter","Stopped","Manual"
"LASETL01","DHCP Client","Running","Automatic"
"LASETL01","Diagnostics Tracking Service","Running","Automatic"
"LASETL01","DirMngr","Running","Automatic"
"LASETL01","DNS Client","Running","Automatic"
"LASETL01","Wired AutoConfig","Stopped","Manual"
"LASETL01","Diagnostic Policy Service","Running","Automatic"
"LASETL01","Extensible Authentication Protocol","Stopped","Manual"
"LASETL01","Encrypting File System (EFS)","Stopped","Manual"
"LASETL01","Windows Event Log","Running","Automatic"
"LASETL01","COM+ Event System","Running","Automatic"
"LASETL01","Microsoft Fibre Channel Platform Registration Service","Stopped","Manual"
"LASETL01","Function Discovery Provider Host","Stopped","Manual"
"LASETL01","Function Discovery Resource Publication","Stopped","Manual"
"LASETL01","Windows Font Cache Service","Running","Automatic"
"LASETL01","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","Manual"
"LASETL01","Group Policy Client","Running","Automatic"
