"MachineName","DisplayName","Status","StartType"
"LASRL01GUI","Application Experience","Stopped","Manual"
"LASRL01GUI","Application Layer Gateway Service","Stopped","Manual"
"LASRL01GUI","Windows All-User Install Agent","Stopped","Manual"
"LASRL01GUI","Application Host Helper Service","Running","Automatic"
"LASRL01GUI","Application Identity","Stopped","Manual"
"LASRL01GUI","Application Information","Stopped","Manual"
"LASRL01GUI","Application Management","Stopped","Manual"
"LASRL01GUI","ASP.NET State Service","Stopped","Manual"
"LASRL01GUI","Windows Audio Endpoint Builder","Stopped","Manual"
"LASRL01GUI","Windows Audio","Stopped","Manual"
"LASRL01GUI","Base Filtering Engine","Running","Automatic"
"LASRL01GUI","Background Intelligent Transfer Service","Stopped","Manual"
"LASRL01GUI","Background Tasks Infrastructure Service","Running","Automatic"
"LASRL01GUI","Computer Browser","Stopped","Disabled"
"LASRL01GUI","Certificate Propagation","Running","Manual"
"LASRL01GUI","COM+ System Application","Stopped","Manual"
"LASRL01GUI","Cryptographic Services","Running","Automatic"
"LASRL01GUI","DCOM Server Process Launcher","Running","Automatic"
"LASRL01GUI","Optimize drives","Stopped","Manual"
"LASRL01GUI","Device Association Service","Stopped","Manual"
"LASRL01GUI","Device Install Service","Stopped","Manual"
"LASRL01GUI","DHCP Client","Running","Automatic"
"LASRL01GUI","DNS Client","Running","Automatic"
"LASRL01GUI","Wired AutoConfig","Stopped","Manual"
"LASRL01GUI","Diagnostic Policy Service","Running","Automatic"
"LASRL01GUI","Device Setup Manager","Stopped","Manual"
"LASRL01GUI","Extensible Authentication Protocol","Stopped","Manual"
"LASRL01GUI","Encrypting File System (EFS)","Stopped","Manual"
"LASRL01GUI","Windows Event Log","Running","Automatic"
"LASRL01GUI","COM+ Event System","Running","Automatic"
"LASRL01GUI","Function Discovery Provider Host","Stopped","Manual"
"LASRL01GUI","Function Discovery Resource Publication","Stopped","Manual"
"LASRL01GUI","Windows Font Cache Service","Running","Automatic"
"LASRL01GUI","Windows Presentation Foundation Font Cache 3.0.0.0","Stopped","Manual"
"LASRL01GUI","Group Policy Client","Running","Automatic"
"LASRL01GUI","Human Interface Device Access","Stopped","Manual"
"LASRL01GUI","Health Key and Certificate Management","Stopped","Manual"
"LASRL01GUI","IIS Admin Service","Running","Automatic"
"LASRL01GUI","IKE and AuthIP IPsec Keying Modules","Running","Automatic"
"LASRL01GUI","IP Helper","Running","Automatic"
"LASRL01GUI","CNG Key Isolation","Stopped","Manual"
"LASRL01GUI","KDC Proxy Server service (KPS)","Stopped","Manual"
"LASRL01GUI","KtmRm for Distributed Transaction Coordinator","Stopped","Manual"
"LASRL01GUI","Server","Running","Automatic"
"LASRL01GUI","Workstation","Running","Automatic"
"LASRL01GUI","Link-Layer Topology Discovery Mapper","Stopped","Manual"
"LASRL01GUI","TCP/IP NetBIOS Helper","Running","Automatic"
"LASRL01GUI","Local Session Manager","Running","Automatic"
"LASRL01GUI","Multimedia Class Scheduler","Stopped","Manual"
"LASRL01GUI","Windows Firewall","Running","Automatic"
"LASRL01GUI","Web Deployment Agent Service","Running","Automatic"
"LASRL01GUI","Distributed Transaction Coordinator","Running","Automatic"
"LASRL01GUI","Microsoft iSCSI Initiator Service","Stopped","Manual"
"LASRL01GUI","Windows Installer","Stopped","Manual"
"LASRL01GUI","Message Queuing","Running","Automatic"
"LASRL01GUI","Network Access Protection Agent","Stopped","Manual"
"LASRL01GUI","Network Connectivity Assistant","Stopped","Manual"
"LASRL01GUI","Netlogon","Running","Automatic"
"LASRL01GUI","Network Connections","Stopped","Manual"
"LASRL01GUI","Network List Service","Running","Manual"
"LASRL01GUI","Net.Tcp Port Sharing Service","Stopped","Disabled"
"LASRL01GUI","Network Location Awareness","Running","Automatic"
"LASRL01GUI","Network Store Interface Service","Running","Automatic"
"LASRL01GUI","OracleRemExecServiceV2","Stopped","Manual"
"LASRL01GUI","Office Source Engine","Stopped","Manual"
"LASRL01GUI","Office 64 Source Engine","Stopped","Manual"
"LASRL01GUI","Performance Counter DLL Host","Stopped","Manual"
"LASRL01GUI","Performance Logs & Alerts","Stopped","Manual"
"LASRL01GUI","Plug and Play","Running","Manual"
"LASRL01GUI","IPsec Policy Agent","Running","Manual"
"LASRL01GUI","Power","Running","Automatic"
"LASRL01GUI","Printer Extensions and Notifications","Stopped","Manual"
"LASRL01GUI","User Profile Service","Running","Automatic"
"LASRL01GUI","Remote Access Auto Connection Manager","Stopped","Manual"
"LASRL01GUI","Remote Access Connection Manager","Stopped","Manual"
"LASRL01GUI","Routing and Remote Access","Stopped","Disabled"
"LASRL01GUI","Remote Registry","Stopped","Manual"
"LASRL01GUI","RPC Endpoint Mapper","Running","Automatic"
"LASRL01GUI","Remote Procedure Call (RPC) Locator","Stopped","Manual"
"LASRL01GUI","Remote Procedure Call (RPC)","Running","Automatic"
"LASRL01GUI","Resultant Set of Policy Provider","Stopped","Manual"
"LASRL01GUI","Special Administration Console Helper","Stopped","Manual"
"LASRL01GUI","Security Accounts Manager","Running","Automatic"
"LASRL01GUI","Smart Card","Stopped","Disabled"
"LASRL01GUI","Task Scheduler","Running","Automatic"
"LASRL01GUI","Smart Card Removal Policy","Stopped","Manual"
"LASRL01GUI","Secondary Logon","Stopped","Manual"
"LASRL01GUI","System Event Notification Service","Running","Automatic"
"LASRL01GUI","Symantec Endpoint Protection","Running","Automatic"
"LASRL01GUI","Remote Desktop Configuration","Running","Manual"
"LASRL01GUI","Internet Connection Sharing (ICS)","Stopped","Disabled"
"LASRL01GUI","Shell Hardware Detection","Stopped","Automatic"
"LASRL01GUI","Symantec Auto-upgrade Agent","Stopped","Manual"
"LASRL01GUI","Symantec Network Access Control","Stopped","Manual"
"LASRL01GUI","SNMP Service","Running","Automatic"
"LASRL01GUI","SNMP Trap","Stopped","Manual"
"LASRL01GUI","Print Spooler","Running","Automatic"
"LASRL01GUI","Software Protection","Stopped","Automatic"
"LASRL01GUI","SSDP Discovery","Stopped","Disabled"
"LASRL01GUI","Secure Socket Tunneling Protocol Service","Stopped","Manual"
"LASRL01GUI","Spot Verifier","Stopped","Manual"
"LASRL01GUI","Microsoft Software Shadow Copy Provider","Stopped","Manual"
"LASRL01GUI","Superfetch","Stopped","Manual"
"LASRL01GUI","Telephony","Stopped","Manual"
"LASRL01GUI","Remote Desktop Services","Running","Manual"
"LASRL01GUI","Themes","Running","Automatic"
"LASRL01GUI","Thread Ordering Server","Stopped","Manual"
"LASRL01GUI","Track-It! Workstation Manager","Running","Automatic"
"LASRL01GUI","Distributed Link Tracking Client","Running","Automatic"
"LASRL01GUI","Windows Modules Installer","Stopped","Manual"
"LASRL01GUI","User Access Logging Service","Running","Automatic"
"LASRL01GUI","Interactive Services Detection","Stopped","Manual"
"LASRL01GUI","Remote Desktop Services UserMode Port Redirector","Running","Manual"
"LASRL01GUI","UPnP Device Host","Stopped","Disabled"
"LASRL01GUI","Credential Manager","Stopped","Manual"
"LASRL01GUI","Virtual Disk","Stopped","Manual"
"LASRL01GUI","VMware Alias Manager and Ticket Service","Running","Automatic"
"LASRL01GUI","Hyper-V Heartbeat Service","Stopped","Manual"
"LASRL01GUI","Hyper-V Data Exchange Service","Stopped","Manual"
"LASRL01GUI","Hyper-V Remote Desktop Virtualization Service","Stopped","Manual"
"LASRL01GUI","Hyper-V Guest Shutdown Service","Stopped","Manual"
"LASRL01GUI","Hyper-V Time Synchronization Service","Stopped","Manual"
"LASRL01GUI","Hyper-V Volume Shadow Copy Requestor","Stopped","Manual"
"LASRL01GUI","VMware Tools","Running","Automatic"
"LASRL01GUI","VMware CAF AMQP Communication Service","Stopped","Manual"
"LASRL01GUI","VMware CAF Management Agent Service","Running","Automatic"
"LASRL01GUI","Volume Shadow Copy","Stopped","Manual"
"LASRL01GUI","Windows Time","Running","Manual"
"LASRL01GUI","World Wide Web Publishing Service","Running","Automatic"
"LASRL01GUI","Windows Process Activation Service","Running","Manual"
"LASRL01GUI","Windows Color System","Stopped","Manual"
"LASRL01GUI","Diagnostic Service Host","Stopped","Manual"
"LASRL01GUI","Diagnostic System Host","Stopped","Manual"
"LASRL01GUI","Windows Event Collector","Stopped","Manual"
"LASRL01GUI","Problem Reports and Solutions Control Panel Support","Stopped","Manual"
"LASRL01GUI","Windows Error Reporting Service","Stopped","Manual"
"LASRL01GUI","WinHTTP Web Proxy Auto-Discovery Service","Stopped","Manual"
"LASRL01GUI","Windows Management Instrumentation","Running","Automatic"
